t,x,y,z
2.852,0.902,-0.368,0.248
2.901856,0.902,-0.37,0.232
2.951904,0.896,-0.37,0.252
3.001952,0.898,-0.366,0.246
3.052,0.886,-0.366,0.24
3.102856,0.894,-0.368,0.244
3.152904,0.91,-0.362,0.252
3.202952,0.894,-0.372,0.246
3.253,0.896,-0.37,0.248
3.302856,0.914,-0.382,0.24
3.352904,0.896,-0.376,0.326
3.402952,0.888,-0.366,0.248
3.453,0.896,-0.386,0.24
3.502856,0.892,-0.384,0.24
3.552904,0.902,-0.388,0.254
3.602952,0.896,-0.372,0.246
3.653,0.864,-0.372,0.23
3.702856,0.894,-0.368,0.236
3.752904,0.898,-0.366,0.252
3.802952,0.902,-0.36,0.24
3.853,0.894,-0.366,0.252
3.902856,0.896,-0.376,0.248
3.952904,0.882,-0.354,0.252
4.002952,0.908,-0.37,0.24
4.053,0.846,-0.37,0.232
4.103856,0.894,-0.384,0.254
4.153904,0.864,-0.37,0.238
4.203952,0.898,-0.372,0.262
4.254,0.904,-0.358,0.252
4.303856,0.894,-0.372,0.262
4.353904,0.902,-0.368,0.252
4.403952,0.898,-0.37,0.254
4.454,0.888,-0.356,0.252
4.503856,0.902,-0.37,0.248
4.553904,0.896,-0.354,0.242
4.603952,0.898,-0.37,0.262
4.654,0.904,-0.37,0.248
4.703856,0.896,-0.372,0.252
4.753904,0.87,-0.384,0.254
4.803952,0.892,-0.372,0.262
4.854,0.892,-0.37,0.264
4.903856,0.902,-0.37,0.242
4.953904,0.894,-0.382,0.252
5.003952,0.892,-0.366,0.248
5.054,0.87,-0.372,0.23
5.104856,0.902,-0.352,0.242
5.154904,0.902,-0.378,0.254
5.204952,0.896,-0.356,0.242
5.255,0.974,-0.372,0.226
5.304856,0.898,-0.394,0.24
5.354904,0.88,-0.394,0.26
5.404952,0.88,-0.386,0.236
5.455,0.848,-0.378,0.21
5.504856,0.904,-0.364,0.248
5.554904,0.896,-0.346,0.236
5.604952,0.912,-0.338,0.23
5.655,0.92,-0.336,0.254
5.704856,0.902,-0.292,0.24
5.754904,0.902,-0.324,0.254
5.804952,0.88,-0.322,0.252
5.855,0.846,-0.37,0.228
5.904856,0.87,-0.344,0.208
5.954904,0.872,-0.384,0.214
6.004952,0.872,-0.424,0.236
6.055,0.846,-0.4,0.176
6.105856,0.864,-0.37,0.178
6.155904,0.876,-0.4,0.168
6.205952,0.934,-0.394,0.184
6.256,0.92,-0.41,0.188
6.305856,0.914,-0.384,0.142
6.355904,0.88,-0.402,0.142
6.405952,0.892,-0.418,0.15
6.456,0.888,-0.434,0.176
6.505856,0.92,-0.43,0.156
6.555904,0.902,-0.442,0.16
6.605952,0.888,-0.45,0.144
6.656,0.846,-0.474,0.124
6.705856,0.876,-0.472,0.134
6.755904,0.878,-0.464,0.152
6.805952,0.882,-0.458,0.162
6.856,0.892,-0.458,0.184
6.905856,0.934,-0.398,0.204
6.955904,0.926,-0.37,0.19
7.005952,0.896,-0.434,0.176
7.056,0.878,-0.424,0.148
7.105856,0.87,-0.426,0.134
7.155904,0.87,-0.412,0.13
7.205952,0.87,-0.4,0.132
7.256,0.88,-0.414,0.14
7.306856,0.896,-0.42,0.134
7.356904,0.892,-0.44,0.128
7.406952,0.888,-0.434,0.126
7.457,0.872,-0.424,0.136
7.506856,0.88,-0.4,0.14
7.556904,0.892,-0.404,0.144
7.606952,0.894,-0.416,0.13
7.657,0.864,-0.404,0.158
7.706856,0.892,-0.4,0.142
7.756904,0.898,-0.416,0.144
7.806952,0.896,-0.402,0.136
7.857,0.868,-0.4,0.126
7.906856,0.91,-0.404,0.136
7.956904,0.904,-0.414,0.152
8.006952,0.896,-0.41,0.152
8.057,0.87,-0.408,0.146
8.106856,0.892,-0.416,0.156
8.156904,0.878,-0.424,0.158
8.206952,0.902,-0.424,0.152
8.257,0.864,-0.44,0.142
8.307856,0.88,-0.432,0.152
8.357904,0.886,-0.422,0.15
8.407952,0.878,-0.428,0.136
8.458,0.854,-0.43,0.112
8.507856,0.892,-0.432,0.124
8.557904,0.864,-0.424,0.112
8.607952,0.896,-0.404,0.116
8.658,0.882,-0.408,0.12
8.707856,0.88,-0.392,0.14
8.757904,0.878,-0.398,0.152
8.807952,0.892,-0.414,0.146
8.858,0.898,-0.434,0.146
8.907856,0.894,-0.442,0.156
8.957904,0.894,-0.416,0.142
9.007952,0.898,-0.424,0.144
9.058,0.866,-0.42,0.134
9.107856,0.9,-0.418,0.142
9.157904,0.898,-0.432,0.134
9.207952,0.882,-0.416,0.126
9.258,0.864,-0.402,0.134
9.308856,0.882,-0.404,0.134
9.358904,0.88,-0.414,0.126
9.408952,0.904,-0.416,0.136
9.459,0.858,-0.414,0.126
9.508856,0.88,-0.412,0.13
9.558904,0.886,-0.408,0.126
9.608952,0.908,-0.424,0.136
9.659,0.88,-0.436,0.144
9.708856,0.92,-0.432,0.156
9.758904,0.916,-0.426,0.144
9.808952,0.904,-0.424,0.126
9.859,0.88,-0.404,0.126
9.908856,0.902,-0.416,0.126
9.958904,0.872,-0.408,0.126
10.008952,0.896,-0.408,0.142
10.059,0.902,-0.404,0.142
10.108856,0.904,-0.42,0.134
10.158904,0.888,-0.416,0.144
10.208952,0.914,-0.424,0.142
10.259,0.886,-0.424,0.134
10.309856,0.894,-0.416,0.12
10.359904,0.88,-0.416,0.142
10.409952,0.944,-0.174,0.332
10.46,0.956,-0.142,0.384
10.509856,0.942,-0.336,0.24
10.559904,0.946,-0.324,0.23
10.609952,0.94,-0.254,0.204
10.66,0.93,-0.276,0.216
10.709856,0.91,-0.224,0.244
10.759904,0.902,-0.228,0.254
10.809952,0.912,-0.196,0.318
10.86,0.944,-0.164,0.294
10.909856,0.972,-0.228,0.248
10.959904,0.942,-0.306,0.224
11.009952,0.94,-0.28,0.224
11.06,0.934,-0.25,0.226
11.109856,0.914,-0.266,0.206
11.159904,0.91,-0.292,0.24
11.209952,0.914,-0.184,0.292
11.26,0.934,-0.138,0.306
11.310856,0.96,-0.212,0.268
11.360904,0.966,-0.314,0.23
11.410952,0.896,-0.32,0.224
11.461,0.854,-0.352,0.248
11.510856,0.898,-0.348,0.288
11.560904,0.902,-0.392,0.272
11.610952,0.918,-0.378,0.236
11.661,0.898,-0.334,0.224
11.710856,0.896,-0.32,0.226
11.760904,0.892,-0.356,0.24
11.810952,0.96,-0.308,0.398
11.861,0.992,-0.376,0.47
11.910856,1.072,-0.53,0.736
11.960904,1.054,-0.85,0.806
12.010952,1.036,-1.16,0.754
12.061,1.038,-1.36,0.664
12.110856,0.896,-1.3,0.462
12.160904,0.77,-1.23,0.328
12.210952,0.444,-0.968,0.198
12.261,0.224,-0.642,0.098
12.310856,-0.048,-0.402,0.168
12.360904,-0.184,-0.226,0.254
12.410952,-0.314,-0.026,0.43
12.461,-0.34,0.078,0.566
12.712856,-0.56,-0.128,0.624
12.762904,-0.578,-0.288,0.664
12.812952,-0.622,-0.34,0.668
12.863,-0.638,-0.498,0.604
12.912856,-0.688,-0.51,0.528
12.962904,-0.702,-0.562,0.542
13.012952,-0.682,-0.498,0.53
13.063,-0.672,-0.432,0.584
13.112856,-0.62,-0.414,0.574
13.162904,-0.666,-0.466,0.55
13.212952,-0.65,-0.452,0.462
13.263,-0.684,-0.536,0.414
13.312856,-0.73,-0.57,0.428
13.362904,-0.752,-0.66,0.46
13.412952,-0.712,-0.546,0.562
13.463,-0.706,-0.626,0.56
13.512856,-0.706,-0.554,0.542
13.562904,-0.712,-0.498,0.48
13.612952,-0.704,-0.314,0.496
13.663,-0.656,-0.384,0.59
13.713856,-0.6,-0.474,0.656
13.763904,-0.542,-0.39,0.64
13.813952,-0.666,-0.506,0.55
13.864,-0.712,-0.468,0.576
13.913856,-0.73,-0.488,0.56
13.963904,-0.72,-0.446,0.558
14.013952,-0.698,-0.442,0.572
14.064,-0.686,-0.45,0.562
14.113856,-0.666,-0.45,0.598
14.163904,-0.658,-0.496,0.608
14.213952,-0.672,-0.408,0.55
14.264,-0.742,-0.434,0.494
14.313856,-0.842,-0.418,0.414
14.363904,-0.792,-0.464,0.472
14.413952,-0.682,-0.504,0.59
14.464,-0.756,-0.588,0.438
14.513856,-0.724,-0.506,0.536
14.563904,-0.696,-0.328,0.624
14.613952,-0.696,-0.59,0.578
14.664,-0.698,-0.234,0.578
14.714856,-0.61,-0.228,0.744
14.764904,-0.606,-0.152,0.776
14.814952,-0.546,-0.272,0.816
14.865,-0.498,-0.184,0.774
14.914856,-0.504,-0.346,0.742
14.964904,-0.608,-0.44,0.728
15.014952,-0.656,-0.416,0.59
15.065,-0.57,-0.33,0.56
15.114856,-0.584,-0.466,0.646
15.164904,-0.44,-0.434,0.51
15.214952,-0.372,-0.392,0.254
15.265,-0.36,-0.392,0.126
15.314856,-0.272,-0.648,0.13
15.364904,-0.168,-1.054,0.398
15.414952,-0.122,-1.282,0.432
15.465,0.158,-0.892,0.816
15.514856,0.722,0.038,1.188
15.564904,0.978,-0.168,1.318
15.614952,0.856,-0.328,1.15
15.665,0.752,-0.4,1.132
15.715856,0.668,-0.458,0.782
15.765904,0.624,-0.482,0.568
15.815952,0.496,-0.67,0.438
15.866,0.462,-0.734,0.332
15.915856,0.326,-0.772,0.21
15.965904,0.376,-0.546,0.146
16.015952,0.434,-0.626,0.45
16.066,0.336,-0.864,0.576
16.115856,0.796,-0.612,0.808
16.165904,0.764,-0.586,0.662
16.215952,0.466,-0.69,0.524
16.266,0.4,-0.852,0.552
16.315856,0.542,-0.718,0.608
16.365904,0.558,-0.648,0.464
16.415952,0.526,-0.69,0.51
16.466,0.51,-0.724,0.548
16.515856,0.534,-0.692,0.55
16.565904,0.526,-0.69,0.542
16.615952,0.528,-0.68,0.524
16.666,0.528,-0.698,0.546
16.716856,0.52,-0.69,0.556
16.766904,0.504,-0.702,0.546
16.816952,0.53,-0.706,0.534
16.867,0.518,-0.694,0.54
16.916856,0.526,-0.698,0.574
16.966904,0.508,-0.69,0.592
17.016952,0.53,-0.704,0.542
17.067,0.496,-0.672,0.492
17.116856,0.526,-0.692,0.544
17.166904,0.53,-0.7,0.544
17.216952,0.534,-0.69,0.536
17.267,0.53,-0.702,0.528
17.316856,0.54,-0.69,0.524
17.366904,0.54,-0.7,0.53
17.416952,0.542,-0.698,0.534
17.467,0.536,-0.688,0.536
17.516856,0.542,-0.69,0.526
17.566904,0.544,-0.68,0.528
17.616952,0.542,-0.682,0.518
17.667,0.518,-0.682,0.524
17.716856,0.544,-0.688,0.542
17.766904,0.544,-0.686,0.562
17.816952,0.536,-0.696,0.534
17.867,0.536,-0.69,0.532
17.917856,0.542,-0.688,0.546
17.967904,0.536,-0.686,0.546
18.017952,0.542,-0.686,0.526
18.068,0.544,-0.676,0.542
18.117856,0.542,-0.68,0.558
18.167904,0.542,-0.664,0.542
18.217952,0.55,-0.68,0.528
18.268,0.528,-0.666,0.514
18.317856,0.556,-0.686,0.532
18.367904,0.55,-0.672,0.528
18.417952,0.552,-0.68,0.536
18.468,0.53,-0.68,0.498
18.517856,0.556,-0.68,0.504
18.567904,0.518,-0.672,0.494
18.617952,0.55,-0.69,0.524
18.668,0.55,-0.672,0.518
18.717856,0.55,-0.688,0.524
18.767904,0.55,-0.674,0.528
18.817952,0.546,-0.688,0.518
18.868,0.546,-0.688,0.494
18.918856,0.542,-0.686,0.526
18.968904,0.542,-0.69,0.54
19.018952,0.562,-0.686,0.51
19.069,0.528,-0.68,0.508
19.118856,0.552,-0.688,0.55
19.168904,0.552,-0.678,0.522
19.218952,0.558,-0.688,0.518
19.269,0.536,-0.678,0.542
19.318856,0.556,-0.672,0.536
19.368904,0.56,-0.68,0.522
19.418952,0.558,-0.68,0.522
19.469,0.53,-0.688,0.518
19.518856,0.56,-0.68,0.526
19.568904,0.536,-0.68,0.524
19.618952,0.55,-0.686,0.534
19.669,0.544,-0.69,0.53
19.718856,0.556,-0.67,0.52
19.768904,0.556,-0.686,0.54
19.818952,0.542,-0.672,0.524
19.869,0.528,-0.68,0.496
19.919856,0.548,-0.672,0.52
19.969904,0.53,-0.672,0.542
20.019952,0.556,-0.692,0.526
20.07,0.562,-0.686,0.52
20.119856,0.546,-0.674,0.526
20.169904,0.548,-0.68,0.52
20.219952,0.556,-0.692,0.52
20.27,0.56,-0.672,0.516
20.319856,0.55,-0.692,0.518
20.369904,0.528,-0.666,0.508
20.419952,0.55,-0.682,0.528
20.47,0.524,-0.674,0.488
20.519856,0.54,-0.68,0.544
20.569904,0.542,-0.68,0.536
20.619952,0.556,-0.68,0.526
20.67,0.536,-0.686,0.534
20.719856,0.558,-0.69,0.524
20.769904,0.546,-0.682,0.528
20.819952,0.558,-0.69,0.524
20.87,0.52,-0.68,0.502
20.920856,0.546,-0.688,0.526
20.970904,0.542,-0.686,0.53
21.020952,0.552,-0.688,0.536
21.071,0.536,-0.686,0.536
21.120856,0.544,-0.698,0.528
21.170904,0.55,-0.69,0.51
21.220952,0.542,-0.69,0.52
21.271,0.542,-0.68,0.55
21.320856,0.536,-0.696,0.53
21.370904,0.55,-0.686,0.526
21.420952,0.54,-0.688,0.542
21.471,0.62,-0.678,0.504
21.520856,0.542,-0.69,0.536
21.570904,0.504,-0.68,0.496
21.620952,0.534,-0.688,0.558
21.671,0.532,-0.69,0.546
21.720856,0.542,-0.68,0.54
21.770904,0.526,-0.676,0.534
21.820952,0.54,-0.682,0.526
21.871,0.536,-0.688,0.524
21.921856,0.536,-0.686,0.524
21.971904,0.55,-0.698,0.536
22.021952,0.55,-0.686,0.504
22.072,0.54,-0.676,0.508
22.121856,0.542,-0.686,0.528
22.171904,0.54,-0.698,0.536
22.221952,0.55,-0.682,0.52
22.272,0.536,-0.696,0.526
22.321856,0.542,-0.69,0.528
22.371904,0.53,-0.68,0.534
22.421952,0.536,-0.688,0.514
22.472,0.524,-0.676,0.508
22.521856,0.536,-0.702,0.55
22.571904,0.546,-0.686,0.52
22.621952,0.536,-0.69,0.526
22.672,0.54,-0.696,0.528
22.721856,0.54,-0.698,0.54
22.771904,0.53,-0.69,0.55
22.821952,0.542,-0.692,0.53
22.872,0.52,-0.682,0.534
22.921856,0.534,-0.69,0.524
22.971904,0.536,-0.69,0.518
23.021952,0.536,-0.686,0.536
23.072,0.504,-0.692,0.52
23.122856,0.542,-0.68,0.496
23.172904,0.542,-0.698,0.526
23.222952,0.536,-0.696,0.526
23.273,0.52,-0.686,0.53
23.322856,0.536,-0.698,0.524
23.372904,0.536,-0.69,0.542
23.422952,0.524,-0.692,0.524
23.473,0.52,-0.688,0.524
23.522856,0.542,-0.706,0.518
23.572904,0.526,-0.692,0.534
23.622952,0.544,-0.692,0.55
23.673,0.51,-0.688,0.526
23.722856,0.544,-0.69,0.52
23.772904,0.51,-0.69,0.52
23.822952,0.534,-0.69,0.52
23.873,0.54,-0.706,0.524
23.922856,0.536,-0.692,0.542
23.972904,0.538,-0.698,0.526
24.022952,0.536,-0.692,0.518
24.073,0.526,-0.69,0.536
24.123856,0.518,-0.692,0.534
24.173904,0.54,-0.69,0.55
24.223952,0.552,-0.692,0.488
24.274,0.536,-0.692,0.526
24.323856,0.55,-0.684,0.514
24.373904,0.55,-0.692,0.516
24.423952,0.546,-0.698,0.528
24.474,0.526,-0.696,0.518
24.523856,0.542,-0.692,0.518
24.573904,0.542,-0.698,0.546
24.623952,0.544,-0.698,0.51
24.674,0.544,-0.688,0.51
24.723856,0.55,-0.698,0.534
24.773904,0.536,-0.688,0.53
24.823952,0.536,-0.686,0.534
24.874,0.518,-0.69,0.524
24.923856,0.536,-0.692,0.52
24.973904,0.51,-0.698,0.51
25.023952,0.54,-0.69,0.534
25.074,0.542,-0.692,0.526
25.124856,0.534,-0.698,0.536
25.174904,0.54,-0.692,0.546
25.224952,0.536,-0.688,0.526
25.275,0.536,-0.702,0.54
25.324856,0.536,-0.698,0.536
25.374904,0.528,-0.68,0.52
25.424952,0.536,-0.708,0.546
25.475,0.534,-0.69,0.536
25.524856,0.544,-0.696,0.536
25.574904,0.534,-0.706,0.54
25.624952,0.538,-0.692,0.542
25.675,0.53,-0.692,0.524
25.724856,0.53,-0.702,0.536
25.774904,0.542,-0.698,0.536
25.824952,0.536,-0.698,0.528
25.875,0.518,-0.68,0.516
25.924856,0.536,-0.696,0.526
25.974904,0.524,-0.688,0.528
26.024952,0.536,-0.69,0.54
26.075,0.518,-0.682,0.492
26.125856,0.55,-0.69,0.534
26.175904,0.498,-0.682,0.508
26.225952,0.54,-0.686,0.518
26.276,0.542,-0.69,0.518
26.325856,0.542,-0.688,0.532
26.375904,0.54,-0.708,0.528
26.425952,0.55,-0.686,0.524
26.476,0.518,-0.692,0.526
26.525856,0.54,-0.682,0.526
26.575904,0.536,-0.702,0.51
26.625952,0.54,-0.696,0.534
26.676,0.504,-0.69,0.51
26.725856,0.528,-0.698,0.524
26.775904,0.54,-0.692,0.526
26.825952,0.536,-0.692,0.524
26.876,0.526,-0.688,0.524
26.925856,0.53,-0.698,0.528
26.975904,0.54,-0.69,0.54
27.025952,0.534,-0.682,0.51
27.076,0.542,-0.694,0.536
27.126856,0.546,-0.69,0.508
27.176904,0.536,-0.686,0.524
27.226952,0.542,-0.69,0.52
27.277,0.536,-0.698,0.526
27.326856,0.54,-0.692,0.518
27.376904,0.514,-0.69,0.504
27.426952,0.542,-0.698,0.54
27.477,0.544,-0.686,0.524
27.526856,0.536,-0.704,0.526
27.576904,0.518,-0.692,0.498
27.626952,0.54,-0.69,0.53
27.677,0.542,-0.698,0.52
27.726856,0.536,-0.68,0.524
27.776904,0.536,-0.698,0.496
27.826952,0.53,-0.696,0.518
27.877,0.532,-0.704,0.542
27.926856,0.542,-0.702,0.536
27.976904,0.532,-0.692,0.518
28.026952,0.544,-0.666,0.492
28.077,0.542,-0.706,0.518
28.126856,0.546,-0.674,0.504
28.176904,0.534,-0.698,0.536
28.226952,0.542,-0.694,0.556
28.277,0.526,-0.698,0.608
28.327856,0.526,-0.706,0.496
28.377904,0.534,-0.72,0.518
28.427952,0.544,-0.688,0.546
28.478,0.528,-0.69,0.504
28.527856,0.542,-0.708,0.51
28.577904,0.544,-0.686,0.486
28.627952,0.544,-0.698,0.528
28.678,0.536,-0.68,0.534
28.727856,0.542,-0.696,0.528
28.777904,0.542,-0.692,0.524
28.827952,0.53,-0.698,0.504
28.878,0.534,-0.688,0.508
28.927856,0.546,-0.688,0.518
28.977904,0.53,-0.688,0.528
29.027952,0.53,-0.68,0.53
29.078,0.546,-0.58,0.496
29.127856,0.542,-0.686,0.51
29.177904,0.54,-0.702,0.524
29.227952,0.542,-0.688,0.526
29.278,0.524,-0.68,0.518
29.328856,0.542,-0.696,0.528
29.378904,0.536,-0.69,0.598
29.428952,0.54,-0.692,0.52
29.479,0.53,-0.698,0.526
29.528856,0.536,-0.696,0.536
29.578904,0.51,-0.692,0.518
29.628952,0.528,-0.702,0.528
29.679,0.546,-0.702,0.504
29.728856,0.534,-0.692,0.534
29.778904,0.54,-0.698,0.528
29.828952,0.536,-0.696,0.536
29.879,0.542,-0.696,0.526
29.928856,0.532,-0.69,0.53
29.978904,0.536,-0.688,0.534
30.028952,0.54,-0.69,0.526
30.079,0.518,-0.692,0.526
30.128856,0.544,-0.69,0.526
30.178904,0.526,-0.69,0.536
30.228952,0.544,-0.692,0.524
30.279,0.524,-0.69,0.518
30.329856,0.552,-0.68,0.56
30.379904,0.536,-0.682,0.564
30.429952,0.542,-0.682,0.518
30.48,0.51,-0.68,0.504
30.529856,0.536,-0.686,0.55
30.579904,0.534,-0.69,0.528
30.629952,0.54,-0.676,0.524
30.68,0.524,-0.666,0.54
30.729856,0.542,-0.69,0.53
30.779904,0.542,-0.672,0.53
30.829952,0.55,-0.69,0.526
30.88,0.55,-0.68,0.518
30.929856,0.552,-0.692,0.524
30.979904,0.542,-0.686,0.528
31.029952,0.55,-0.69,0.51
31.08,0.55,-0.69,0.478
31.129856,0.552,-0.684,0.508
31.179904,0.56,-0.712,0.496
31.229952,0.544,-0.688,0.504
31.28,0.552,-0.694,0.54
31.330856,0.552,-0.682,0.528
31.380904,0.542,-0.692,0.526
31.430952,0.552,-0.69,0.504
31.481,0.524,-0.676,0.526
31.530856,0.536,-0.69,0.534
31.580904,0.526,-0.69,0.536
31.630952,0.542,-0.69,0.52
31.681,0.544,-0.692,0.514
31.730856,0.558,-0.682,0.51
31.780904,0.536,-0.688,0.526
31.830952,0.56,-0.686,0.518
31.881,0.558,-0.676,0.508
31.930856,0.55,-0.698,0.502
31.980904,0.55,-0.686,0.488
32.030952,0.552,-0.696,0.51
32.081,0.536,-0.68,0.502
32.130856,0.542,-0.692,0.51
32.180904,0.542,-0.696,0.518
32.230952,0.544,-0.698,0.502
32.281,0.534,-0.698,0.524
32.331856,0.542,-0.688,0.518
32.381904,0.536,-0.694,0.518
32.431952,0.542,-0.69,0.514
32.482,0.514,-0.698,0.51
32.531856,0.544,-0.698,0.508
32.581904,0.53,-0.706,0.53
32.631952,0.544,-0.706,0.52
32.682,0.55,-0.702,0.518
32.731856,0.536,-0.69,0.526
32.781904,0.536,-0.706,0.518
32.831952,0.54,-0.69,0.508
32.882,0.508,-0.698,0.516
32.931856,0.536,-0.69,0.51
32.981904,0.534,-0.702,0.518
33.031952,0.54,-0.712,0.514
33.082,0.54,-0.69,0.51
33.131856,0.528,-0.698,0.526
33.181904,0.534,-0.692,0.518
33.231952,0.53,-0.698,0.526
33.282,0.534,-0.704,0.516
33.331856,0.536,-0.692,0.51
33.381904,0.536,-0.704,0.526
33.431952,0.54,-0.686,0.514
33.482,0.528,-0.702,0.528
33.532856,0.536,-0.698,0.524
33.582904,0.536,-0.698,0.518
33.632952,0.542,-0.69,0.51
33.683,0.536,-0.698,0.526
33.732856,0.53,-0.682,0.496
33.782904,0.55,-0.698,0.528
33.832952,0.542,-0.696,0.504
33.883,0.526,-0.68,0.514
33.932856,0.536,-0.698,0.526
33.982904,0.55,-0.688,0.528
34.032952,0.546,-0.706,0.524
34.083,0.51,-0.69,0.506
34.132856,0.546,-0.692,0.51
34.182904,0.536,-0.702,0.52
34.232952,0.542,-0.702,0.526
34.283,0.504,-0.698,0.496
34.332856,0.546,-0.69,0.508
34.382904,0.54,-0.698,0.516
34.432952,0.54,-0.698,0.502
34.483,0.542,-0.708,0.518
34.533856,0.534,-0.706,0.51
34.583904,0.526,-0.706,0.492
34.633952,0.502,-0.69,0.332
34.684,0.536,-0.708,0.334
34.733856,0.536,-0.72,0.56
34.783904,0.558,-0.688,0.626
34.833952,0.578,-0.648,0.608
34.884,0.582,-0.65,0.59
34.933856,0.598,-0.656,0.588
34.983904,0.656,-0.696,0.652
35.033952,0.71,-0.544,0.688
35.084,0.626,-0.33,0.638
35.133856,0.486,-0.474,0.604
35.183904,0.46,-0.41,0.542
35.233952,0.59,-0.368,0.79
35.284,0.59,-0.34,0.718
35.333856,0.632,-0.394,0.802
35.383904,0.882,-0.496,0.856
35.433952,0.62,-0.41,0.8
35.484,0.486,-0.434,0.62
35.534856,0.664,-0.422,0.604
35.584904,0.674,-0.442,0.646
35.634952,0.622,-0.408,0.696
35.685,0.654,-0.41,0.752
35.734856,0.716,-0.414,0.85
35.784904,0.708,-0.418,0.882
35.834952,0.572,-0.382,0.652
35.885,0.594,-0.41,0.674
35.934856,0.64,-0.442,0.654
35.984904,0.572,-0.48,0.654
36.034952,0.558,-0.48,0.596
36.085,0.608,-0.498,0.712
36.134856,0.582,-0.466,0.656
36.184904,0.606,-0.464,0.692
36.234952,0.606,-0.464,0.688
36.285,0.592,-0.458,0.726
36.334856,0.608,-0.456,0.736
36.384904,0.582,-0.442,0.668
36.434952,0.622,-0.464,0.712
36.485,0.608,-0.448,0.7
36.535856,0.608,-0.456,0.712
36.585904,0.616,-0.45,0.718
36.635952,0.614,-0.464,0.688
36.686,0.62,-0.466,0.672
36.735856,0.61,-0.466,0.68
36.785904,0.618,-0.464,0.71
36.835952,0.622,-0.464,0.678
36.886,0.588,-0.462,0.668
36.935856,0.61,-0.466,0.694
36.985904,0.622,-0.462,0.688
37.035952,0.614,-0.464,0.696
37.086,0.604,-0.464,0.68
37.135856,0.61,-0.454,0.688
37.185904,0.608,-0.472,0.704
37.235952,0.61,-0.464,0.692
37.286,0.624,-0.446,0.704
37.335856,0.626,-0.454,0.7
37.385904,0.622,-0.45,0.688
37.435952,0.62,-0.45,0.7
37.486,0.626,-0.45,0.696
37.536856,0.614,-0.448,0.694
37.586904,0.598,-0.442,0.696
37.636952,0.624,-0.444,0.692
37.687,0.622,-0.456,0.696
37.736856,0.62,-0.452,0.696
37.786904,0.608,-0.434,0.694
37.836952,0.62,-0.452,0.712
37.887,0.628,-0.446,0.696
37.936856,0.626,-0.456,0.706
37.986904,0.604,-0.45,0.704
38.036952,0.608,-0.45,0.696
38.087,0.606,-0.456,0.696
38.136856,0.608,-0.45,0.704
38.186904,0.608,-0.456,0.702
38.236952,0.624,-0.446,0.7
38.287,0.6,-0.46,0.71
38.336856,0.614,-0.452,0.704
38.386904,0.608,-0.462,0.696
38.436952,0.614,-0.456,0.696
38.487,0.608,-0.44,0.672
38.536856,0.614,-0.456,0.696
38.586904,0.614,-0.456,0.71
38.636952,0.6,-0.436,0.7
38.687,0.608,-0.442,0.72
38.737856,0.61,-0.45,0.712
38.787904,0.59,-0.45,0.686
38.837952,0.61,-0.462,0.704
38.888,0.608,-0.446,0.684
38.937856,0.622,-0.464,0.704
38.987904,0.604,-0.456,0.7
39.037952,0.624,-0.456,0.7
39.088,0.584,-0.45,0.664
39.137856,0.612,-0.456,0.708
39.187904,0.62,-0.456,0.7
39.237952,0.616,-0.456,0.69
39.288,0.606,-0.46,0.71
39.337856,0.614,-0.45,0.696
39.387904,0.6,-0.45,0.702
39.437952,0.608,-0.45,0.692
