t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
1.550904,0.896,-0.376,0.27,-87.0,-75.0,-80.0,
1.600952,0.898,-0.37,0.254,-87.0,-75.0,-80.0,
1.651,0.864,-0.378,0.238,-87.0,-75.0,-80.0,
1.700856,0.888,-0.37,0.254,-88.0,-76.0,-81.0,
1.750904,0.896,-0.37,0.27,-88.0,-76.0,-81.0,
1.800952,0.888,-0.378,0.254,-88.0,-76.0,-81.0,
1.851,0.902,-0.384,0.226,-88.0,-76.0,-81.0,
1.900856,0.896,-0.384,0.248,-88.0,-75.0,-81.0,
1.950904,0.896,-0.362,0.248,-88.0,-75.0,-81.0,
2.000952,0.898,-0.368,0.238,-88.0,-75.0,-81.0,
2.051,0.894,-0.378,0.248,-88.0,-75.0,-81.0,
2.101856,0.902,-0.37,0.242,-88.0,-76.0,-81.0,
2.151904,0.902,-0.372,0.254,-88.0,-76.0,-81.0,
2.201952,0.892,-0.362,0.24,-88.0,-76.0,-81.0,
2.252,0.908,-0.378,0.262,-88.0,-76.0,-81.0,
2.301856,0.888,-0.368,0.236,-87.0,-75.0,-81.0,
2.351904,0.888,-0.368,0.236,-87.0,-75.0,-81.0,
2.401952,0.902,-0.378,0.246,-87.0,-75.0,-81.0,
2.452,0.864,-0.384,0.24,-87.0,-75.0,-81.0,
2.501856,0.896,-0.362,0.236,-86.0,-75.0,-81.0,
2.551904,0.894,-0.37,0.246,-86.0,-75.0,-81.0,
2.601952,0.896,-0.378,0.248,-86.0,-75.0,-81.0,
2.652,0.862,-0.372,0.24,-86.0,-75.0,-81.0,
2.701856,0.902,-0.372,0.24,-87.0,-75.0,-81.0,
2.751904,0.908,-0.36,0.254,-87.0,-75.0,-81.0,
2.801952,0.91,-0.376,0.252,-87.0,-75.0,-81.0,
2.852,0.902,-0.368,0.248,-87.0,-75.0,-81.0,
2.901856,0.902,-0.37,0.232,-86.0,-75.0,-81.0,
2.951904,0.896,-0.37,0.252,-86.0,-75.0,-81.0,
3.001952,0.898,-0.366,0.246,-86.0,-75.0,-81.0,
3.052,0.886,-0.366,0.24,-86.0,-75.0,-81.0,
3.102856,0.894,-0.368,0.244,-87.0,-75.0,-81.0,
3.152904,0.91,-0.362,0.252,-87.0,-75.0,-81.0,
3.202952,0.894,-0.372,0.246,-87.0,-75.0,-81.0,
3.253,0.896,-0.37,0.248,-87.0,-75.0,-81.0,
3.302856,0.914,-0.382,0.24,-87.0,-76.0,-81.0,
3.352904,0.896,-0.376,0.326,-87.0,-76.0,-81.0,
3.402952,0.888,-0.366,0.248,-87.0,-76.0,-81.0,
3.453,0.896,-0.386,0.24,-87.0,-76.0,-81.0,
3.502856,0.892,-0.384,0.24,-87.0,-76.0,-81.0,
3.552904,0.902,-0.388,0.254,-87.0,-76.0,-81.0,
3.602952,0.896,-0.372,0.246,-87.0,-76.0,-81.0,
3.653,0.864,-0.372,0.23,-87.0,-76.0,-81.0,
3.702856,0.894,-0.368,0.236,-88.0,-76.0,-81.0,
3.752904,0.898,-0.366,0.252,-88.0,-76.0,-81.0,
3.802952,0.902,-0.36,0.24,-88.0,-76.0,-81.0,
3.853,0.894,-0.366,0.252,-88.0,-76.0,-81.0,
3.902856,0.896,-0.376,0.248,-88.0,-76.0,-81.0,
3.952904,0.882,-0.354,0.252,-88.0,-76.0,-81.0,
4.002952,0.908,-0.37,0.24,-88.0,-76.0,-81.0,
4.053,0.846,-0.37,0.232,-88.0,-76.0,-81.0,
4.103856,0.894,-0.384,0.254,-89.0,-76.0,-81.0,
4.153904,0.864,-0.37,0.238,-89.0,-76.0,-81.0,
4.203952,0.898,-0.372,0.262,-89.0,-76.0,-81.0,
4.254,0.904,-0.358,0.252,-89.0,-76.0,-81.0,
4.303856,0.894,-0.372,0.262,-88.0,-76.0,-81.0,
4.353904,0.902,-0.368,0.252,-88.0,-76.0,-81.0,
4.403952,0.898,-0.37,0.254,-88.0,-76.0,-81.0,
4.454,0.888,-0.356,0.252,-88.0,-76.0,-81.0,
4.503856,0.902,-0.37,0.248,-88.0,-76.0,-81.0,
4.553904,0.896,-0.354,0.242,-88.0,-76.0,-81.0,
4.603952,0.898,-0.37,0.262,-88.0,-76.0,-81.0,
4.654,0.904,-0.37,0.248,-88.0,-76.0,-81.0,
4.703856,0.896,-0.372,0.252,-87.0,-76.0,-81.0,
4.753904,0.87,-0.384,0.254,-87.0,-76.0,-81.0,
4.803952,0.892,-0.372,0.262,-87.0,-76.0,-81.0,
4.854,0.892,-0.37,0.264,-87.0,-76.0,-81.0,
4.903856,0.902,-0.37,0.242,-88.0,-76.0,-81.0,
4.953904,0.894,-0.382,0.252,-88.0,-76.0,-81.0,
5.003952,0.892,-0.366,0.248,-88.0,-76.0,-81.0,
5.054,0.87,-0.372,0.23,-88.0,-76.0,-81.0,
5.104856,0.902,-0.352,0.242,-87.0,-76.0,-81.0,
5.154904,0.902,-0.378,0.254,-87.0,-76.0,-81.0,
5.204952,0.896,-0.356,0.242,-87.0,-76.0,-81.0,
5.255,0.974,-0.372,0.226,-87.0,-76.0,-81.0,
5.304856,0.898,-0.394,0.24,-86.0,-76.0,-81.0,
5.354904,0.88,-0.394,0.26,-86.0,-76.0,-81.0,
5.404952,0.88,-0.386,0.236,-86.0,-76.0,-81.0,
5.455,0.848,-0.378,0.21,-86.0,-76.0,-81.0,
5.504856,0.904,-0.364,0.248,-87.0,-76.0,-84.0,
5.554904,0.896,-0.346,0.236,-87.0,-76.0,-84.0,
5.604952,0.912,-0.338,0.23,-87.0,-76.0,-84.0,
5.655,0.92,-0.336,0.254,-87.0,-76.0,-84.0,
5.704856,0.902,-0.292,0.24,-85.0,-77.0,-84.0,
5.754904,0.902,-0.324,0.254,-85.0,-77.0,-84.0,
5.804952,0.88,-0.322,0.252,-85.0,-77.0,-84.0,
5.855,0.846,-0.37,0.228,-85.0,-77.0,-84.0,
5.904856,0.87,-0.344,0.208,-83.0,-73.0,-93.0,
5.954904,0.872,-0.384,0.214,-83.0,-73.0,-93.0,
6.004952,0.872,-0.424,0.236,-83.0,-73.0,-93.0,
6.055,0.846,-0.4,0.176,-83.0,-73.0,-93.0,
6.105856,0.864,-0.37,0.178,-94.0,-75.0,-81.0,
6.155904,0.876,-0.4,0.168,-94.0,-75.0,-81.0,
6.205952,0.934,-0.394,0.184,-94.0,-75.0,-81.0,
6.256,0.92,-0.41,0.188,-94.0,-75.0,-81.0,
6.305856,0.914,-0.384,0.142,,-75.0,-82.0,
6.355904,0.88,-0.402,0.142,,-75.0,-82.0,
6.405952,0.892,-0.418,0.15,,-75.0,-82.0,
6.456,0.888,-0.434,0.176,,-75.0,-82.0,
6.505856,0.92,-0.43,0.156,-84.0,-78.0,-80.0,
6.555904,0.902,-0.442,0.16,-84.0,-78.0,-80.0,
6.605952,0.888,-0.45,0.144,-84.0,-78.0,-80.0,
6.656,0.846,-0.474,0.124,-84.0,-78.0,-80.0,
6.705856,0.876,-0.472,0.134,-83.0,-79.0,-81.0,
6.755904,0.878,-0.464,0.152,-83.0,-79.0,-81.0,
6.805952,0.882,-0.458,0.162,-83.0,-79.0,-81.0,
6.856,0.892,-0.458,0.184,-83.0,-79.0,-81.0,
6.905856,0.934,-0.398,0.204,-88.0,-78.0,-83.0,
6.955904,0.926,-0.37,0.19,-88.0,-78.0,-83.0,
7.005952,0.896,-0.434,0.176,-88.0,-78.0,-83.0,
7.056,0.878,-0.424,0.148,-88.0,-78.0,-83.0,
7.105856,0.87,-0.426,0.134,-92.0,-78.0,-84.0,
7.155904,0.87,-0.412,0.13,-92.0,-78.0,-84.0,
7.205952,0.87,-0.4,0.132,-92.0,-78.0,-84.0,
7.256,0.88,-0.414,0.14,-92.0,-78.0,-84.0,
7.306856,0.896,-0.42,0.134,-85.0,-75.0,-84.0,
7.356904,0.892,-0.44,0.128,-85.0,-75.0,-84.0,
7.406952,0.888,-0.434,0.126,-85.0,-75.0,-84.0,
7.457,0.872,-0.424,0.136,-85.0,-75.0,-84.0,
7.506856,0.88,-0.4,0.14,-101.0,-76.0,-88.0,
7.556904,0.892,-0.404,0.144,-101.0,-76.0,-88.0,
7.606952,0.894,-0.416,0.13,-101.0,-76.0,-88.0,
7.657,0.864,-0.404,0.158,-101.0,-76.0,-88.0,
7.706856,0.892,-0.4,0.142,-89.0,-76.0,-88.0,
7.756904,0.898,-0.416,0.144,-89.0,-76.0,-88.0,
7.806952,0.896,-0.402,0.136,-89.0,-76.0,-88.0,
7.857,0.868,-0.4,0.126,-89.0,-76.0,-88.0,
7.906856,0.91,-0.404,0.136,-91.0,-75.0,-88.0,
7.956904,0.904,-0.414,0.152,-91.0,-75.0,-88.0,
8.006952,0.896,-0.41,0.152,-91.0,-75.0,-88.0,
8.057,0.87,-0.408,0.146,-91.0,-75.0,-88.0,
8.106856,0.892,-0.416,0.156,-86.0,-75.0,-85.0,
8.156904,0.878,-0.424,0.158,-86.0,-75.0,-85.0,
8.206952,0.902,-0.424,0.152,-86.0,-75.0,-85.0,
8.257,0.864,-0.44,0.142,-86.0,-75.0,-85.0,
8.307856,0.88,-0.432,0.152,-86.0,-75.0,-84.0,
8.357904,0.886,-0.422,0.15,-86.0,-75.0,-84.0,
8.407952,0.878,-0.428,0.136,-86.0,-75.0,-84.0,
8.458,0.854,-0.43,0.112,-86.0,-75.0,-84.0,
8.507856,0.892,-0.432,0.124,-86.0,-75.0,-84.0,
8.557904,0.864,-0.424,0.112,-86.0,-75.0,-84.0,
8.607952,0.896,-0.404,0.116,-86.0,-75.0,-84.0,
8.658,0.882,-0.408,0.12,-86.0,-75.0,-84.0,
8.707856,0.88,-0.392,0.14,-89.0,-75.0,-84.0,
8.757904,0.878,-0.398,0.152,-89.0,-75.0,-84.0,
8.807952,0.892,-0.414,0.146,-89.0,-75.0,-84.0,
8.858,0.898,-0.434,0.146,-89.0,-75.0,-84.0,
8.907856,0.894,-0.442,0.156,-88.0,-75.0,-85.0,
8.957904,0.894,-0.416,0.142,-88.0,-75.0,-85.0,
9.007952,0.898,-0.424,0.144,-88.0,-75.0,-85.0,
9.058,0.866,-0.42,0.134,-88.0,-75.0,-85.0,
9.107856,0.9,-0.418,0.142,-85.0,-75.0,-87.0,
9.157904,0.898,-0.432,0.134,-85.0,-75.0,-87.0,
9.207952,0.882,-0.416,0.126,-85.0,-75.0,-87.0,
9.258,0.864,-0.402,0.134,-85.0,-75.0,-87.0,
9.308856,0.882,-0.404,0.134,-86.0,-76.0,-88.0,
9.358904,0.88,-0.414,0.126,-86.0,-76.0,-88.0,
9.408952,0.904,-0.416,0.136,-86.0,-76.0,-88.0,
9.459,0.858,-0.414,0.126,-86.0,-76.0,-88.0,
9.508856,0.88,-0.412,0.13,-86.0,-75.0,-89.0,
9.558904,0.886,-0.408,0.126,-86.0,-75.0,-89.0,
9.608952,0.908,-0.424,0.136,-86.0,-75.0,-89.0,
9.659,0.88,-0.436,0.144,-86.0,-75.0,-89.0,
9.708856,0.92,-0.432,0.156,-85.0,-74.0,-91.0,
9.758904,0.916,-0.426,0.144,-85.0,-74.0,-91.0,
9.808952,0.904,-0.424,0.126,-85.0,-74.0,-91.0,
9.859,0.88,-0.404,0.126,-85.0,-74.0,-91.0,
9.908856,0.902,-0.416,0.126,-85.0,-76.0,-82.0,
9.958904,0.872,-0.408,0.126,-85.0,-76.0,-82.0,
10.008952,0.896,-0.408,0.142,-85.0,-76.0,-82.0,
10.059,0.902,-0.404,0.142,-85.0,-76.0,-82.0,
10.108856,0.904,-0.42,0.134,-82.0,-75.0,-80.0,
10.158904,0.888,-0.416,0.144,-82.0,-75.0,-80.0,
10.208952,0.914,-0.424,0.142,-82.0,-75.0,-80.0,
10.259,0.886,-0.424,0.134,-82.0,-75.0,-80.0,
10.309856,0.894,-0.416,0.12,,-74.0,-83.0,
10.359904,0.88,-0.416,0.142,,-74.0,-83.0,
10.409952,0.944,-0.174,0.332,,-74.0,-83.0,
10.46,0.956,-0.142,0.384,,-74.0,-83.0,
10.509856,0.942,-0.336,0.24,-85.0,-80.0,-79.0,
10.559904,0.946,-0.324,0.23,-85.0,-80.0,-79.0,
10.609952,0.94,-0.254,0.204,-85.0,-80.0,-79.0,
10.66,0.93,-0.276,0.216,-85.0,-80.0,-79.0,
10.709856,0.91,-0.224,0.244,-87.0,-79.0,-95.0,
10.759904,0.902,-0.228,0.254,-87.0,-79.0,-95.0,
10.809952,0.912,-0.196,0.318,-87.0,-79.0,-95.0,
10.86,0.944,-0.164,0.294,-87.0,-79.0,-95.0,
10.909856,0.972,-0.228,0.248,-85.0,-84.0,-81.0,
10.959904,0.942,-0.306,0.224,-85.0,-84.0,-81.0,
11.009952,0.94,-0.28,0.224,-85.0,-84.0,-81.0,
11.06,0.934,-0.25,0.226,-85.0,-84.0,-81.0,
11.109856,0.914,-0.266,0.206,-92.0,-77.0,-89.0,
11.159904,0.91,-0.292,0.24,-92.0,-77.0,-89.0,
11.209952,0.914,-0.184,0.292,-92.0,-77.0,-89.0,
11.26,0.934,-0.138,0.306,-92.0,-77.0,-89.0,
11.310856,0.96,-0.212,0.268,-84.0,-75.0,-81.0,
11.360904,0.966,-0.314,0.23,-84.0,-75.0,-81.0,
11.410952,0.896,-0.32,0.224,-84.0,-75.0,-81.0,
11.461,0.854,-0.352,0.248,-84.0,-75.0,-81.0,
11.510856,0.898,-0.348,0.288,-84.0,-76.0,-99.0,
11.560904,0.902,-0.392,0.272,-84.0,-76.0,-99.0,
11.610952,0.918,-0.378,0.236,-84.0,-76.0,-99.0,
11.661,0.898,-0.334,0.224,-84.0,-76.0,-99.0,
11.710856,0.896,-0.32,0.226,-85.0,-76.0,-83.0,
11.760904,0.892,-0.356,0.24,-85.0,-76.0,-83.0,
11.810952,0.96,-0.308,0.398,-85.0,-76.0,-83.0,
11.861,0.992,-0.376,0.47,-85.0,-76.0,-83.0,
11.910856,1.072,-0.53,0.736,,-81.0,-82.0,
11.960904,1.054,-0.85,0.806,,-81.0,-82.0,
12.010952,1.036,-1.16,0.754,,-81.0,-82.0,
12.061,1.038,-1.36,0.664,,-81.0,-82.0,
12.110856,0.896,-1.3,0.462,-97.0,-79.0,-86.0,
12.160904,0.77,-1.23,0.328,-97.0,-79.0,-86.0,
12.210952,0.444,-0.968,0.198,-97.0,-79.0,-86.0,
12.261,0.224,-0.642,0.098,-97.0,-79.0,-86.0,
12.310856,-0.048,-0.402,0.168,-90.0,-79.0,-81.0,
12.360904,-0.184,-0.226,0.254,-90.0,-79.0,-81.0,
12.410952,-0.314,-0.026,0.43,-90.0,-79.0,-81.0,
12.461,-0.34,0.078,0.566,-90.0,-79.0,-81.0,
12.712856,-0.56,-0.128,0.624,,-79.0,-100.0,
12.762904,-0.578,-0.288,0.664,,-79.0,-100.0,
12.812952,-0.622,-0.34,0.668,,-79.0,-100.0,
12.863,-0.638,-0.498,0.604,,-79.0,-100.0,
12.912856,-0.688,-0.51,0.528,,-84.0,,
12.962904,-0.702,-0.562,0.542,,-84.0,,
13.012952,-0.682,-0.498,0.53,,-84.0,,
13.063,-0.672,-0.432,0.584,,-84.0,,
13.112856,-0.62,-0.414,0.574,-92.0,-74.0,,
13.162904,-0.666,-0.466,0.55,-92.0,-74.0,,
13.212952,-0.65,-0.452,0.462,-92.0,-74.0,,
13.263,-0.684,-0.536,0.414,-92.0,-74.0,,
13.312856,-0.73,-0.57,0.428,-96.0,-74.0,-90.0,
13.362904,-0.752,-0.66,0.46,-96.0,-74.0,-90.0,
13.412952,-0.712,-0.546,0.562,-96.0,-74.0,-90.0,
13.463,-0.706,-0.626,0.56,-96.0,-74.0,-90.0,
13.512856,-0.706,-0.554,0.542,,-76.0,-88.0,
13.562904,-0.712,-0.498,0.48,,-76.0,-88.0,
13.612952,-0.704,-0.314,0.496,,-76.0,-88.0,
13.663,-0.656,-0.384,0.59,,-76.0,-88.0,
13.713856,-0.6,-0.474,0.656,-96.0,-74.0,-88.0,
13.763904,-0.542,-0.39,0.64,-96.0,-74.0,-88.0,
13.813952,-0.666,-0.506,0.55,-96.0,-74.0,-88.0,
13.864,-0.712,-0.468,0.576,-96.0,-74.0,-88.0,
13.913856,-0.73,-0.488,0.56,-93.0,-75.0,-88.0,
13.963904,-0.72,-0.446,0.558,-93.0,-75.0,-88.0,
14.013952,-0.698,-0.442,0.572,-93.0,-75.0,-88.0,
14.064,-0.686,-0.45,0.562,-93.0,-75.0,-88.0,
14.113856,-0.666,-0.45,0.598,,-75.0,-88.0,
14.163904,-0.658,-0.496,0.608,,-75.0,-88.0,
14.213952,-0.672,-0.408,0.55,,-75.0,-88.0,
14.264,-0.742,-0.434,0.494,,-75.0,-88.0,
14.313856,-0.842,-0.418,0.414,,-78.0,-96.0,
14.363904,-0.792,-0.464,0.472,,-78.0,-96.0,
14.413952,-0.682,-0.504,0.59,,-78.0,-96.0,
14.464,-0.756,-0.588,0.438,,-78.0,-96.0,
14.513856,-0.724,-0.506,0.536,,-74.0,-89.0,
14.563904,-0.696,-0.328,0.624,,-74.0,-89.0,
14.613952,-0.696,-0.59,0.578,,-74.0,-89.0,
14.664,-0.698,-0.234,0.578,,-74.0,-89.0,
14.714856,-0.61,-0.228,0.744,,-76.0,,
14.764904,-0.606,-0.152,0.776,,-76.0,,
14.814952,-0.546,-0.272,0.816,,-76.0,,
14.865,-0.498,-0.184,0.774,,-76.0,,
14.914856,-0.504,-0.346,0.742,,-75.0,,
14.964904,-0.608,-0.44,0.728,,-75.0,,
15.014952,-0.656,-0.416,0.59,,-75.0,,
15.065,-0.57,-0.33,0.56,,-75.0,,
15.114856,-0.584,-0.466,0.646,-97.0,-74.0,-88.0,
15.164904,-0.44,-0.434,0.51,-97.0,-74.0,-88.0,
15.214952,-0.372,-0.392,0.254,-97.0,-74.0,-88.0,
15.265,-0.36,-0.392,0.126,-97.0,-74.0,-88.0,
15.314856,-0.272,-0.648,0.13,-98.0,-86.0,-91.0,
15.364904,-0.168,-1.054,0.398,-98.0,-86.0,-91.0,
15.414952,-0.122,-1.282,0.432,-98.0,-86.0,-91.0,
15.465,0.158,-0.892,0.816,-98.0,-86.0,-91.0,
15.514856,0.722,0.038,1.188,-90.0,-85.0,-91.0,
15.564904,0.978,-0.168,1.318,-90.0,-85.0,-91.0,
15.614952,0.856,-0.328,1.15,-90.0,-85.0,-91.0,
15.665,0.752,-0.4,1.132,-90.0,-85.0,-91.0,
15.715856,0.668,-0.458,0.782,-89.0,-80.0,-84.0,
15.765904,0.624,-0.482,0.568,-89.0,-80.0,-84.0,
15.815952,0.496,-0.67,0.438,-89.0,-80.0,-84.0,
15.866,0.462,-0.734,0.332,-89.0,-80.0,-84.0,
15.915856,0.326,-0.772,0.21,-91.0,-81.0,-92.0,
15.965904,0.376,-0.546,0.146,-91.0,-81.0,-92.0,
16.015952,0.434,-0.626,0.45,-91.0,-81.0,-92.0,
16.066,0.336,-0.864,0.576,-91.0,-81.0,-92.0,
16.115856,0.796,-0.612,0.808,-91.0,-83.0,-98.0,
16.165904,0.764,-0.586,0.662,-91.0,-83.0,-98.0,
16.215952,0.466,-0.69,0.524,-91.0,-83.0,-98.0,
16.266,0.4,-0.852,0.552,-91.0,-83.0,-98.0,
16.315856,0.542,-0.718,0.608,-90.0,-83.0,-91.0,
16.365904,0.558,-0.648,0.464,-90.0,-83.0,-91.0,
16.415952,0.526,-0.69,0.51,-90.0,-83.0,-91.0,
16.466,0.51,-0.724,0.548,-90.0,-83.0,-91.0,
16.515856,0.534,-0.692,0.55,-89.0,-83.0,,
16.565904,0.526,-0.69,0.542,-89.0,-83.0,,
16.615952,0.528,-0.68,0.524,-89.0,-83.0,,
16.666,0.528,-0.698,0.546,-89.0,-83.0,,
16.716856,0.52,-0.69,0.556,-88.0,-81.0,,
16.766904,0.504,-0.702,0.546,-88.0,-81.0,,
16.816952,0.53,-0.706,0.534,-88.0,-81.0,,
16.867,0.518,-0.694,0.54,-88.0,-81.0,,
16.916856,0.526,-0.698,0.574,-87.0,-81.0,-97.0,
16.966904,0.508,-0.69,0.592,-87.0,-81.0,-97.0,
17.016952,0.53,-0.704,0.542,-87.0,-81.0,-97.0,
17.067,0.496,-0.672,0.492,-87.0,-81.0,-97.0,
17.116856,0.526,-0.692,0.544,-87.0,-80.0,,
17.166904,0.53,-0.7,0.544,-87.0,-80.0,,
17.216952,0.534,-0.69,0.536,-87.0,-80.0,,
17.267,0.53,-0.702,0.528,-87.0,-80.0,,
17.316856,0.54,-0.69,0.524,,-81.0,,
17.366904,0.54,-0.7,0.53,,-81.0,,
17.416952,0.542,-0.698,0.534,,-81.0,,
17.467,0.536,-0.688,0.536,,-81.0,,
17.516856,0.542,-0.69,0.526,,-83.0,,
17.566904,0.544,-0.68,0.528,,-83.0,,
17.616952,0.542,-0.682,0.518,,-83.0,,
17.667,0.518,-0.682,0.524,,-83.0,,
17.716856,0.544,-0.688,0.542,-87.0,-83.0,,
17.766904,0.544,-0.686,0.562,-87.0,-83.0,,
17.816952,0.536,-0.696,0.534,-87.0,-83.0,,
17.867,0.536,-0.69,0.532,-87.0,-83.0,,
17.917856,0.542,-0.688,0.546,-87.0,-84.0,,
17.967904,0.536,-0.686,0.546,-87.0,-84.0,,
18.017952,0.542,-0.686,0.526,-87.0,-84.0,,
18.068,0.544,-0.676,0.542,-87.0,-84.0,,
18.117856,0.542,-0.68,0.558,-88.0,-84.0,,
18.167904,0.542,-0.664,0.542,-88.0,-84.0,,
18.217952,0.55,-0.68,0.528,-88.0,-84.0,,
18.268,0.528,-0.666,0.514,-88.0,-84.0,,
18.317856,0.556,-0.686,0.532,-88.0,-84.0,-95.0,
18.367904,0.55,-0.672,0.528,-88.0,-84.0,-95.0,
18.417952,0.552,-0.68,0.536,-88.0,-84.0,-95.0,
18.468,0.53,-0.68,0.498,-88.0,-84.0,-95.0,
18.517856,0.556,-0.68,0.504,,-84.0,,
18.567904,0.518,-0.672,0.494,,-84.0,,
18.617952,0.55,-0.69,0.524,,-84.0,,
18.668,0.55,-0.672,0.518,,-84.0,,
18.717856,0.55,-0.688,0.524,-87.0,-84.0,,
18.767904,0.55,-0.674,0.528,-87.0,-84.0,,
18.817952,0.546,-0.688,0.518,-87.0,-84.0,,
18.868,0.546,-0.688,0.494,-87.0,-84.0,,
18.918856,0.542,-0.686,0.526,-87.0,-84.0,,
18.968904,0.542,-0.69,0.54,-87.0,-84.0,,
19.018952,0.562,-0.686,0.51,-87.0,-84.0,,
19.069,0.528,-0.68,0.508,-87.0,-84.0,,
19.118856,0.552,-0.688,0.55,-89.0,-84.0,,
19.168904,0.552,-0.678,0.522,-89.0,-84.0,,
19.218952,0.558,-0.688,0.518,-89.0,-84.0,,
19.269,0.536,-0.678,0.542,-89.0,-84.0,,
19.318856,0.556,-0.672,0.536,-89.0,-84.0,,
19.368904,0.56,-0.68,0.522,-89.0,-84.0,,
19.418952,0.558,-0.68,0.522,-89.0,-84.0,,
19.469,0.53,-0.688,0.518,-89.0,-84.0,,
19.518856,0.56,-0.68,0.526,-89.0,-84.0,,
19.568904,0.536,-0.68,0.524,-89.0,-84.0,,
19.618952,0.55,-0.686,0.534,-89.0,-84.0,,
19.669,0.544,-0.69,0.53,-89.0,-84.0,,
19.718856,0.556,-0.67,0.52,-89.0,-84.0,-90.0,
19.768904,0.556,-0.686,0.54,-89.0,-84.0,-90.0,
19.818952,0.542,-0.672,0.524,-89.0,-84.0,-90.0,
19.869,0.528,-0.68,0.496,-89.0,-84.0,-90.0,
19.919856,0.548,-0.672,0.52,-89.0,-83.0,-90.0,
19.969904,0.53,-0.672,0.542,-89.0,-83.0,-90.0,
20.019952,0.556,-0.692,0.526,-89.0,-83.0,-90.0,
20.07,0.562,-0.686,0.52,-89.0,-83.0,-90.0,
20.119856,0.546,-0.674,0.526,-89.0,-84.0,,
20.169904,0.548,-0.68,0.52,-89.0,-84.0,,
20.219952,0.556,-0.692,0.52,-89.0,-84.0,,
20.27,0.56,-0.672,0.516,-89.0,-84.0,,
20.319856,0.55,-0.692,0.518,-90.0,-84.0,,
20.369904,0.528,-0.666,0.508,-90.0,-84.0,,
20.419952,0.55,-0.682,0.528,-90.0,-84.0,,
20.47,0.524,-0.674,0.488,-90.0,-84.0,,
20.519856,0.54,-0.68,0.544,-89.0,-83.0,,
20.569904,0.542,-0.68,0.536,-89.0,-83.0,,
20.619952,0.556,-0.68,0.526,-89.0,-83.0,,
20.67,0.536,-0.686,0.534,-89.0,-83.0,,
20.719856,0.558,-0.69,0.524,-90.0,-82.0,,
20.769904,0.546,-0.682,0.528,-90.0,-82.0,,
20.819952,0.558,-0.69,0.524,-90.0,-82.0,,
20.87,0.52,-0.68,0.502,-90.0,-82.0,,
20.920856,0.546,-0.688,0.526,-90.0,-83.0,-91.0,
20.970904,0.542,-0.686,0.53,-90.0,-83.0,-91.0,
21.020952,0.552,-0.688,0.536,-90.0,-83.0,-91.0,
21.071,0.536,-0.686,0.536,-90.0,-83.0,-91.0,
21.120856,0.544,-0.698,0.528,-89.0,-82.0,-91.0,
21.170904,0.55,-0.69,0.51,-89.0,-82.0,-91.0,
21.220952,0.542,-0.69,0.52,-89.0,-82.0,-91.0,
21.271,0.542,-0.68,0.55,-89.0,-82.0,-91.0,
21.320856,0.536,-0.696,0.53,-89.0,-83.0,,
21.370904,0.55,-0.686,0.526,-89.0,-83.0,,
21.420952,0.54,-0.688,0.542,-89.0,-83.0,,
21.471,0.62,-0.678,0.504,-89.0,-83.0,,
21.520856,0.542,-0.69,0.536,-88.0,-83.0,-90.0,
21.570904,0.504,-0.68,0.496,-88.0,-83.0,-90.0,
21.620952,0.534,-0.688,0.558,-88.0,-83.0,-90.0,
