t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
6.329,0.86,-0.022,0.302,-77.0,,-66.0,
6.378856,0.798,-0.25,0.342,-72.0,-85.0,-68.0,
6.428904,0.742,-0.22,0.384,-72.0,-85.0,-68.0,
6.478952,0.742,-0.248,0.352,-72.0,-85.0,-68.0,
6.529,0.742,-0.164,0.262,-72.0,-85.0,-68.0,
6.579856,0.798,-0.088,0.176,-73.0,-95.0,-70.0,
6.629904,0.984,0.302,0.216,-73.0,-95.0,-70.0,
6.679952,1.152,0.432,0.222,-73.0,-95.0,-70.0,
6.73,1.168,0.584,0.06,-73.0,-95.0,-70.0,
6.779856,1.042,0.326,-0.104,-75.0,-90.0,-74.0,
6.829904,0.872,0.332,-0.24,-75.0,-90.0,-74.0,
6.879952,0.594,0.336,-0.312,-75.0,-90.0,-74.0,
6.93,0.35,0.326,-0.212,-75.0,-90.0,-74.0,
6.979856,0.088,0.51,-0.12,-93.0,-95.0,-82.0,
7.029904,0.002,0.728,-0.064,-93.0,-95.0,-82.0,
7.079952,-0.058,1.202,-0.02,-93.0,-95.0,-82.0,
7.13,-0.052,1.094,-0.074,-93.0,-95.0,-82.0,
7.179856,-0.234,1.328,-0.154,-75.0,-81.0,-92.0,
7.229904,-0.236,1.542,-0.096,-75.0,-81.0,-92.0,
7.279952,-0.36,1.514,-0.136,-75.0,-81.0,-92.0,
7.33,-0.438,1.424,-0.062,-75.0,-81.0,-92.0,
7.379856,-0.424,0.998,0.08,-75.0,-85.0,-87.0,
7.429904,-0.5,1.054,-0.008,-75.0,-85.0,-87.0,
7.479952,-0.426,1.022,0.06,-75.0,-85.0,-87.0,
7.53,-0.276,0.77,0.092,-75.0,-85.0,-87.0,
7.580856,-0.29,0.792,-0.008,-82.0,-84.0,-81.0,
7.630904,-0.264,0.8,-0.026,-82.0,-84.0,-81.0,
7.680952,-0.322,0.806,-0.072,-82.0,-84.0,-81.0,
7.731,-0.402,0.846,-0.096,-82.0,-84.0,-81.0,
7.780856,-0.41,0.814,-0.106,-89.0,-74.0,-84.0,
7.830904,-0.44,0.848,-0.11,-89.0,-74.0,-84.0,
7.880952,-0.42,1.072,-0.184,-89.0,-74.0,-84.0,
7.931,-0.312,1.44,-0.224,-89.0,-74.0,-84.0,
7.980856,-0.186,1.564,-0.272,,-78.0,-86.0,
8.030904,-0.164,1.632,-0.218,,-78.0,-86.0,
8.080952,-0.224,1.43,-0.212,,-78.0,-86.0,
8.131,-0.162,0.822,0.008,,-78.0,-86.0,
8.180856,0.078,0.542,-0.05,,-75.0,-88.0,
8.230904,0.456,0.248,-0.09,,-75.0,-88.0,
8.280952,0.566,0.242,-0.312,,-75.0,-88.0,
8.331,0.688,0.296,-0.436,,-75.0,-88.0,
8.380856,0.704,0.56,-0.592,-88.0,-71.0,-84.0,
8.430904,0.646,0.67,-0.512,-88.0,-71.0,-84.0,
8.480952,0.742,0.594,-0.208,-88.0,-71.0,-84.0,
8.531,0.856,0.44,0.112,-88.0,-71.0,-84.0,
8.580856,0.814,0.63,0.078,-83.0,-71.0,-91.0,
8.630904,0.888,0.396,-0.018,-83.0,-71.0,-91.0,
8.680952,0.952,0.208,-0.092,-83.0,-71.0,-91.0,
8.731,1.102,0.152,-0.05,-83.0,-71.0,-91.0,
8.781856,1.08,0.294,-0.11,-103.0,-64.0,-95.0,
8.831904,1.112,0.4,-0.154,-103.0,-64.0,-95.0,
8.881952,0.88,0.402,0.224,-103.0,-64.0,-95.0,
8.932,0.796,-0.282,0.238,-103.0,-64.0,-95.0,
8.981856,0.984,0.184,-0.168,-91.0,-69.0,-86.0,
9.031904,0.93,0.422,0.168,-91.0,-69.0,-86.0,
9.081952,0.896,0.454,-0.14,-91.0,-69.0,-86.0,
9.132,0.734,0.54,-0.082,-91.0,-69.0,-86.0,
9.181856,0.654,0.574,0.044,-97.0,-73.0,-88.0,
9.231904,0.572,0.446,0.152,-97.0,-73.0,-88.0,
9.281952,0.446,0.384,0.128,-97.0,-73.0,-88.0,
9.332,0.608,0.376,0.182,-97.0,-73.0,-88.0,
9.381856,1.02,0.288,0.134,,-72.0,-84.0,
9.431904,1.15,0.208,0.158,,-72.0,-84.0,
9.481952,1.24,0.326,0.19,,-72.0,-84.0,
9.532,1.136,0.066,0.132,,-72.0,-84.0,
9.581856,0.944,-0.048,0.118,-98.0,-73.0,-85.0,
9.631904,0.902,-0.228,0.176,-98.0,-73.0,-85.0,
9.681952,0.994,-0.162,-0.104,-98.0,-73.0,-85.0,
9.732,1.136,-0.098,0.088,-98.0,-73.0,-85.0,
9.782856,1.094,0.252,-0.002,,-78.0,-86.0,
9.832904,0.96,0.076,0.086,,-78.0,-86.0,
9.882952,1.078,0.024,-0.026,,-78.0,-86.0,
9.933,1.038,0.186,0.14,,-78.0,-86.0,
9.982856,0.918,0.06,0.062,-96.0,-70.0,,
10.032904,0.812,0.352,0.206,-96.0,-70.0,,
10.082952,0.872,0.124,0.22,-96.0,-70.0,,
10.133,0.912,0.19,0.112,-96.0,-70.0,,
10.182856,0.994,0.048,0.168,-92.0,-69.0,-89.0,
10.232904,0.988,-0.084,0.16,-92.0,-69.0,-89.0,
10.282952,1.008,0.11,0.19,-92.0,-69.0,-89.0,
10.333,1.046,0.104,0.152,-92.0,-69.0,-89.0,
10.382856,1.254,-0.048,0.078,-89.0,-79.0,-79.0,
10.432904,1.2,0.116,0.214,-89.0,-79.0,-79.0,
10.482952,1.046,0.124,0.326,-89.0,-79.0,-79.0,
10.533,0.888,0.166,0.216,-89.0,-79.0,-79.0,
10.582856,0.828,0.344,0.23,-89.0,-84.0,-75.0,
10.632904,0.908,0.224,0.332,-89.0,-84.0,-75.0,
10.682952,0.912,0.224,0.324,-89.0,-84.0,-75.0,
10.733,0.846,0.24,0.35,-89.0,-84.0,-75.0,
10.783856,0.754,0.318,0.448,-81.0,-83.0,-78.0,
10.833904,0.71,0.366,0.4,-81.0,-83.0,-78.0,
10.883952,0.694,0.28,0.43,-81.0,-83.0,-78.0,
10.934,0.672,0.352,0.432,-81.0,-83.0,-78.0,
10.983856,0.712,0.428,0.472,-82.0,-87.0,-75.0,
11.033904,0.846,0.272,0.566,-82.0,-87.0,-75.0,
11.083952,0.924,0.306,0.496,-82.0,-87.0,-75.0,
11.134,0.896,0.236,0.566,-82.0,-87.0,-75.0,
11.183856,0.996,0.304,0.48,-81.0,-80.0,-73.0,
11.233904,0.976,0.328,0.3,-81.0,-80.0,-73.0,
11.283952,0.944,0.194,0.272,-81.0,-80.0,-73.0,
11.334,1.062,0.14,0.168,-81.0,-80.0,-73.0,
11.383856,1.05,0.22,0.166,-80.0,-84.0,-72.0,
11.433904,0.948,0.058,0.198,-80.0,-84.0,-72.0,
11.483952,0.952,0.054,0.21,-80.0,-84.0,-72.0,
11.534,0.926,0.166,0.248,-80.0,-84.0,-72.0,
11.583856,0.918,0.24,0.312,-86.0,,-73.0,
11.633904,0.818,0.24,0.28,-86.0,,-73.0,
11.683952,0.784,0.2,0.276,-86.0,,-73.0,
11.734,0.866,0.286,0.27,-86.0,,-73.0,
11.784856,0.924,0.206,0.262,-96.0,-86.0,-71.0,
11.834904,1.062,0.23,0.3,-96.0,-86.0,-71.0,
11.884952,1.078,0.224,0.368,-96.0,-86.0,-71.0,
11.935,1.014,0.192,0.304,-96.0,-86.0,-71.0,
11.984856,0.962,0.294,0.37,,-83.0,-75.0,
12.034904,0.864,0.21,0.428,,-83.0,-75.0,
12.084952,0.8,0.352,0.452,,-83.0,-75.0,
12.135,0.728,0.416,0.462,,-83.0,-75.0,
12.184856,0.638,0.422,0.406,-100.0,-83.0,-74.0,
12.234904,0.606,0.492,0.384,-100.0,-83.0,-74.0,
12.284952,0.674,0.422,0.462,-100.0,-83.0,-74.0,
12.335,0.726,0.456,0.524,-100.0,-83.0,-74.0,
12.384856,0.718,0.454,0.446,-91.0,-82.0,-72.0,
12.434904,0.742,0.438,0.44,-91.0,-82.0,-72.0,
12.484952,0.686,0.424,0.44,-91.0,-82.0,-72.0,
12.535,0.752,0.312,0.492,-91.0,-82.0,-72.0,
12.584856,0.738,0.176,0.424,-84.0,-84.0,-78.0,
12.634904,0.75,0.05,0.422,-84.0,-84.0,-78.0,
12.684952,0.684,-0.178,0.37,-84.0,-84.0,-78.0,
12.735,0.71,-0.482,0.08,-84.0,-84.0,-78.0,
12.785856,0.942,-0.48,-0.264,-97.0,-75.0,-71.0,
12.835904,1.168,-0.192,-0.67,-97.0,-75.0,-71.0,
12.885952,1.474,0.68,-0.864,-97.0,-75.0,-71.0,
12.936,1.57,1.062,-0.344,-97.0,-75.0,-71.0,
12.985856,1.248,0.64,0.072,-100.0,-81.0,-71.0,
13.035904,1.094,0.348,0.098,-100.0,-81.0,-71.0,
13.085952,0.978,0.368,0.198,-100.0,-81.0,-71.0,
13.136,0.846,-0.208,0.286,-100.0,-81.0,-71.0,
13.185856,1.008,-0.024,0.184,-100.0,-84.0,-71.0,
13.235904,0.966,-0.03,0.22,-100.0,-84.0,-71.0,
13.285952,0.78,-0.368,0.418,-100.0,-84.0,-71.0,
13.336,1.016,-0.17,0.224,-100.0,-84.0,-71.0,
13.385856,0.998,-0.03,0.07,,-82.0,-73.0,
13.435904,1.038,-0.04,0.092,,-82.0,-73.0,
13.485952,0.988,0.16,-0.058,,-82.0,-73.0,
13.536,0.704,0.424,0.27,,-82.0,-73.0,
13.585856,0.654,0.462,0.318,,-82.0,-79.0,
13.635904,0.412,0.274,0.488,,-82.0,-79.0,
13.685952,0.408,0.08,0.582,,-82.0,-79.0,
13.736,0.612,0.096,0.464,,-82.0,-79.0,
13.785856,0.56,-0.048,0.466,,-83.0,-84.0,
13.835904,0.706,0.006,0.53,,-83.0,-84.0,
13.885952,0.934,0.028,0.51,,-83.0,-84.0,
13.936,0.944,-0.014,0.592,,-83.0,-84.0,
13.986856,0.926,0.078,0.646,-103.0,-79.0,-89.0,
14.036904,0.934,0.018,0.588,-103.0,-79.0,-89.0,
14.086952,0.752,0.07,0.568,-103.0,-79.0,-89.0,
14.137,0.694,0.126,0.498,-103.0,-79.0,-89.0,
14.186856,0.496,-0.042,0.434,-97.0,-78.0,-90.0,
14.236904,0.398,-0.062,0.368,-97.0,-78.0,-90.0,
14.286952,0.326,-0.292,0.254,-97.0,-78.0,-90.0,
14.337,0.142,-0.112,0.014,-97.0,-78.0,-90.0,
14.386856,-0.106,-0.064,-0.276,,-76.0,-95.0,
14.436904,-0.682,0.524,-0.692,,-76.0,-95.0,
14.486952,-1.106,1.644,-1.028,,-76.0,-95.0,
14.537,-0.912,1.368,-1.122,,-76.0,-95.0,
14.586856,-0.752,1.894,-0.764,,-84.0,-89.0,
14.636904,-1.066,1.24,-0.578,,-84.0,-89.0,
14.686952,-1.048,1.2,-0.228,,-84.0,-89.0,
14.737,-1.0,0.762,-0.088,,-84.0,-89.0,
14.786856,-0.994,0.654,-0.05,,-78.0,-90.0,
14.836904,-0.954,0.48,-0.126,,-78.0,-90.0,
14.886952,-0.922,0.588,-0.034,,-78.0,-90.0,
14.937,-1.018,0.592,-0.122,,-78.0,-90.0,
14.987856,-1.034,0.816,-0.402,-87.0,-84.0,-88.0,
15.037904,-1.022,0.726,-0.41,-87.0,-84.0,-88.0,
15.087952,-1.04,0.892,-0.456,-87.0,-84.0,-88.0,
15.138,-0.986,1.006,-0.384,-87.0,-84.0,-88.0,
15.187856,-0.948,0.91,-0.312,-104.0,-86.0,-81.0,
15.237904,-0.714,0.808,-0.16,-104.0,-86.0,-81.0,
15.287952,-0.482,0.608,0.012,-104.0,-86.0,-81.0,
15.338,-0.388,0.504,0.126,-104.0,-86.0,-81.0,
15.387856,-0.166,0.368,0.162,-91.0,-90.0,-83.0,
15.437904,-0.22,0.198,0.6,-91.0,-90.0,-83.0,
15.487952,-0.098,0.13,0.732,-91.0,-90.0,-83.0,
15.538,-0.184,0.31,0.928,-91.0,-90.0,-83.0,
15.587856,-0.206,0.264,0.952,-94.0,-87.0,-84.0,
15.637904,-0.168,0.39,1.048,-94.0,-87.0,-84.0,
15.687952,-0.168,0.284,0.912,-94.0,-87.0,-84.0,
15.738,-0.008,0.376,1.03,-94.0,-87.0,-84.0,
15.787856,0.018,0.254,1.2,-98.0,-99.0,-86.0,
15.837904,-0.048,0.254,1.036,-98.0,-99.0,-86.0,
15.887952,0.03,0.406,0.96,-98.0,-99.0,-86.0,
15.938,0.07,0.358,0.972,-98.0,-99.0,-86.0,
15.988856,-0.06,0.518,1.022,-92.0,-90.0,-81.0,
16.038904,0.112,0.584,1.038,-92.0,-90.0,-81.0,
16.088952,0.172,0.562,0.968,-92.0,-90.0,-81.0,
16.139,0.152,0.62,1.014,-92.0,-90.0,-81.0,
16.188856,0.248,0.354,0.71,,,-86.0,
16.238904,0.304,0.48,0.75,,,-86.0,
16.288952,0.206,0.544,0.828,,,-86.0,
16.339,0.27,0.416,0.846,,,-86.0,
16.388856,0.306,0.396,0.852,-95.0,-87.0,-85.0,
16.438904,0.39,0.338,0.848,-95.0,-87.0,-85.0,
16.488952,0.318,0.376,0.824,-95.0,-87.0,-85.0,
16.539,0.302,0.402,0.844,-95.0,-87.0,-85.0,
16.588856,0.302,0.568,0.824,,-86.0,-94.0,
16.638904,0.35,0.52,0.786,,-86.0,-94.0,
16.688952,0.4,0.668,0.856,,-86.0,-94.0,
16.739,0.408,0.312,0.926,,-86.0,-94.0,
16.788856,0.37,0.254,0.998,,-102.0,-92.0,
16.838904,0.376,0.28,1.094,,-102.0,-92.0,
16.888952,0.366,0.226,0.942,,-102.0,-92.0,
16.939,0.304,0.686,0.984,,-102.0,-92.0,
16.989856,0.174,0.678,1.032,-98.0,-86.0,,
17.039904,0.13,0.604,0.984,-98.0,-86.0,,
17.089952,0.136,0.496,0.796,-98.0,-86.0,,
17.14,0.096,0.358,0.816,-98.0,-86.0,,
17.189856,0.136,0.418,0.88,-92.0,-80.0,-93.0,
17.239904,0.022,0.566,0.798,-92.0,-80.0,-93.0,
17.289952,0.062,0.518,0.83,-92.0,-80.0,-93.0,
17.34,-0.002,0.492,0.926,-92.0,-80.0,-93.0,
17.389856,0.064,0.542,0.968,-94.0,-84.0,-84.0,
17.439904,0.046,0.36,0.856,-94.0,-84.0,-84.0,
17.489952,-0.008,0.598,0.918,-94.0,-84.0,-84.0,
17.54,0.064,0.498,0.872,-94.0,-84.0,-84.0,
17.589856,0.066,0.72,0.814,-93.0,-84.0,-84.0,
17.639904,0.072,0.694,0.792,-93.0,-84.0,-84.0,
17.689952,0.062,0.664,0.96,-93.0,-84.0,-84.0,
17.74,0.034,0.448,0.776,-93.0,-84.0,-84.0,
17.789856,0.032,0.488,0.846,-92.0,-84.0,-86.0,
17.839904,0.06,0.616,0.748,-92.0,-84.0,-86.0,
17.889952,0.126,0.664,0.774,-92.0,-84.0,-86.0,
17.94,0.078,0.562,0.782,-92.0,-84.0,-86.0,
17.990856,0.088,0.608,0.732,-98.0,-83.0,-86.0,
18.040904,0.008,0.648,0.816,-98.0,-83.0,-86.0,
18.090952,-0.018,0.594,0.896,-98.0,-83.0,-86.0,
18.141,0.05,0.694,0.83,-98.0,-83.0,-86.0,
18.190856,0.11,0.61,0.828,-99.0,-81.0,-85.0,
18.240904,0.012,0.544,0.782,-99.0,-81.0,-85.0,
18.290952,0.062,0.738,0.798,-99.0,-81.0,-85.0,
18.341,-0.05,0.568,0.892,-99.0,-81.0,-85.0,
18.390856,-0.082,0.556,0.838,-99.0,-83.0,-84.0,
18.440904,-0.162,0.686,0.896,-99.0,-83.0,-84.0,
18.490952,-0.168,0.68,0.866,-99.0,-83.0,-84.0,
18.541,-0.122,0.546,0.738,-99.0,-83.0,-84.0,
18.590856,0.084,0.492,0.744,-97.0,-83.0,-85.0,
18.640904,0.078,0.536,0.774,-97.0,-83.0,-85.0,
18.690952,-0.104,0.642,0.888,-97.0,-83.0,-85.0,
18.741,-0.292,0.704,0.856,-97.0,-83.0,-85.0,
18.790856,-0.066,0.838,0.9,-90.0,-84.0,-88.0,
18.840904,-0.064,0.636,0.742,-90.0,-84.0,-88.0,
18.890952,-0.062,0.654,0.75,-90.0,-84.0,-88.0,
18.941,-0.018,0.508,0.758,-90.0,-84.0,-88.0,
18.990856,-0.052,0.662,0.85,-94.0,-80.0,,
19.040904,-0.12,0.828,0.902,-94.0,-80.0,,
19.090952,-0.122,0.694,0.79,-94.0,-80.0,,
19.141,-0.134,0.556,0.802,-94.0,-80.0,,
19.191856,-0.416,0.516,0.944,-98.0,-87.0,-90.0,
19.241904,-0.52,0.608,0.83,-98.0,-87.0,-90.0,
19.291952,-0.496,0.7,0.656,-98.0,-87.0,-90.0,
19.342,-0.45,0.722,0.582,-98.0,-87.0,-90.0,
19.391856,-0.388,0.822,0.534,,-79.0,-103.0,
19.441904,-0.242,0.828,0.284,,-79.0,-103.0,
19.491952,-0.208,0.846,0.166,,-79.0,-103.0,
19.542,-0.146,0.864,0.11,,-79.0,-103.0,
19.591856,-0.126,0.892,0.018,-102.0,-85.0,-92.0,
19.641904,0.004,1.046,-0.05,-102.0,-85.0,-92.0,
19.691952,0.014,1.24,-0.104,-102.0,-85.0,-92.0,
19.742,0.24,1.31,-0.126,-102.0,-85.0,-92.0,
19.791856,0.318,1.552,-0.218,-93.0,-88.0,-96.0,
19.841904,0.504,1.73,-0.282,-93.0,-88.0,-96.0,
19.891952,0.482,1.64,-0.34,-93.0,-88.0,-96.0,
19.942,0.502,1.262,-0.336,-93.0,-88.0,-96.0,
19.991856,0.49,0.972,-0.306,-92.0,-81.0,-90.0,
20.041904,0.432,0.494,-0.206,-92.0,-81.0,-90.0,
20.091952,0.432,0.336,-0.064,-92.0,-81.0,-90.0,
20.142,0.47,0.23,0.096,-92.0,-81.0,-90.0,
20.192856,0.514,0.264,0.444,,-79.0,,
20.242904,0.718,-0.4,0.6,,-79.0,,
20.292952,0.828,-0.048,0.664,,-79.0,,
20.343,0.816,0.176,0.546,,-79.0,,
20.392856,0.994,0.106,0.396,-104.0,-82.0,-86.0,
20.442904,0.832,0.088,0.552,-104.0,-82.0,-86.0,
20.492952,1.006,0.27,0.236,-104.0,-82.0,-86.0,
20.543,0.96,0.402,0.158,-104.0,-82.0,-86.0,
20.592856,0.896,0.434,-0.026,,-75.0,-89.0,
20.642904,0.704,0.604,0.268,,-75.0,-89.0,
20.692952,0.53,0.562,0.272,,-75.0,-89.0,
20.743,0.432,0.334,0.39,,-75.0,-89.0,
20.792856,0.396,0.44,0.408,-99.0,-86.0,-92.0,
20.842904,0.504,0.04,0.28,-99.0,-86.0,-92.0,
20.892952,0.918,0.12,0.316,-99.0,-86.0,-92.0,
20.943,0.888,0.102,0.224,-99.0,-86.0,-92.0,
20.992856,1.042,0.364,0.3,-95.0,-89.0,-80.0,
21.042904,1.12,0.496,0.346,-95.0,-89.0,-80.0,
21.092952,0.822,0.226,0.244,-95.0,-89.0,-80.0,
21.143,0.646,0.258,0.248,-95.0,-89.0,-80.0,
21.193856,0.498,0.128,0.208,-99.0,-82.0,-77.0,
21.243904,0.47,0.152,0.128,-99.0,-82.0,-77.0,
21.293952,0.332,-0.152,0.128,-99.0,-82.0,-77.0,
21.344,0.192,-0.024,0.006,-99.0,-82.0,-77.0,
21.393856,-0.09,0.07,-0.27,-101.0,-89.0,-80.0,
21.443904,-0.378,0.518,-0.524,-101.0,-89.0,-80.0,
21.493952,-1.088,2.03,-0.618,-101.0,-89.0,-80.0,
21.544,-1.034,1.566,-0.84,-101.0,-89.0,-80.0,
21.593856,-0.942,1.66,-0.464,-89.0,-87.0,-88.0,
21.643904,-1.44,1.208,-0.12,-89.0,-87.0,-88.0,
21.693952,-1.15,0.55,0.164,-89.0,-87.0,-88.0,
21.744,-1.208,0.54,0.124,-89.0,-87.0,-88.0,
21.793856,-1.104,0.536,0.152,-89.0,-92.0,-79.0,
21.843904,-1.028,0.286,0.204,-89.0,-92.0,-79.0,
21.893952,-0.996,0.188,0.194,-89.0,-92.0,-79.0,
