t,x,y,z
5.828904,-0.642,-0.166,0.076
5.878952,-0.688,-0.072,0.008
5.929,-0.91,0.238,0.07
5.978856,-1.144,0.016,0.142
6.028904,-1.104,-0.056,0.098
6.078952,-1.23,-0.14,0.144
6.129,-1.166,-0.142,0.178
6.178856,-0.994,-0.166,0.27
6.228904,-0.824,-0.038,0.318
6.278952,-0.816,0.016,0.304
6.329,-0.86,0.022,0.302
6.378856,-0.798,0.25,0.342
6.428904,-0.742,0.22,0.384
6.478952,-0.742,0.248,0.352
6.529,-0.742,0.164,0.262
6.579856,-0.798,0.088,0.176
6.629904,-0.984,-0.302,0.216
6.679952,-1.152,-0.432,0.222
6.73,-1.168,-0.584,0.06
6.779856,-1.042,-0.326,-0.104
6.829904,-0.872,-0.332,-0.24
6.879952,-0.594,-0.336,-0.312
6.93,-0.35,-0.326,-0.212
6.979856,-0.088,-0.51,-0.12
7.029904,-0.002,-0.728,-0.064
7.079952,0.058,-1.202,-0.02
7.13,0.052,-1.094,-0.074
7.179856,0.234,-1.328,-0.154
7.229904,0.236,-1.542,-0.096
7.279952,0.36,-1.514,-0.136
7.33,0.438,-1.424,-0.062
7.379856,0.424,-0.998,0.08
7.429904,0.5,-1.054,-0.008
7.479952,0.426,-1.022,0.06
7.53,0.276,-0.77,0.092
7.580856,0.29,-0.792,-0.008
7.630904,0.264,-0.8,-0.026
7.680952,0.322,-0.806,-0.072
7.731,0.402,-0.846,-0.096
7.780856,0.41,-0.814,-0.106
7.830904,0.44,-0.848,-0.11
7.880952,0.42,-1.072,-0.184
7.931,0.312,-1.44,-0.224
7.980856,0.186,-1.564,-0.272
8.030904,0.164,-1.632,-0.218
8.080952,0.224,-1.43,-0.212
8.131,0.162,-0.822,0.008
8.180856,-0.078,-0.542,-0.05
8.230904,-0.456,-0.248,-0.09
8.280952,-0.566,-0.242,-0.312
8.331,-0.688,-0.296,-0.436
8.380856,-0.704,-0.56,-0.592
8.430904,-0.646,-0.67,-0.512
8.480952,-0.742,-0.594,-0.208
8.531,-0.856,-0.44,0.112
8.580856,-0.814,-0.63,0.078
8.630904,-0.888,-0.396,-0.018
8.680952,-0.952,-0.208,-0.092
8.731,-1.102,-0.152,-0.05
8.781856,-1.08,-0.294,-0.11
8.831904,-1.112,-0.4,-0.154
8.881952,-0.88,-0.402,0.224
8.932,-0.796,0.282,0.238
8.981856,-0.984,-0.184,-0.168
9.031904,-0.93,-0.422,0.168
9.081952,-0.896,-0.454,-0.14
9.132,-0.734,-0.54,-0.082
9.181856,-0.654,-0.574,0.044
9.231904,-0.572,-0.446,0.152
9.281952,-0.446,-0.384,0.128
9.332,-0.608,-0.376,0.182
9.381856,-1.02,-0.288,0.134
9.431904,-1.15,-0.208,0.158
9.481952,-1.24,-0.326,0.19
9.532,-1.136,-0.066,0.132
9.581856,-0.944,0.048,0.118
9.631904,-0.902,0.228,0.176
9.681952,-0.994,0.162,-0.104
9.732,-1.136,0.098,0.088
9.782856,-1.094,-0.252,-0.002
9.832904,-0.96,-0.076,0.086
9.882952,-1.078,-0.024,-0.026
9.933,-1.038,-0.186,0.14
9.982856,-0.918,-0.06,0.062
10.032904,-0.812,-0.352,0.206
10.082952,-0.872,-0.124,0.22
10.133,-0.912,-0.19,0.112
10.182856,-0.994,-0.048,0.168
10.232904,-0.988,0.084,0.16
10.282952,-1.008,-0.11,0.19
10.333,-1.046,-0.104,0.152
10.382856,-1.254,0.048,0.078
10.432904,-1.2,-0.116,0.214
10.482952,-1.046,-0.124,0.326
10.533,-0.888,-0.166,0.216
10.582856,-0.828,-0.344,0.23
10.632904,-0.908,-0.224,0.332
10.682952,-0.912,-0.224,0.324
10.733,-0.846,-0.24,0.35
10.783856,-0.754,-0.318,0.448
10.833904,-0.71,-0.366,0.4
10.883952,-0.694,-0.28,0.43
10.934,-0.672,-0.352,0.432
10.983856,-0.712,-0.428,0.472
11.033904,-0.846,-0.272,0.566
11.083952,-0.924,-0.306,0.496
11.134,-0.896,-0.236,0.566
11.183856,-0.996,-0.304,0.48
11.233904,-0.976,-0.328,0.3
11.283952,-0.944,-0.194,0.272
11.334,-1.062,-0.14,0.168
11.383856,-1.05,-0.22,0.166
11.433904,-0.948,-0.058,0.198
11.483952,-0.952,-0.054,0.21
11.534,-0.926,-0.166,0.248
11.583856,-0.918,-0.24,0.312
11.633904,-0.818,-0.24,0.28
11.683952,-0.784,-0.2,0.276
11.734,-0.866,-0.286,0.27
11.784856,-0.924,-0.206,0.262
11.834904,-1.062,-0.23,0.3
11.884952,-1.078,-0.224,0.368
11.935,-1.014,-0.192,0.304
11.984856,-0.962,-0.294,0.37
12.034904,-0.864,-0.21,0.428
12.084952,-0.8,-0.352,0.452
12.135,-0.728,-0.416,0.462
12.184856,-0.638,-0.422,0.406
12.234904,-0.606,-0.492,0.384
12.284952,-0.674,-0.422,0.462
12.335,-0.726,-0.456,0.524
12.384856,-0.718,-0.454,0.446
12.434904,-0.742,-0.438,0.44
12.484952,-0.686,-0.424,0.44
12.535,-0.752,-0.312,0.492
12.584856,-0.738,-0.176,0.424
12.634904,-0.75,-0.05,0.422
12.684952,-0.684,0.178,0.37
12.735,-0.71,0.482,0.08
12.785856,-0.942,0.48,-0.264
12.835904,-1.168,0.192,-0.67
12.885952,-1.474,-0.68,-0.864
12.936,-1.57,-1.062,-0.344
12.985856,-1.248,-0.64,0.072
13.035904,-1.094,-0.348,0.098
13.085952,-0.978,-0.368,0.198
13.136,-0.846,0.208,0.286
13.185856,-1.008,0.024,0.184
13.235904,-0.966,0.03,0.22
13.285952,-0.78,0.368,0.418
13.336,-1.016,0.17,0.224
13.385856,-0.998,0.03,0.07
13.435904,-1.038,0.04,0.092
13.485952,-0.988,-0.16,-0.058
13.536,-0.704,-0.424,0.27
13.585856,-0.654,-0.462,0.318
13.635904,-0.412,-0.274,0.488
13.685952,-0.408,-0.08,0.582
13.736,-0.612,-0.096,0.464
13.785856,-0.56,0.048,0.466
13.835904,-0.706,-0.006,0.53
13.885952,-0.934,-0.028,0.51
13.936,-0.944,0.014,0.592
13.986856,-0.926,-0.078,0.646
14.036904,-0.934,-0.018,0.588
14.086952,-0.752,-0.07,0.568
14.137,-0.694,-0.126,0.498
14.186856,-0.496,0.042,0.434
14.236904,-0.398,0.062,0.368
14.286952,-0.326,0.292,0.254
14.337,-0.142,0.112,0.014
14.386856,0.106,0.064,-0.276
14.436904,0.682,-0.524,-0.692
14.486952,1.106,-1.644,-1.028
14.537,0.912,-1.368,-1.122
14.586856,0.752,-1.894,-0.764
14.636904,1.066,-1.24,-0.578
14.686952,1.048,-1.2,-0.228
14.737,1.0,-0.762,-0.088
14.786856,0.994,-0.654,-0.05
14.836904,0.954,-0.48,-0.126
14.886952,0.922,-0.588,-0.034
14.937,1.018,-0.592,-0.122
14.987856,1.034,-0.816,-0.402
15.037904,1.022,-0.726,-0.41
15.087952,1.04,-0.892,-0.456
15.138,0.986,-1.006,-0.384
15.187856,0.948,-0.91,-0.312
15.237904,0.714,-0.808,-0.16
15.287952,0.482,-0.608,0.012
15.338,0.388,-0.504,0.126
15.387856,0.166,-0.368,0.162
15.437904,0.22,-0.198,0.6
15.487952,0.098,-0.13,0.732
15.538,0.184,-0.31,0.928
15.587856,0.206,-0.264,0.952
15.637904,0.168,-0.39,1.048
15.687952,0.168,-0.284,0.912
15.738,0.008,-0.376,1.03
15.787856,-0.018,-0.254,1.2
15.837904,0.048,-0.254,1.036
15.887952,-0.03,-0.406,0.96
15.938,-0.07,-0.358,0.972
15.988856,0.06,-0.518,1.022
16.038904,-0.112,-0.584,1.038
16.088952,-0.172,-0.562,0.968
16.139,-0.152,-0.62,1.014
16.188856,-0.248,-0.354,0.71
16.238904,-0.304,-0.48,0.75
16.288952,-0.206,-0.544,0.828
16.339,-0.27,-0.416,0.846
16.388856,-0.306,-0.396,0.852
16.438904,-0.39,-0.338,0.848
16.488952,-0.318,-0.376,0.824
16.539,-0.302,-0.402,0.844
16.588856,-0.302,-0.568,0.824
16.638904,-0.35,-0.52,0.786
16.688952,-0.4,-0.668,0.856
16.739,-0.408,-0.312,0.926
16.788856,-0.37,-0.254,0.998
16.838904,-0.376,-0.28,1.094
16.888952,-0.366,-0.226,0.942
16.939,-0.304,-0.686,0.984
16.989856,-0.174,-0.678,1.032
17.039904,-0.13,-0.604,0.984
17.089952,-0.136,-0.496,0.796
17.14,-0.096,-0.358,0.816
17.189856,-0.136,-0.418,0.88
17.239904,-0.022,-0.566,0.798
17.289952,-0.062,-0.518,0.83
17.34,0.002,-0.492,0.926
17.389856,-0.064,-0.542,0.968
17.439904,-0.046,-0.36,0.856
17.489952,0.008,-0.598,0.918
17.54,-0.064,-0.498,0.872
17.589856,-0.066,-0.72,0.814
17.639904,-0.072,-0.694,0.792
17.689952,-0.062,-0.664,0.96
17.74,-0.034,-0.448,0.776
17.789856,-0.032,-0.488,0.846
17.839904,-0.06,-0.616,0.748
17.889952,-0.126,-0.664,0.774
17.94,-0.078,-0.562,0.782
17.990856,-0.088,-0.608,0.732
18.040904,-0.008,-0.648,0.816
18.090952,0.018,-0.594,0.896
18.141,-0.05,-0.694,0.83
18.190856,-0.11,-0.61,0.828
18.240904,-0.012,-0.544,0.782
18.290952,-0.062,-0.738,0.798
18.341,0.05,-0.568,0.892
18.390856,0.082,-0.556,0.838
18.440904,0.162,-0.686,0.896
18.490952,0.168,-0.68,0.866
18.541,0.122,-0.546,0.738
18.590856,-0.084,-0.492,0.744
18.640904,-0.078,-0.536,0.774
18.690952,0.104,-0.642,0.888
18.741,0.292,-0.704,0.856
18.790856,0.066,-0.838,0.9
18.840904,0.064,-0.636,0.742
18.890952,0.062,-0.654,0.75
18.941,0.018,-0.508,0.758
18.990856,0.052,-0.662,0.85
19.040904,0.12,-0.828,0.902
19.090952,0.122,-0.694,0.79
19.141,0.134,-0.556,0.802
19.191856,0.416,-0.516,0.944
19.241904,0.52,-0.608,0.83
19.291952,0.496,-0.7,0.656
19.342,0.45,-0.722,0.582
19.391856,0.388,-0.822,0.534
19.441904,0.242,-0.828,0.284
19.491952,0.208,-0.846,0.166
19.542,0.146,-0.864,0.11
19.591856,0.126,-0.892,0.018
19.641904,-0.004,-1.046,-0.05
19.691952,-0.014,-1.24,-0.104
19.742,-0.24,-1.31,-0.126
19.791856,-0.318,-1.552,-0.218
19.841904,-0.504,-1.73,-0.282
19.891952,-0.482,-1.64,-0.34
19.942,-0.502,-1.262,-0.336
19.991856,-0.49,-0.972,-0.306
20.041904,-0.432,-0.494,-0.206
20.091952,-0.432,-0.336,-0.064
20.142,-0.47,-0.23,0.096
20.192856,-0.514,-0.264,0.444
20.242904,-0.718,0.4,0.6
20.292952,-0.828,0.048,0.664
20.343,-0.816,-0.176,0.546
20.392856,-0.994,-0.106,0.396
20.442904,-0.832,-0.088,0.552
20.492952,-1.006,-0.27,0.236
20.543,-0.96,-0.402,0.158
20.592856,-0.896,-0.434,-0.026
20.642904,-0.704,-0.604,0.268
20.692952,-0.53,-0.562,0.272
20.743,-0.432,-0.334,0.39
20.792856,-0.396,-0.44,0.408
20.842904,-0.504,-0.04,0.28
20.892952,-0.918,-0.12,0.316
20.943,-0.888,-0.102,0.224
20.992856,-1.042,-0.364,0.3
21.042904,-1.12,-0.496,0.346
21.092952,-0.822,-0.226,0.244
21.143,-0.646,-0.258,0.248
21.193856,-0.498,-0.128,0.208
21.243904,-0.47,-0.152,0.128
21.293952,-0.332,0.152,0.128
21.344,-0.192,0.024,0.006
21.393856,0.09,-0.07,-0.27
21.443904,0.378,-0.518,-0.524
21.493952,1.088,-2.03,-0.618
21.544,1.034,-1.566,-0.84
21.593856,0.942,-1.66,-0.464
21.643904,1.44,-1.208,-0.12
21.693952,1.15,-0.55,0.164
21.744,1.208,-0.54,0.124
21.793856,1.104,-0.536,0.152
21.843904,1.028,-0.286,0.204
21.893952,0.996,-0.188,0.194
21.944,1.032,-0.208,0.166
21.993856,1.086,-0.306,0.078
22.043904,1.07,-0.31,0.04
22.093952,1.012,-0.286,0.134
22.144,0.788,-0.21,0.236
22.194856,0.858,-0.142,0.232
22.244904,0.82,-0.152,0.262
22.294952,0.818,-0.096,0.326
22.345,0.818,-0.112,0.364
22.394856,0.686,-0.172,0.316
22.444904,0.64,-0.238,0.342
22.494952,0.738,-0.318,0.344
22.545,0.73,-0.462,0.384
22.594856,0.744,-0.472,0.39
22.644904,0.752,-0.476,0.376
22.694952,0.746,-0.432,0.286
22.745,0.826,-0.422,0.2
22.794856,0.904,-0.416,0.206
22.844904,1.322,-0.418,0.188
22.894952,1.146,-0.4,0.184
22.945,0.948,-0.228,0.118
22.994856,1.192,-0.192,0.078
23.044904,0.946,-0.164,0.076
23.094952,0.826,-0.188,0.102
23.145,0.79,-0.294,0.126
23.195856,0.772,-0.316,0.062
23.245904,0.77,-0.406,0.072
23.295952,0.798,-0.406,0.092
23.346,0.856,-0.384,0.096
23.395856,0.938,-0.376,0.12
23.445904,0.916,-0.37,0.166
23.495952,0.948,-0.312,0.182
23.546,1.128,-0.326,0.108
23.595856,0.826,-0.366,0.198
23.645904,0.634,-0.358,0.176
23.695952,0.884,-0.416,0.188
23.746,0.826,-0.334,0.19
23.795856,0.84,-0.326,0.252
23.845904,0.826,-0.384,0.318
23.895952,0.84,-0.354,0.302
23.946,0.894,-0.322,0.3
23.995856,0.862,-0.32,0.254
24.045904,0.872,-0.342,0.206
24.095952,0.866,-0.378,0.014
24.146,0.962,-0.376,-0.128
24.195856,1.3,-0.384,-0.274
24.245904,1.198,-0.296,-0.366
24.295952,1.056,-0.112,-0.472
24.346,1.104,-0.088,-0.4
24.396856,0.834,-0.118,-0.272
24.446904,0.69,-0.144,-0.168
24.496952,0.786,-0.172,-0.042
24.547,0.84,-0.302,-0.032
24.596856,0.916,-0.352,-0.02
24.646904,0.968,-0.366,-0.026
24.696952,1.032,-0.504,0.072
24.747,0.98,-0.454,0.088
24.796856,0.954,-0.418,0.114
24.846904,0.818,-0.446,0.14
24.896952,0.81,-0.472,0.14
24.947,0.846,-0.342,0.166
24.996856,0.656,-0.37,0.126
25.046904,0.634,-0.318,0.126
25.096952,0.618,-0.368,0.078
25.147,0.6,-0.398,0.076
25.196856,0.89,-0.472,0.066
25.246904,0.896,-0.476,0.032
25.296952,1.376,-0.322,0.024
25.347,1.2,-0.19,-0.016
25.397856,1.212,-0.176,-0.036
25.447904,0.898,-0.19,0.048
25.497952,0.814,-0.21,0.052
25.548,0.706,-0.192,0.038
25.597856,0.756,-0.198,0.022
25.647904,0.824,-0.236,-0.014
25.697952,0.928,-0.306,0.014
25.748,1.092,-0.386,0.056
25.797856,1.182,-0.43,0.096
25.847904,1.152,-0.28,0.136
25.897952,1.204,-0.116,0.152
25.948,0.968,-0.168,0.39
25.997856,0.884,-0.198,0.29
26.047904,0.612,-0.22,0.184
26.097952,0.724,-0.268,0.23
26.148,0.762,-0.28,0.304
26.197856,0.794,-0.344,0.304
26.247904,0.782,-0.3,0.296
26.297952,0.818,-0.286,0.294
26.348,0.852,-0.302,0.332
26.398856,0.776,-0.364,0.356
26.448904,0.776,-0.396,0.28
26.498952,0.866,-0.412,0.188
26.549,1.108,-0.418,0.024
26.598856,1.16,-0.526,-0.08
26.648904,1.012,-0.48,-0.272
26.698952,1.012,-0.51,-0.294
26.749,1.064,-0.448,-0.388
26.798856,1.216,-0.536,-0.41
26.848904,0.954,-0.526,-0.324
26.898952,0.754,-0.608,-0.016
26.949,0.72,-0.606,0.126
26.998856,0.734,-0.572,0.35
27.048904,0.858,-0.64,0.4
27.098952,0.738,-0.578,0.632
27.149,0.784,-0.23,0.708
27.198856,0.69,-0.216,0.574
27.248904,0.51,-0.082,0.542
27.298952,0.608,-0.038,0.396
27.349,0.756,-0.072,0.246
27.399856,1.138,-0.056,0.094
27.449904,1.896,-0.158,0.128
27.499952,1.048,0.526,0.268
27.55,1.056,0.258,0.302
27.599856,0.674,0.538,0.752
27.649904,0.9,0.51,0.356
27.699952,0.922,0.372,0.582
27.75,0.912,0.248,0.408
27.799856,0.846,0.09,0.384
27.849904,1.028,0.024,0.352
27.899952,0.866,0.184,0.582
27.95,0.848,0.05,0.486
27.999856,0.984,0.072,0.446
28.049904,0.996,0.13,0.604
28.099952,0.832,-0.098,0.318
28.15,0.8,-0.024,0.344
28.199856,0.878,0.002,0.36
28.249904,0.904,0.062,0.448
28.299952,0.938,0.056,0.35
28.35,0.858,0.254,0.376
28.400856,1.074,-0.014,0.604
28.450904,1.064,0.152,0.582
28.500952,1.002,-0.3,0.718
28.551,0.68,-0.16,0.666
28.600856,0.58,-0.092,0.744
28.650904,0.44,-0.456,0.518
28.700952,0.436,-0.702,0.112
28.751,0.312,-0.86,0.3
28.800856,0.414,-0.626,0.086
28.850904,0.382,-0.86,-0.112
28.900952,0.366,-0.646,0.02
28.951,0.452,-0.694,0.076
29.000856,0.482,-0.75,0.096
29.050904,0.674,-0.654,0.124
29.100952,0.756,-0.652,0.056
29.151,0.738,-0.752,-0.154
29.200856,0.868,-0.526,-0.104
29.250904,0.712,-0.56,-0.452
29.300952,0.688,-0.816,-0.558
29.351,0.736,-0.632,-0.442
29.400856,0.898,-0.152,-0.136
29.450904,0.756,-1.128,-0.414
29.500952,0.626,-0.798,-0.036
29.551,0.638,-0.128,-0.11
29.601856,0.734,-0.944,-0.084
29.651904,0.682,-0.834,-0.018
29.701952,0.68,-1.008,0.076
29.752,0.634,-0.894,0.222
29.801856,0.564,-0.656,0.388
29.851904,0.62,-0.494,0.43
29.901952,0.616,-0.664,0.412
29.952,0.594,-0.624,0.416
30.001856,0.616,-0.632,0.21
30.051904,0.848,-0.504,0.56
30.101952,0.5,-0.83,0.536
30.152,0.468,-0.718,0.478
30.201856,0.686,-0.604,0.37
30.251904,0.526,-0.59,0.402
30.301952,0.602,-0.798,0.328
30.352,0.626,-0.528,0.448
30.401856,0.558,-0.748,0.316
30.451904,0.612,-0.722,0.316
30.501952,0.494,-0.422,0.3
30.552,0.776,-0.908,-0.266
30.602856,0.612,-0.188,-0.396
30.652904,0.616,-0.526,-0.346
30.702952,0.648,-1.08,-0.288
30.753,0.69,-0.526,-0.42
30.802856,0.546,-0.59,-0.344
30.852904,0.706,-0.888,-0.522
30.902952,0.634,-0.67,-0.424
30.953,0.626,-0.872,-0.384
31.002856,0.736,-0.848,-0.424
31.052904,0.72,-0.51,-0.29
31.102952,0.34,-0.736,-0.346
31.153,0.224,-0.974,-0.394
31.202856,0.066,-0.806,-0.868
31.252904,-0.236,0.09,0.214
31.302952,0.314,-0.72,-0.568
31.353,0.244,-1.134,-0.52
31.402856,0.506,-0.816,-0.344
31.452904,0.414,-0.678,-0.474
31.502952,0.356,-0.72,-0.44
31.553,0.49,-0.642,-0.484
31.603856,0.402,-0.862,-0.532
31.653904,0.506,-0.664,-0.478
31.703952,0.714,-0.862,-1.124
31.754,0.96,-0.312,-1.474
31.803856,0.952,-0.316,-1.064
31.853904,0.454,-0.71,-1.198
31.903952,0.226,-0.992,-0.782
31.954,0.25,-1.168,-0.4
32.003856,0.138,-0.752,-0.36
32.053904,-0.098,-0.66,-0.28
32.103952,-0.194,-0.546,-0.158
32.154,-0.614,-0.432,-0.106
32.203856,-0.624,-0.51,-0.032
32.253904,-0.758,-0.162,0.198
32.303952,-0.848,-0.27,0.096
32.354,-0.818,-0.262,0.272
32.403856,-0.86,-0.524,0.23
32.453904,-0.688,-0.15,0.322
32.503952,-0.944,-0.224,0.23
32.554,-0.824,-0.018,0.316
32.604856,-0.88,-0.376,-0.058
32.654904,-0.798,-0.344,0.246
32.704952,-0.864,-0.396,-0.08
32.755,-0.844,-0.582,0.158
32.804856,-0.914,-0.678,0.178
32.854904,-0.832,-0.542,0.316
32.904952,-0.72,-0.376,0.432
32.955,-0.782,-0.146,0.316
33.004856,-0.896,0.146,0.096
33.054904,-0.832,0.436,0.064
33.104952,-0.968,0.184,0.054
33.155,-0.896,0.276,0.172
33.204856,-0.918,0.144,0.22
33.254904,-0.76,0.306,0.192
33.304952,-0.758,0.062,0.174
33.355,-0.802,0.136,0.168
33.404856,-0.558,0.208,0.07
33.454904,-0.422,0.296,0.072
33.504952,-0.208,0.104,0.014
33.555,0.154,-0.246,0.024
33.604856,0.736,-1.178,-0.068
33.654904,0.954,-1.66,-0.312
33.704952,1.098,-1.708,-0.02
33.755,1.01,-1.308,-0.026
33.805856,1.704,-1.01,0.358
33.855904,1.68,-1.222,0.366
33.905952,1.07,-0.482,0.142
33.956,0.85,-0.044,0.224
34.005856,0.922,0.144,0.3
34.055904,0.888,0.018,0.294
34.105952,0.99,-0.28,0.336
34.156,1.01,-0.284,0.208
34.205856,1.274,-0.03,-0.1
34.255904,1.232,0.016,-0.11
34.305952,1.074,0.128,-0.384
34.356,1.096,0.148,-0.416
34.405856,0.832,0.208,-0.104
34.455904,0.564,0.194,-0.136
34.505952,0.626,0.04,-0.044
34.556,0.562,-0.018,0.03
34.605856,0.644,0.014,0.078
34.655904,0.922,-0.046,0.114
34.705952,1.32,-0.244,0.316
34.756,2.192,-0.214,-0.01
34.806856,2.698,-0.736,-0.19
34.856904,2.408,-0.718,-0.442
34.906952,1.108,-0.096,-0.036
34.957,-0.254,-0.322,0.162
35.006856,-0.518,-0.102,0.3
35.056904,0.05,0.186,0.134
35.106952,0.008,-0.078,-0.036
35.157,0.05,-0.038,0.046
35.206856,0.08,0.08,0.056
35.256904,0.174,0.068,0.134
35.306952,0.8,-0.104,-0.066
35.357,2.128,-0.556,0.094
35.406856,1.578,-0.206,-0.018
35.456904,2.142,-0.912,-0.152
35.506952,2.592,-0.736,-0.258
35.557,1.854,-0.43,-0.392
35.606856,1.304,-0.58,-0.09
35.656904,0.378,-0.358,-0.068
35.706952,-0.504,-0.076,0.118
35.757,-0.03,0.242,0.07
35.807856,0.008,0.058,-0.068
35.857904,0.016,0.098,0.128
35.907952,0.09,-0.062,0.248
35.958,0.498,-0.286,0.402
36.007856,1.662,-0.652,0.032
36.057904,1.87,-0.878,0.23
36.107952,1.578,-0.568,0.24
36.158,1.642,-0.684,0.254
36.207856,1.374,-0.606,0.216
36.257904,1.072,-0.688,0.102
36.307952,0.802,-1.32,0.318
36.358,0.968,-1.854,-0.026
36.407856,0.888,-2.166,-0.068
36.457904,0.77,-1.426,-0.054
36.507952,1.144,-0.684,-0.29
36.558,0.808,-0.204,-0.282
36.607856,-0.032,0.084,-0.05
36.657904,-0.302,-0.07,0.144
36.707952,-0.242,0.45,0.646
36.758,-0.384,0.274,0.582
36.808856,-0.648,0.6,0.592
36.858904,-0.728,0.234,0.48
36.908952,-0.7,0.394,0.472
36.959,-0.76,0.456,0.546
37.008856,-0.792,0.398,0.582
37.058904,-0.834,0.424,0.536
37.108952,-0.798,0.37,0.546
37.159,-0.802,0.404,0.51
37.208856,-0.764,0.334,0.542
37.258904,-0.776,0.416,0.53
37.308952,-0.734,0.334,0.47
37.359,-0.798,0.392,0.534
37.408856,-0.782,0.362,0.544
37.458904,-0.812,0.382,0.558
37.508952,-0.818,0.386,0.572
37.559,-0.806,0.418,0.518
37.608856,-0.742,0.448,0.52
37.658904,-0.808,0.372,0.526
37.708952,-0.798,0.378,0.508
37.759,-0.77,0.376,0.492
37.809856,-0.766,0.382,0.524
37.859904,-0.766,0.36,0.542
37.909952,-0.792,0.386,0.486
37.96,-0.828,0.36,0.496
38.009856,-0.792,0.39,0.51
38.059904,-0.8,0.4,0.508
38.109952,-0.812,0.388,0.476
38.16,-0.824,0.368,0.492
38.209856,-0.816,0.37,0.472
38.259904,-0.806,0.37,0.488
38.309952,-0.816,0.328,0.492
38.36,-0.812,0.354,0.496
38.409856,-0.824,0.354,0.462
