t,x,y,z
3.208856,0.344,-0.8,0.538
3.258904,0.35,-0.8,0.548
3.308952,0.35,-0.804,0.544
3.359,0.358,-0.806,0.544
3.408856,0.334,-0.8,0.568
3.458904,0.366,-0.792,0.524
3.508952,0.354,-0.808,0.526
3.559,0.338,-0.796,0.552
3.608856,0.344,-0.792,0.538
3.658904,0.338,-0.764,0.55
3.708952,0.358,-0.79,0.56
3.759,0.322,-0.764,0.538
3.808856,0.35,-0.798,0.552
3.858904,0.352,-0.806,0.542
3.908952,0.348,-0.79,0.548
3.959,0.37,-0.798,0.544
4.008856,0.358,-0.796,0.544
4.058904,0.354,-0.79,0.538
4.108952,0.36,-0.806,0.542
4.159,0.338,-0.782,0.552
4.209856,0.354,-0.796,0.542
4.259904,0.348,-0.798,0.56
4.309952,0.352,-0.796,0.554
4.36,0.336,-0.76,0.544
4.409856,0.358,-0.802,0.544
4.459904,0.344,-0.792,0.548
4.509952,0.358,-0.796,0.548
4.56,0.354,-0.792,0.546
4.609856,0.352,-0.8,0.538
4.659904,0.348,-0.798,0.552
4.709952,0.358,-0.792,0.538
4.76,0.348,-0.792,0.544
4.809856,0.35,-0.754,0.544
4.859904,0.338,-0.784,0.548
4.909952,0.358,-0.802,0.544
4.96,0.36,-0.79,0.552
5.009856,0.352,-0.79,0.548
5.059904,0.34,-0.802,0.548
5.109952,0.35,-0.792,0.554
5.16,0.37,-0.798,0.548
5.210856,0.354,-0.808,0.55
5.260904,0.352,-0.8,0.548
5.310952,0.344,-0.798,0.548
5.361,0.352,-0.808,0.544
5.410856,0.364,-0.796,0.542
5.460904,0.35,-0.806,0.548
5.510952,0.352,-0.802,0.544
5.561,0.358,-0.796,0.544
5.610856,0.372,-0.796,0.552
5.660904,0.352,-0.78,0.544
5.710952,0.352,-0.816,0.544
5.761,0.358,-0.806,0.538
5.810856,0.36,-0.774,0.574
5.860904,0.38,-0.76,0.584
5.910952,0.366,-0.76,0.59
5.961,0.424,-0.724,0.616
6.010856,0.408,-0.75,0.656
6.060904,0.294,-0.614,0.736
6.110952,0.376,-0.686,0.648
6.161,0.364,-0.646,0.59
6.211856,0.39,-0.652,0.532
6.261904,0.454,-0.664,0.558
6.311952,0.48,-0.68,0.584
6.362,0.398,-0.664,0.594
6.411856,0.446,-0.78,0.582
6.461904,0.406,-0.688,0.69
6.511952,0.366,-0.696,0.698
6.562,0.374,-0.676,0.65
6.611856,0.35,-0.654,0.68
6.661904,0.368,-0.632,0.692
6.711952,0.368,-0.64,0.666
6.762,0.318,-0.638,0.724
6.811856,0.326,-0.604,0.704
6.861904,0.32,-0.632,0.712
6.911952,0.304,-0.646,0.72
6.962,0.334,-0.63,0.712
7.011856,0.334,-0.626,0.698
7.061904,0.326,-0.658,0.698
7.111952,0.334,-0.6,0.72
7.162,0.344,-0.614,0.72
7.211856,0.374,-0.608,0.692
7.261904,0.396,-0.594,0.706
7.311952,0.402,-0.568,0.718
7.362,0.414,-0.604,0.692
7.412856,0.412,-0.61,0.69
7.462904,0.376,-0.576,0.7
7.512952,0.412,-0.576,0.728
7.563,0.4,-0.574,0.702
7.612856,0.384,-0.582,0.714
7.662904,0.396,-0.578,0.708
7.712952,0.39,-0.576,0.72
7.763,0.398,-0.588,0.698
7.812856,0.404,-0.6,0.706
7.862904,0.396,-0.566,0.714
7.912952,0.39,-0.568,0.722
7.963,0.404,-0.576,0.708
8.012856,0.408,-0.582,0.712
8.062904,0.398,-0.588,0.72
8.112952,0.398,-0.578,0.706
8.163,0.386,-0.574,0.708
8.212856,0.408,-0.568,0.706
8.262904,0.402,-0.562,0.714
8.312952,0.39,-0.582,0.706
8.363,0.396,-0.568,0.722
8.413856,0.402,-0.568,0.706
8.463904,0.406,-0.568,0.716
8.513952,0.406,-0.576,0.718
8.564,0.4,-0.574,0.722
8.613856,0.412,-0.582,0.71
8.663904,0.414,-0.574,0.712
8.713952,0.406,-0.574,0.714
8.764,0.398,-0.568,0.722
8.813856,0.408,-0.582,0.708
8.863904,0.406,-0.568,0.714
8.913952,0.398,-0.566,0.708
8.964,0.406,-0.568,0.706
9.013856,0.412,-0.59,0.714
9.063904,0.408,-0.582,0.706
9.113952,0.408,-0.566,0.706
9.164,0.406,-0.574,0.712
9.213856,0.408,-0.572,0.714
9.263904,0.414,-0.568,0.706
9.313952,0.398,-0.572,0.72
9.364,0.398,-0.582,0.706
9.414856,0.402,-0.582,0.706
9.464904,0.398,-0.56,0.706
9.514952,0.398,-0.572,0.712
9.565,0.414,-0.574,0.712
9.614856,0.412,-0.556,0.714
9.664904,0.406,-0.568,0.72
9.714952,0.412,-0.582,0.706
9.765,0.406,-0.574,0.718
9.814856,0.402,-0.574,0.706
9.864904,0.414,-0.572,0.704
9.914952,0.408,-0.576,0.718
9.965,0.412,-0.576,0.712
10.014856,0.396,-0.568,0.706
10.064904,0.408,-0.58,0.708
10.114952,0.406,-0.582,0.708
10.165,0.398,-0.56,0.71
10.214856,0.414,-0.574,0.708
10.264904,0.402,-0.576,0.714
10.314952,0.408,-0.556,0.712
10.365,0.406,-0.568,0.712
10.415856,0.398,-0.56,0.708
10.465904,0.412,-0.568,0.706
10.515952,0.414,-0.572,0.714
10.566,0.408,-0.574,0.712
10.615856,0.422,-0.574,0.714
10.665904,0.408,-0.576,0.704
10.715952,0.408,-0.574,0.712
10.766,0.408,-0.574,0.718
10.815856,0.414,-0.576,0.708
10.865904,0.398,-0.568,0.702
10.915952,0.4,-0.568,0.698
10.966,0.418,-0.58,0.72
11.015856,0.416,-0.574,0.712
11.065904,0.412,-0.572,0.706
11.115952,0.402,-0.568,0.714
11.166,0.4,-0.56,0.698
11.215856,0.422,-0.574,0.708
11.265904,0.414,-0.572,0.706
11.315952,0.424,-0.574,0.702
11.366,0.414,-0.562,0.702
11.416856,0.422,-0.576,0.692
11.466904,0.454,-0.582,0.69
11.516952,0.448,-0.58,0.684
11.567,0.46,-0.564,0.68
11.616856,0.456,-0.568,0.68
11.666904,0.454,-0.552,0.642
11.716952,0.462,-0.53,0.686
11.767,0.472,-0.526,0.672
11.816856,0.496,-0.556,0.68
11.866904,0.5,-0.52,0.654
11.916952,0.51,-0.56,0.666
11.967,0.54,-0.54,0.656
12.016856,0.54,-0.526,0.66
12.066904,0.524,-0.54,0.66
12.116952,0.546,-0.542,0.648
12.167,0.54,-0.542,0.634
12.216856,0.55,-0.536,0.656
12.266904,0.55,-0.528,0.63
12.316952,0.57,-0.528,0.626
12.367,0.574,-0.524,0.632
12.416856,0.56,-0.528,0.634
12.466904,0.566,-0.526,0.616
12.516952,0.574,-0.528,0.616
12.567,0.568,-0.536,0.612
12.617856,0.576,-0.53,0.622
12.667904,0.568,-0.518,0.626
12.717952,0.568,-0.524,0.622
12.768,0.56,-0.52,0.616
12.817856,0.588,-0.54,0.616
12.867904,0.59,-0.518,0.626
12.917952,0.584,-0.536,0.626
12.968,0.572,-0.55,0.608
13.017856,0.59,-0.526,0.612
13.067904,0.582,-0.524,0.606
13.117952,0.582,-0.536,0.62
13.168,0.57,-0.536,0.622
13.217856,0.578,-0.524,0.62
13.267904,0.562,-0.524,0.626
13.317952,0.574,-0.52,0.612
13.368,0.56,-0.534,0.632
13.417856,0.574,-0.542,0.622
13.467904,0.574,-0.528,0.624
13.517952,0.574,-0.53,0.624
13.568,0.572,-0.542,0.626
13.618856,0.566,-0.528,0.618
13.668904,0.576,-0.534,0.61
13.718952,0.576,-0.536,0.616
13.769,0.574,-0.528,0.612
13.818856,0.562,-0.528,0.622
13.868904,0.574,-0.524,0.616
13.918952,0.574,-0.546,0.616
13.969,0.574,-0.526,0.612
14.018856,0.574,-0.526,0.616
14.068904,0.546,-0.532,0.622
14.118952,0.576,-0.528,0.616
14.169,0.568,-0.536,0.612
14.218856,0.572,-0.536,0.618
14.268904,0.56,-0.54,0.616
14.318952,0.562,-0.54,0.616
14.369,0.566,-0.54,0.618
14.418856,0.574,-0.536,0.612
14.468904,0.566,-0.536,0.616
14.518952,0.552,-0.54,0.626
14.569,0.572,-0.516,0.62
14.619856,0.568,-0.552,0.616
14.669904,0.57,-0.542,0.616
14.719952,0.582,-0.542,0.61
14.77,0.572,-0.546,0.616
14.819856,0.56,-0.53,0.618
14.869904,0.582,-0.54,0.626
14.919952,0.568,-0.534,0.616
14.97,0.568,-0.536,0.624
15.019856,0.576,-0.536,0.624
15.069904,0.558,-0.534,0.616
15.119952,0.556,-0.53,0.63
15.17,0.574,-0.536,0.618
15.219856,0.574,-0.544,0.624
15.269904,0.556,-0.518,0.624
15.319952,0.57,-0.536,0.626
15.37,0.56,-0.534,0.624
15.419856,0.566,-0.536,0.62
15.469904,0.566,-0.55,0.636
15.519952,0.568,-0.536,0.624
15.57,0.562,-0.52,0.632
15.620856,0.558,-0.536,0.634
15.670904,0.56,-0.544,0.624
15.720952,0.574,-0.542,0.626
15.771,0.56,-0.534,0.63
15.820856,0.566,-0.518,0.62
15.870904,0.568,-0.542,0.618
15.920952,0.56,-0.54,0.626
15.971,0.566,-0.542,0.622
16.020856,0.568,-0.53,0.616
16.070904,0.56,-0.542,0.624
16.120952,0.568,-0.544,0.622
16.171,0.55,-0.552,0.632
16.220856,0.566,-0.558,0.624
16.270904,0.574,-0.542,0.616
16.320952,0.578,-0.536,0.616
16.371,0.574,-0.536,0.618
16.420856,0.602,-0.556,0.58
16.470904,0.606,-0.584,0.608
16.520952,0.638,-0.632,0.648
16.571,0.668,-0.564,0.608
16.621856,0.656,-0.638,0.432
16.671904,0.584,-0.622,0.352
16.721952,0.562,-0.524,0.376
16.772,0.51,-0.614,0.424
16.821856,0.62,-0.598,0.552
16.871904,0.596,-0.67,0.578
16.921952,0.582,-0.678,0.546
16.972,0.576,-0.71,0.528
17.021856,0.516,-0.766,0.5
17.071904,0.544,-0.734,0.466
17.121952,0.53,-0.672,0.474
17.172,0.59,-0.71,0.516
17.221856,0.472,-0.736,0.482
17.271904,0.568,-0.708,0.526
17.321952,0.542,-0.696,0.512
17.372,0.608,-0.706,0.548
17.421856,0.716,-0.686,0.61
17.471904,0.784,-0.718,0.59
17.521952,0.704,-0.744,0.59
17.572,0.698,-0.6,0.452
17.621856,0.672,-0.528,0.388
17.671904,0.684,-0.486,0.354
17.721952,0.728,-0.516,0.338
17.772,0.696,-0.54,0.346
17.822856,0.686,-0.486,0.34
17.872904,0.64,-0.526,0.41
17.922952,0.694,-0.564,0.544
17.973,0.614,-0.7,0.554
18.022856,0.542,-0.694,0.498
18.072904,0.47,-0.768,0.458
18.122952,0.422,-0.772,0.386
18.173,0.446,-0.75,0.446
18.222856,0.448,-0.816,0.602
18.272904,0.524,-0.736,0.656
18.322952,0.492,-0.702,0.612
18.373,0.486,-0.61,0.53
18.422856,0.55,-0.67,0.522
18.472904,0.556,-0.664,0.462
18.522952,0.502,-0.686,0.36
18.573,0.422,-0.518,0.226
18.622856,0.498,-0.468,0.186
18.672904,0.824,-0.656,0.208
18.722952,1.036,-0.94,0.506
18.773,0.902,-0.764,0.424
18.823856,0.678,-0.68,0.226
18.873904,0.626,-0.668,0.296
18.923952,0.614,-0.582,0.34
18.974,0.472,-0.558,0.354
19.023856,0.44,-0.464,0.304
19.073904,0.608,-0.496,0.352
19.123952,0.71,-0.572,0.692
19.174,0.684,-0.654,0.884
19.223856,0.608,-0.496,1.008
19.273904,0.376,-0.496,0.898
19.323952,0.386,-0.384,0.784
19.374,0.286,-0.376,0.676
19.423856,0.344,-0.416,0.696
19.473904,0.37,-0.446,0.676
19.523952,0.368,-0.43,0.648
19.574,0.414,-0.524,0.656
19.623856,0.434,-0.562,0.658
19.673904,0.47,-0.6,0.706
19.723952,0.498,-0.608,0.746
19.774,0.472,-0.582,0.794
19.824856,0.502,-0.544,0.84
19.874904,0.658,-0.562,0.986
19.924952,0.67,-0.462,0.904
19.975,0.59,-0.352,0.976
20.024856,0.518,-0.288,0.946
20.074904,0.492,-0.3,0.824
20.124952,0.448,-0.294,0.72
20.175,0.438,-0.304,0.636
20.224856,0.414,-0.312,0.546
20.274904,0.376,-0.332,0.552
20.324952,0.406,-0.36,0.596
20.375,0.444,-0.39,0.688
20.424856,0.45,-0.376,0.756
20.474904,0.412,-0.318,0.862
20.524952,0.438,-0.406,1.048
20.575,0.422,-0.384,0.98
20.624856,0.268,-0.12,1.18
20.674904,0.29,-0.176,0.926
20.724952,0.366,-0.334,0.672
20.775,0.376,-0.374,0.616
20.825856,0.368,-0.4,0.592
20.875904,0.494,-0.504,0.532
20.925952,0.59,-0.61,0.61
20.976,0.672,-0.64,0.8
21.025856,0.68,-0.636,0.898
21.075904,0.638,-0.498,0.796
21.125952,0.728,-0.508,0.782
21.176,0.648,-0.374,0.83
21.225856,0.616,-0.304,0.912
21.275904,0.538,-0.334,0.958
21.325952,0.43,-0.29,0.858
21.376,0.382,-0.332,0.776
21.425856,0.316,-0.316,0.584
21.475904,0.29,-0.284,0.538
21.525952,0.354,-0.358,0.56
21.576,0.426,-0.38,0.702
21.625856,0.402,-0.384,0.824
21.675904,0.38,-0.366,0.962
21.725952,0.386,-0.368,1.056
21.776,0.398,-0.334,1.04
21.825856,0.518,-0.294,0.928
21.875904,0.344,-0.314,0.824
21.925952,0.364,-0.342,0.692
21.976,0.412,-0.368,0.66
22.026856,0.374,-0.408,0.666
22.076904,0.408,-0.44,0.738
22.126952,0.416,-0.438,0.842
22.177,0.438,-0.324,0.936
22.226856,0.556,-0.28,1.21
22.276904,0.514,-0.134,0.954
22.326952,0.526,-0.07,0.964
22.377,0.496,-0.12,0.938
22.426856,0.432,-0.096,0.766
22.476904,0.508,-0.11,0.636
22.526952,0.432,-0.12,0.66
22.577,0.366,-0.176,0.738
22.626856,0.374,-0.232,0.858
22.676904,0.352,-0.246,0.968
22.726952,0.358,-0.28,1.344
22.777,0.318,-0.446,0.826
22.826856,0.472,-0.32,0.546
22.876904,0.52,-0.328,0.88
22.926952,0.23,-0.39,0.916
22.977,0.38,-0.332,0.698
23.027856,0.604,-0.326,0.61
23.077904,0.506,-0.388,0.698
23.127952,0.43,-0.396,0.852
23.178,0.358,-0.374,0.874
23.227856,0.366,-0.312,0.85
23.277904,0.414,-0.246,0.802
23.327952,0.39,-0.194,0.81
23.378,0.334,-0.108,0.884
23.427856,0.326,-0.062,0.974
23.477904,0.392,0.002,1.042
23.527952,0.408,0.004,0.958
23.578,0.398,-0.07,0.858
23.627856,0.358,-0.078,0.778
23.677904,0.318,-0.11,0.778
23.727952,0.352,-0.136,0.97
23.778,0.432,-0.26,0.946
23.827856,0.406,-0.28,0.78
23.877904,0.322,-0.264,0.898
23.927952,0.246,-0.224,0.93
23.978,0.294,-0.236,0.906
24.028856,0.328,-0.216,0.832
24.078904,0.304,-0.23,0.808
24.128952,0.332,-0.254,0.83
24.179,0.358,-0.27,0.83
24.228856,0.39,-0.29,0.85
24.278904,0.43,-0.312,0.868
24.328952,0.488,-0.368,0.836
24.379,0.572,-0.392,0.828
24.428856,0.664,-0.414,0.754
24.478904,0.688,-0.476,0.786
24.528952,0.782,-0.556,0.722
24.579,0.664,-0.574,0.722
24.628856,0.654,-0.498,0.698
24.678904,0.69,-0.562,0.674
24.728952,0.606,-0.498,0.53
24.779,0.482,-0.472,0.456
24.828856,0.348,-0.428,0.418
24.878904,0.28,-0.518,0.468
24.928952,0.39,-0.45,0.498
24.979,0.53,-0.46,0.624
25.029856,0.486,-0.398,0.8
25.079904,0.67,-0.448,0.89
25.129952,0.624,-0.384,0.638
25.18,0.626,-0.376,0.576
25.229856,0.492,-0.432,0.73
25.279904,0.85,-0.2,0.912
25.329952,0.448,-0.368,0.676
25.38,0.51,-0.432,0.654
25.429856,0.572,-0.418,0.688
25.479904,0.704,-0.176,0.8
25.529952,0.71,-0.338,0.604
25.58,1.08,-0.202,0.604
25.629856,0.812,-0.334,0.586
25.679904,0.702,-0.214,0.528
25.729952,0.696,-0.152,0.634
25.78,0.688,-0.198,0.57
25.829856,0.672,-0.19,0.564
25.879904,0.726,-0.182,0.59
25.929952,0.736,-0.308,0.592
25.98,0.77,-0.36,0.638
26.030856,0.668,-0.296,0.61
26.080904,0.71,-0.212,0.622
26.130952,0.694,-0.206,0.64
26.181,0.742,-0.158,0.628
26.230856,0.728,-0.1,0.696
26.280904,0.71,0.016,0.57
26.330952,0.684,0.082,0.59
26.381,0.648,0.068,0.698
26.430856,0.6,0.108,0.6
26.480904,0.686,0.114,0.574
26.530952,0.708,-0.038,0.702
26.581,0.736,-0.04,0.68
26.630856,0.694,-0.048,0.708
26.680904,0.736,0.034,0.658
26.730952,0.744,0.112,0.61
26.781,0.71,0.064,0.648
26.830856,0.718,0.05,0.69
26.880904,0.734,0.072,0.702
26.930952,0.59,0.136,0.564
26.981,0.44,-0.06,0.72
27.231856,0.45,-0.12,0.762
27.281904,0.462,-0.188,0.82
27.331952,0.526,-0.134,0.784
27.382,0.638,-0.124,0.836
27.431856,0.736,-0.124,0.716
27.481904,0.492,-0.166,0.738
27.531952,0.526,-0.252,0.802
27.582,0.52,-0.384,0.784
27.631856,0.542,-0.284,0.734
27.681904,0.382,-0.494,0.738
27.731952,0.486,-0.42,0.866
27.782,0.428,-0.424,0.906
27.831856,0.384,-0.508,0.866
27.881904,0.32,-0.578,0.586
27.931952,0.152,-0.582,0.788
27.982,0.082,-0.608,0.818
28.031856,0.014,-0.488,0.936
28.081904,-0.002,-0.366,0.898
28.131952,-0.042,-0.376,0.776
28.182,0.354,-0.39,0.88
28.232856,0.536,-0.352,0.84
28.282904,0.68,-0.42,0.746
28.332952,0.978,-0.528,0.584
28.383,0.736,-0.894,0.484
28.432856,0.824,-0.742,0.402
28.482904,0.696,-0.656,0.388
28.532952,0.604,-0.48,0.416
28.583,0.552,-0.444,0.522
28.632856,0.48,-0.216,0.558
28.682904,0.588,-0.112,0.672
28.732952,0.62,-0.03,0.884
28.783,0.632,0.132,0.752
28.832856,0.846,0.238,0.754
28.882904,0.752,0.244,0.592
28.932952,0.814,0.26,0.426
28.983,0.712,0.334,0.538
29.032856,0.498,0.274,0.72
29.082904,0.742,0.336,0.748
29.132952,0.752,0.226,0.628
29.183,0.83,0.352,0.574
29.233856,0.798,0.2,0.554
29.283904,0.63,0.178,0.61
29.333952,0.51,-0.102,0.564
29.384,0.85,-0.102,0.574
29.433856,0.832,-0.274,0.638
29.483904,0.79,-0.222,0.612
29.533952,0.728,-0.198,0.57
29.584,0.608,-0.216,0.656
29.633856,0.764,-0.412,0.48
29.683904,0.71,-0.318,0.596
29.733952,0.722,-0.288,0.562
29.784,0.638,-0.262,0.584
29.833856,0.718,-0.22,0.474
29.883904,0.72,-0.158,0.576
29.933952,0.736,-0.172,0.544
29.984,0.726,-0.322,0.608
30.033856,0.776,-0.404,0.62
30.083904,0.732,-0.462,0.654
30.133952,0.432,-0.742,0.794
30.184,1.318,0.192,0.368
30.234856,0.552,0.818,0.608
30.284904,0.712,0.474,0.736
30.334952,0.962,0.186,0.698
30.385,1.03,-0.078,0.784
30.434856,0.876,-0.278,0.898
30.484904,0.742,-0.542,0.864
30.534952,1.244,-0.894,0.624
30.585,1.288,-1.004,0.36
30.634856,0.646,-0.814,-0.072
30.684904,0.216,-0.796,-0.316
30.734952,0.158,-0.718,-0.406
30.785,-0.05,-0.498,-0.428
30.834856,-0.042,-0.542,-0.334
30.884904,-0.148,-0.536,-0.23
30.934952,-0.16,-0.822,-0.106
30.985,-0.338,-0.732,-0.178
31.034856,-0.386,-0.838,-0.192
31.084904,-0.366,-0.908,-0.22
31.134952,-0.418,-0.928,-0.198
31.185,-0.402,-0.96,-0.168
31.435856,-0.462,-0.84,-0.246
31.485904,-0.434,-0.88,-0.236
31.535952,-0.478,-1.008,-0.226
31.586,-0.48,-1.068,-0.222
31.635856,-0.6,-0.934,-0.272
31.685904,-0.482,-0.944,-0.176
31.735952,-0.482,-0.816,-0.242
31.786,-0.48,-0.888,-0.242
31.835856,-0.472,-0.87,-0.27
31.885904,-0.51,-0.982,-0.252
31.935952,-0.584,-0.896,-0.17
31.986,-0.528,-0.882,-0.198
32.035856,-0.462,-1.008,-0.23
32.085904,-0.538,-0.91,-0.204
32.135952,-0.614,-0.834,-0.146
32.186,-0.046,-0.684,-0.038
32.436856,0.054,-0.776,0.08
32.486904,0.408,-0.734,0.436
32.536952,0.526,-0.918,0.606
32.587,0.652,-0.742,0.954
32.636856,0.66,-0.902,1.144
32.686904,0.71,-0.722,1.138
32.736952,0.594,-0.732,1.114
32.787,0.486,-0.67,1.064
32.836856,0.542,-0.552,1.04
32.886904,0.44,-0.462,0.936
32.936952,0.476,-0.398,0.808
32.987,0.472,-0.366,0.74
33.036856,0.582,-0.358,0.7
33.086904,0.59,-0.312,0.696
33.136952,0.598,-0.316,0.73
33.187,0.55,-0.366,0.762
33.236856,0.456,-0.422,0.758
33.286904,0.408,-0.432,0.786
33.336952,0.336,-0.502,0.84
33.387,0.262,-0.482,0.738
33.437856,0.21,-0.524,0.698
33.487904,0.16,-0.488,0.73
33.537952,0.194,-0.488,0.756
33.588,0.22,-0.454,0.738
33.837856,0.31,-0.466,0.888
33.887904,0.31,-0.51,0.898
33.937952,0.306,-0.476,0.97
33.988,0.344,-0.48,1.12
34.037856,0.316,-0.376,0.894
34.087904,0.344,-0.28,0.656
34.137952,0.604,-0.242,0.868
34.188,0.624,-0.288,1.042
34.237856,0.508,-0.192,0.992
34.287904,0.488,-0.206,0.872
34.337952,0.398,-0.194,0.74
34.388,0.342,-0.216,0.706
34.438856,0.292,-0.21,0.698
34.488904,0.286,-0.2,0.78
34.538952,0.294,-0.206,0.926
34.589,0.278,-0.23,1.088
34.638856,0.268,-0.27,1.124
34.688904,0.296,-0.476,0.634
34.738952,0.288,-0.424,0.606
34.789,0.19,-0.27,1.018
34.838856,0.126,-0.328,0.91
34.888904,0.348,-0.318,0.736
34.938952,0.456,-0.344,0.702
34.989,0.344,-0.424,0.762
35.038856,0.296,-0.464,0.776
35.088904,0.304,-0.462,0.848
35.138952,0.35,-0.398,0.914
35.189,0.326,-0.39,0.912
35.238856,0.552,-0.438,1.328
35.288904,0.342,-0.286,0.852
35.338952,0.486,-0.124,1.022
35.389,0.508,-0.142,1.156
35.439856,0.338,-0.092,0.91
35.489904,0.336,-0.056,0.82
35.539952,0.318,-0.012,0.81
35.59,0.296,-0.062,0.772
35.639856,0.304,-0.14,0.84
35.689904,0.27,-0.156,0.89
35.739952,0.26,-0.236,1.026
35.79,0.28,-0.368,0.706
35.839856,0.29,-0.31,0.798
35.889904,0.248,-0.384,1.058
35.939952,0.192,-0.39,0.872
35.99,0.276,-0.304,0.674
36.039856,0.328,-0.344,0.718
36.089904,0.322,-0.368,0.922
36.139952,0.36,-0.408,1.172
36.19,0.222,-0.324,0.898
36.239856,0.254,-0.306,0.864
36.289904,0.234,-0.206,0.982
36.339952,0.23,-0.248,0.978
36.39,0.272,-0.288,0.868
36.440856,0.254,-0.23,0.724
36.490904,0.272,-0.262,0.798
36.540952,0.334,-0.296,0.848
36.591,0.386,-0.318,0.852
36.640856,0.384,-0.31,0.866
36.690904,0.374,-0.332,0.874
36.740952,0.392,-0.326,0.874
36.791,0.358,-0.32,0.882
36.840856,0.362,-0.316,0.884
36.890904,0.358,-0.308,0.9
36.940952,0.352,-0.286,0.904
36.991,0.32,-0.252,0.832
37.040856,0.3,-0.286,0.74
37.090904,0.24,-0.312,0.656
37.140952,0.188,-0.344,0.506
37.191,0.134,-0.288,0.402
37.240856,0.242,-0.274,0.762
37.290904,0.6,-0.352,1.808
37.340952,0.732,-0.258,2.366
37.391,0.488,-0.38,2.018
37.440856,0.336,-0.334,1.306
37.490904,0.294,-0.476,0.202
37.540952,0.168,-0.268,-0.064
37.591,-0.042,-0.172,-0.158
37.641856,0.002,-0.172,-0.08
37.691904,0.01,-0.152,-0.062
37.741952,0.11,-0.028,0.002
37.792,0.152,0.25,0.522
37.841856,1.426,-0.702,2.48
37.891904,0.398,-0.44,1.394
37.941952,0.928,-0.542,1.032
37.992,0.216,-0.23,2.106
38.041856,0.432,-0.604,1.882
38.091904,0.638,-0.728,1.178
38.141952,0.112,-0.562,-0.078
38.192,-0.032,-0.18,-0.06
38.241856,-0.042,0.064,-0.094
38.291904,0.102,-0.134,-0.142
38.341952,0.136,-0.29,-0.112
38.392,0.194,0.05,0.226
38.441856,0.626,-0.184,1.304
38.491904,0.526,-0.27,2.384
38.541952,0.718,-0.934,1.816
38.592,0.416,-0.614,1.096
38.642856,-0.168,-0.454,0.542
38.692904,0.088,-0.328,0.232
38.742952,0.344,-0.178,0.19
38.793,0.542,-0.23,1.214
38.842856,0.476,-0.364,1.416
38.892904,0.272,-0.23,1.0
38.942952,0.384,-0.194,0.784
38.993,0.368,-0.216,0.754
39.042856,0.248,-0.286,0.834
39.092904,0.216,-0.272,0.882
39.142952,0.294,-0.328,0.994
39.193,0.236,-0.296,0.798
39.242856,0.236,-0.286,0.882
39.292904,0.2,-0.264,0.896
39.342952,0.214,-0.248,0.954
39.393,0.214,-0.344,0.872
39.442856,0.25,-0.28,0.72
39.492904,0.23,-0.272,0.728
39.542952,0.274,-0.28,0.826
39.593,0.334,-0.326,0.904
39.643856,0.366,-0.364,0.926
39.693904,0.384,-0.414,0.922
39.743952,0.344,-0.432,0.85
39.794,0.334,-0.448,0.784
39.843856,0.318,-0.44,0.77
39.893904,0.286,-0.454,0.808
39.943952,0.264,-0.416,0.826
39.994,0.364,-0.356,1.134
