t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
4.36,-0.544,0.336,0.76,-90.0,,-88.0,-78.0
4.409856,-0.544,0.358,0.802,-90.0,,-87.0,-78.0
4.459904,-0.548,0.344,0.792,-90.0,,-87.0,-78.0
4.509952,-0.548,0.358,0.796,-90.0,,-87.0,-78.0
4.56,-0.546,0.354,0.792,-90.0,,-87.0,-78.0
4.609856,-0.538,0.352,0.8,-90.0,,-88.0,-78.0
4.659904,-0.552,0.348,0.798,-90.0,,-88.0,-78.0
4.709952,-0.538,0.358,0.792,-90.0,,-88.0,-78.0
4.76,-0.544,0.348,0.792,-90.0,,-88.0,-78.0
4.809856,-0.544,0.35,0.754,-90.0,,-87.0,-78.0
4.859904,-0.548,0.338,0.784,-90.0,,-87.0,-78.0
4.909952,-0.544,0.358,0.802,-90.0,,-87.0,-78.0
4.96,-0.552,0.36,0.79,-90.0,,-87.0,-78.0
5.009856,-0.548,0.352,0.79,-90.0,,-87.0,-78.0
5.059904,-0.548,0.34,0.802,-90.0,,-87.0,-78.0
5.109952,-0.554,0.35,0.792,-90.0,,-87.0,-78.0
5.16,-0.548,0.37,0.798,-90.0,,-87.0,-78.0
5.210856,-0.55,0.354,0.808,-90.0,,-86.0,-78.0
5.260904,-0.548,0.352,0.8,-90.0,,-86.0,-78.0
5.310952,-0.548,0.344,0.798,-90.0,,-86.0,-78.0
5.361,-0.544,0.352,0.808,-90.0,,-86.0,-78.0
5.410856,-0.542,0.364,0.796,-93.0,,-88.0,-78.0
5.460904,-0.548,0.35,0.806,-93.0,,-88.0,-78.0
5.510952,-0.544,0.352,0.802,-93.0,,-88.0,-78.0
5.561,-0.544,0.358,0.796,-93.0,,-88.0,-78.0
5.610856,-0.552,0.372,0.796,-90.0,,-87.0,-77.0
5.660904,-0.544,0.352,0.78,-90.0,,-87.0,-77.0
5.710952,-0.544,0.352,0.816,-90.0,,-87.0,-77.0
5.761,-0.538,0.358,0.806,-90.0,,-87.0,-77.0
5.810856,-0.574,0.36,0.774,-93.0,,-85.0,-79.0
5.860904,-0.584,0.38,0.76,-93.0,,-85.0,-79.0
5.910952,-0.59,0.366,0.76,-93.0,,-85.0,-79.0
5.961,-0.616,0.424,0.724,-93.0,,-85.0,-79.0
6.010856,-0.656,0.408,0.75,-89.0,,-88.0,-77.0
6.060904,-0.736,0.294,0.614,-89.0,,-88.0,-77.0
6.110952,-0.648,0.376,0.686,-89.0,,-88.0,-77.0
6.161,-0.59,0.364,0.646,-89.0,,-88.0,-77.0
6.211856,-0.532,0.39,0.652,-85.0,,-91.0,-77.0
6.261904,-0.558,0.454,0.664,-85.0,,-91.0,-77.0
6.311952,-0.584,0.48,0.68,-85.0,,-91.0,-77.0
6.362,-0.594,0.398,0.664,-85.0,,-91.0,-77.0
6.411856,-0.582,0.446,0.78,-93.0,,-88.0,-97.0
6.461904,-0.69,0.406,0.688,-93.0,,-88.0,-97.0
6.511952,-0.698,0.366,0.696,-93.0,,-88.0,-97.0
6.562,-0.65,0.374,0.676,-93.0,,-88.0,-97.0
6.611856,-0.68,0.35,0.654,-85.0,,-92.0,-81.0
6.661904,-0.692,0.368,0.632,-85.0,,-92.0,-81.0
6.711952,-0.666,0.368,0.64,-85.0,,-92.0,-81.0
6.762,-0.724,0.318,0.638,-85.0,,-92.0,-81.0
6.811856,-0.704,0.326,0.604,-89.0,,-89.0,-81.0
6.861904,-0.712,0.32,0.632,-89.0,,-89.0,-81.0
6.911952,-0.72,0.304,0.646,-89.0,,-89.0,-81.0
6.962,-0.712,0.334,0.63,-89.0,,-89.0,-81.0
7.011856,-0.698,0.334,0.626,-87.0,,-92.0,-82.0
7.061904,-0.698,0.326,0.658,-87.0,,-92.0,-82.0
7.111952,-0.72,0.334,0.6,-87.0,,-92.0,-82.0
7.162,-0.72,0.344,0.614,-87.0,,-92.0,-82.0
7.211856,-0.692,0.374,0.608,-92.0,,,-83.0
7.261904,-0.706,0.396,0.594,-92.0,,,-83.0
7.311952,-0.718,0.402,0.568,-92.0,,,-83.0
7.362,-0.692,0.414,0.604,-92.0,,,-83.0
7.412856,-0.69,0.412,0.61,-92.0,,-81.0,-83.0
7.462904,-0.7,0.376,0.576,-92.0,,-81.0,-83.0
7.512952,-0.728,0.412,0.576,-92.0,,-81.0,-83.0
7.563,-0.702,0.4,0.574,-92.0,,-81.0,-83.0
7.612856,-0.714,0.384,0.582,-93.0,,-81.0,-84.0
7.662904,-0.708,0.396,0.578,-93.0,,-81.0,-84.0
7.712952,-0.72,0.39,0.576,-93.0,,-81.0,-84.0
7.763,-0.698,0.398,0.588,-93.0,,-81.0,-84.0
7.812856,-0.706,0.404,0.6,-94.0,,-80.0,-83.0
7.862904,-0.714,0.396,0.566,-94.0,,-80.0,-83.0
7.912952,-0.722,0.39,0.568,-94.0,,-80.0,-83.0
7.963,-0.708,0.404,0.576,-94.0,,-80.0,-83.0
8.012856,-0.712,0.408,0.582,-93.0,,-80.0,-83.0
8.062904,-0.72,0.398,0.588,-93.0,,-80.0,-83.0
8.112952,-0.706,0.398,0.578,-93.0,,-80.0,-83.0
8.163,-0.708,0.386,0.574,-93.0,,-80.0,-83.0
8.212856,-0.706,0.408,0.568,-93.0,,-81.0,-83.0
8.262904,-0.714,0.402,0.562,-93.0,,-81.0,-83.0
8.312952,-0.706,0.39,0.582,-93.0,,-81.0,-83.0
8.363,-0.722,0.396,0.568,-93.0,,-81.0,-83.0
8.413856,-0.706,0.402,0.568,-91.0,,-79.0,-83.0
8.463904,-0.716,0.406,0.568,-91.0,,-79.0,-83.0
8.513952,-0.718,0.406,0.576,-91.0,,-79.0,-83.0
8.564,-0.722,0.4,0.574,-91.0,,-79.0,-83.0
8.613856,-0.71,0.412,0.582,-91.0,,-80.0,-83.0
8.663904,-0.712,0.414,0.574,-91.0,,-80.0,-83.0
8.713952,-0.714,0.406,0.574,-91.0,,-80.0,-83.0
8.764,-0.722,0.398,0.568,-91.0,,-80.0,-83.0
8.813856,-0.708,0.408,0.582,-91.0,,-80.0,-83.0
8.863904,-0.714,0.406,0.568,-91.0,,-80.0,-83.0
8.913952,-0.708,0.398,0.566,-91.0,,-80.0,-83.0
8.964,-0.706,0.406,0.568,-91.0,,-80.0,-83.0
9.013856,-0.714,0.412,0.59,-91.0,,-80.0,-83.0
9.063904,-0.706,0.408,0.582,-91.0,,-80.0,-83.0
9.113952,-0.706,0.408,0.566,-91.0,,-80.0,-83.0
9.164,-0.712,0.406,0.574,-91.0,,-80.0,-83.0
9.213856,-0.714,0.408,0.572,-91.0,,-80.0,-83.0
9.263904,-0.706,0.414,0.568,-91.0,,-80.0,-83.0
9.313952,-0.72,0.398,0.572,-91.0,,-80.0,-83.0
9.364,-0.706,0.398,0.582,-91.0,,-80.0,-83.0
9.414856,-0.706,0.402,0.582,-91.0,,-80.0,-83.0
9.464904,-0.706,0.398,0.56,-91.0,,-80.0,-83.0
9.514952,-0.712,0.398,0.572,-91.0,,-80.0,-83.0
9.565,-0.712,0.414,0.574,-91.0,,-80.0,-83.0
9.614856,-0.714,0.412,0.556,-91.0,,-80.0,-85.0
9.664904,-0.72,0.406,0.568,-91.0,,-80.0,-85.0
9.714952,-0.706,0.412,0.582,-91.0,,-80.0,-85.0
9.765,-0.718,0.406,0.574,-91.0,,-80.0,-85.0
9.814856,-0.706,0.402,0.574,-92.0,,-80.0,-83.0
9.864904,-0.704,0.414,0.572,-92.0,,-80.0,-83.0
9.914952,-0.718,0.408,0.576,-92.0,,-80.0,-83.0
9.965,-0.712,0.412,0.576,-92.0,,-80.0,-83.0
10.014856,-0.706,0.396,0.568,-91.0,,-80.0,-85.0
10.064904,-0.708,0.408,0.58,-91.0,,-80.0,-85.0
10.114952,-0.708,0.406,0.582,-91.0,,-80.0,-85.0
10.165,-0.71,0.398,0.56,-91.0,,-80.0,-85.0
10.214856,-0.708,0.414,0.574,-91.0,,-80.0,-83.0
10.264904,-0.714,0.402,0.576,-91.0,,-80.0,-83.0
10.314952,-0.712,0.408,0.556,-91.0,,-80.0,-83.0
10.365,-0.712,0.406,0.568,-91.0,,-80.0,-83.0
10.415856,-0.708,0.398,0.56,-93.0,,-80.0,-83.0
10.465904,-0.706,0.412,0.568,-93.0,,-80.0,-83.0
10.515952,-0.714,0.414,0.572,-93.0,,-80.0,-83.0
10.566,-0.712,0.408,0.574,-93.0,,-80.0,-83.0
10.615856,-0.714,0.422,0.574,-91.0,,-81.0,-83.0
10.665904,-0.704,0.408,0.576,-91.0,,-81.0,-83.0
10.715952,-0.712,0.408,0.574,-91.0,,-81.0,-83.0
10.766,-0.718,0.408,0.574,-91.0,,-81.0,-83.0
10.815856,-0.708,0.414,0.576,-92.0,,-80.0,-83.0
10.865904,-0.702,0.398,0.568,-92.0,,-80.0,-83.0
10.915952,-0.698,0.4,0.568,-92.0,,-80.0,-83.0
10.966,-0.72,0.418,0.58,-92.0,,-80.0,-83.0
11.015856,-0.712,0.416,0.574,-91.0,,-80.0,-83.0
11.065904,-0.706,0.412,0.572,-91.0,,-80.0,-83.0
11.115952,-0.714,0.402,0.568,-91.0,,-80.0,-83.0
11.166,-0.698,0.4,0.56,-91.0,,-80.0,-83.0
11.215856,-0.708,0.422,0.574,-91.0,,-81.0,-83.0
11.265904,-0.706,0.414,0.572,-91.0,,-81.0,-83.0
11.315952,-0.702,0.424,0.574,-91.0,,-81.0,-83.0
11.366,-0.702,0.414,0.562,-91.0,,-81.0,-83.0
11.416856,-0.692,0.422,0.576,-85.0,,-81.0,-83.0
11.466904,-0.69,0.454,0.582,-85.0,,-81.0,-83.0
11.516952,-0.684,0.448,0.58,-85.0,,-81.0,-83.0
11.567,-0.68,0.46,0.564,-85.0,,-81.0,-83.0
11.616856,-0.68,0.456,0.568,-84.0,,-84.0,-79.0
11.666904,-0.642,0.454,0.552,-84.0,,-84.0,-79.0
11.716952,-0.686,0.462,0.53,-84.0,,-84.0,-79.0
11.767,-0.672,0.472,0.526,-84.0,,-84.0,-79.0
11.816856,-0.68,0.496,0.556,-94.0,,-87.0,-78.0
11.866904,-0.654,0.5,0.52,-94.0,,-87.0,-78.0
11.916952,-0.666,0.51,0.56,-94.0,,-87.0,-78.0
11.967,-0.656,0.54,0.54,-94.0,,-87.0,-78.0
12.016856,-0.66,0.54,0.526,-94.0,,-87.0,-80.0
12.066904,-0.66,0.524,0.54,-94.0,,-87.0,-80.0
12.116952,-0.648,0.546,0.542,-94.0,,-87.0,-80.0
12.167,-0.634,0.54,0.542,-94.0,,-87.0,-80.0
12.216856,-0.656,0.55,0.536,-85.0,,-86.0,-82.0
12.266904,-0.63,0.55,0.528,-85.0,,-86.0,-82.0
12.316952,-0.626,0.57,0.528,-85.0,,-86.0,-82.0
12.367,-0.632,0.574,0.524,-85.0,,-86.0,-82.0
12.416856,-0.634,0.56,0.528,-85.0,,-87.0,-84.0
12.466904,-0.616,0.566,0.526,-85.0,,-87.0,-84.0
12.516952,-0.616,0.574,0.528,-85.0,,-87.0,-84.0
12.567,-0.612,0.568,0.536,-85.0,,-87.0,-84.0
12.617856,-0.622,0.576,0.53,-85.0,,-87.0,-83.0
12.667904,-0.626,0.568,0.518,-85.0,,-87.0,-83.0
12.717952,-0.622,0.568,0.524,-85.0,,-87.0,-83.0
12.768,-0.616,0.56,0.52,-85.0,,-87.0,-83.0
12.817856,-0.616,0.588,0.54,-84.0,,-87.0,-84.0
12.867904,-0.626,0.59,0.518,-84.0,,-87.0,-84.0
12.917952,-0.626,0.584,0.536,-84.0,,-87.0,-84.0
12.968,-0.608,0.572,0.55,-84.0,,-87.0,-84.0
13.017856,-0.612,0.59,0.526,-85.0,,-86.0,-83.0
13.067904,-0.606,0.582,0.524,-85.0,,-86.0,-83.0
13.117952,-0.62,0.582,0.536,-85.0,,-86.0,-83.0
13.168,-0.622,0.57,0.536,-85.0,,-86.0,-83.0
13.217856,-0.62,0.578,0.524,,,-86.0,-82.0
13.267904,-0.626,0.562,0.524,,,-86.0,-82.0
13.317952,-0.612,0.574,0.52,,,-86.0,-82.0
13.368,-0.632,0.56,0.534,,,-86.0,-82.0
13.417856,-0.622,0.574,0.542,-85.0,,-87.0,-82.0
13.467904,-0.624,0.574,0.528,-85.0,,-87.0,-82.0
13.517952,-0.624,0.574,0.53,-85.0,,-87.0,-82.0
13.568,-0.626,0.572,0.542,-85.0,,-87.0,-82.0
13.618856,-0.618,0.566,0.528,-85.0,,-87.0,-82.0
13.668904,-0.61,0.576,0.534,-85.0,,-87.0,-82.0
13.718952,-0.616,0.576,0.536,-85.0,,-87.0,-82.0
13.769,-0.612,0.574,0.528,-85.0,,-87.0,-82.0
13.818856,-0.622,0.562,0.528,-85.0,,-87.0,-82.0
13.868904,-0.616,0.574,0.524,-85.0,,-87.0,-82.0
13.918952,-0.616,0.574,0.546,-85.0,,-87.0,-82.0
13.969,-0.612,0.574,0.526,-85.0,,-87.0,-82.0
14.018856,-0.616,0.574,0.526,-85.0,,-86.0,-82.0
14.068904,-0.622,0.546,0.532,-85.0,,-86.0,-82.0
14.118952,-0.616,0.576,0.528,-85.0,,-86.0,-82.0
14.169,-0.612,0.568,0.536,-85.0,,-86.0,-82.0
14.218856,-0.618,0.572,0.536,,,-86.0,-82.0
14.268904,-0.616,0.56,0.54,,,-86.0,-82.0
14.318952,-0.616,0.562,0.54,,,-86.0,-82.0
14.369,-0.618,0.566,0.54,,,-86.0,-82.0
14.418856,-0.612,0.574,0.536,,,-87.0,-82.0
14.468904,-0.616,0.566,0.536,,,-87.0,-82.0
14.518952,-0.626,0.552,0.54,,,-87.0,-82.0
14.569,-0.62,0.572,0.516,,,-87.0,-82.0
14.619856,-0.616,0.568,0.552,-85.0,,,-82.0
14.669904,-0.616,0.57,0.542,-85.0,,,-82.0
14.719952,-0.61,0.582,0.542,-85.0,,,-82.0
14.77,-0.616,0.572,0.546,-85.0,,,-82.0
14.819856,-0.618,0.56,0.53,-85.0,,-88.0,-82.0
14.869904,-0.626,0.582,0.54,-85.0,,-88.0,-82.0
14.919952,-0.616,0.568,0.534,-85.0,,-88.0,-82.0
14.97,-0.624,0.568,0.536,-85.0,,-88.0,-82.0
15.019856,-0.624,0.576,0.536,,,-92.0,-82.0
15.069904,-0.616,0.558,0.534,,,-92.0,-82.0
15.119952,-0.63,0.556,0.53,,,-92.0,-82.0
15.17,-0.618,0.574,0.536,,,-92.0,-82.0
15.219856,-0.624,0.574,0.544,,,-86.0,-88.0
15.269904,-0.624,0.556,0.518,,,-86.0,-88.0
15.319952,-0.626,0.57,0.536,,,-86.0,-88.0
15.37,-0.624,0.56,0.534,,,-86.0,-88.0
15.419856,-0.62,0.566,0.536,,,-87.0,-82.0
15.469904,-0.636,0.566,0.55,,,-87.0,-82.0
15.519952,-0.624,0.568,0.536,,,-87.0,-82.0
15.57,-0.632,0.562,0.52,,,-87.0,-82.0
15.620856,-0.634,0.558,0.536,,,-86.0,-82.0
15.670904,-0.624,0.56,0.544,,,-86.0,-82.0
15.720952,-0.626,0.574,0.542,,,-86.0,-82.0
15.771,-0.63,0.56,0.534,,,-86.0,-82.0
15.820856,-0.62,0.566,0.518,,,-88.0,-82.0
15.870904,-0.618,0.568,0.542,,,-88.0,-82.0
15.920952,-0.626,0.56,0.54,,,-88.0,-82.0
15.971,-0.622,0.566,0.542,,,-88.0,-82.0
16.020856,-0.616,0.568,0.53,,,-87.0,-82.0
16.070904,-0.624,0.56,0.542,,,-87.0,-82.0
16.120952,-0.622,0.568,0.544,,,-87.0,-82.0
16.171,-0.632,0.55,0.552,,,-87.0,-82.0
16.220856,-0.624,0.566,0.558,-82.0,,-86.0,-80.0
16.270904,-0.616,0.574,0.542,-82.0,,-86.0,-80.0
16.320952,-0.616,0.578,0.536,-82.0,,-86.0,-80.0
16.371,-0.618,0.574,0.536,-82.0,,-86.0,-80.0
16.420856,-0.58,0.602,0.556,-82.0,,-86.0,-80.0
16.470904,-0.608,0.606,0.584,-82.0,,-86.0,-80.0
16.520952,-0.648,0.638,0.632,-82.0,,-86.0,-80.0
16.571,-0.608,0.668,0.564,-82.0,,-86.0,-80.0
16.621856,-0.432,0.656,0.638,-84.0,,-88.0,-78.0
16.671904,-0.352,0.584,0.622,-84.0,,-88.0,-78.0
16.721952,-0.376,0.562,0.524,-84.0,,-88.0,-78.0
16.772,-0.424,0.51,0.614,-84.0,,-88.0,-78.0
16.821856,-0.552,0.62,0.598,-95.0,,-89.0,-79.0
16.871904,-0.578,0.596,0.67,-95.0,,-89.0,-79.0
16.921952,-0.546,0.582,0.678,-95.0,,-89.0,-79.0
16.972,-0.528,0.576,0.71,-95.0,,-89.0,-79.0
17.021856,-0.5,0.516,0.766,,,-91.0,-80.0
17.071904,-0.466,0.544,0.734,,,-91.0,-80.0
17.121952,-0.474,0.53,0.672,,,-91.0,-80.0
17.172,-0.516,0.59,0.71,,,-91.0,-80.0
17.221856,-0.482,0.472,0.736,,,,-78.0
17.271904,-0.526,0.568,0.708,,,,-78.0
17.321952,-0.512,0.542,0.696,,,,-78.0
17.372,-0.548,0.608,0.706,,,,-78.0
17.421856,-0.61,0.716,0.686,-95.0,,-85.0,-77.0
17.471904,-0.59,0.784,0.718,-95.0,,-85.0,-77.0
17.521952,-0.59,0.704,0.744,-95.0,,-85.0,-77.0
17.572,-0.452,0.698,0.6,-95.0,,-85.0,-77.0
17.621856,-0.388,0.672,0.528,-86.0,,-83.0,-83.0
17.671904,-0.354,0.684,0.486,-86.0,,-83.0,-83.0
17.721952,-0.338,0.728,0.516,-86.0,,-83.0,-83.0
17.772,-0.346,0.696,0.54,-86.0,,-83.0,-83.0
17.822856,-0.34,0.686,0.486,-81.0,,-79.0,-78.0
17.872904,-0.41,0.64,0.526,-81.0,,-79.0,-78.0
17.922952,-0.544,0.694,0.564,-81.0,,-79.0,-78.0
17.973,-0.554,0.614,0.7,-81.0,,-79.0,-78.0
18.022856,-0.498,0.542,0.694,-80.0,,-79.0,-77.0
18.072904,-0.458,0.47,0.768,-80.0,,-79.0,-77.0
18.122952,-0.386,0.422,0.772,-80.0,,-79.0,-77.0
18.173,-0.446,0.446,0.75,-80.0,,-79.0,-77.0
18.222856,-0.602,0.448,0.816,-83.0,,-78.0,-78.0
18.272904,-0.656,0.524,0.736,-83.0,,-78.0,-78.0
18.322952,-0.612,0.492,0.702,-83.0,,-78.0,-78.0
18.373,-0.53,0.486,0.61,-83.0,,-78.0,-78.0
18.422856,-0.522,0.55,0.67,-84.0,,-77.0,-77.0
18.472904,-0.462,0.556,0.664,-84.0,,-77.0,-77.0
18.522952,-0.36,0.502,0.686,-84.0,,-77.0,-77.0
18.573,-0.226,0.422,0.518,-84.0,,-77.0,-77.0
18.622856,-0.186,0.498,0.468,-81.0,,-81.0,-69.0
18.672904,-0.208,0.824,0.656,-81.0,,-81.0,-69.0
18.722952,-0.506,1.036,0.94,-81.0,,-81.0,-69.0
18.773,-0.424,0.902,0.764,-81.0,,-81.0,-69.0
18.823856,-0.226,0.678,0.68,-88.0,,-84.0,-72.0
18.873904,-0.296,0.626,0.668,-88.0,,-84.0,-72.0
18.923952,-0.34,0.614,0.582,-88.0,,-84.0,-72.0
18.974,-0.354,0.472,0.558,-88.0,,-84.0,-72.0
19.023856,-0.304,0.44,0.464,-81.0,,-77.0,-68.0
19.073904,-0.352,0.608,0.496,-81.0,,-77.0,-68.0
19.123952,-0.692,0.71,0.572,-81.0,,-77.0,-68.0
19.174,-0.884,0.684,0.654,-81.0,,-77.0,-68.0
19.223856,-1.008,0.608,0.496,-81.0,,-81.0,-68.0
19.273904,-0.898,0.376,0.496,-81.0,,-81.0,-68.0
19.323952,-0.784,0.386,0.384,-81.0,,-81.0,-68.0
19.374,-0.676,0.286,0.376,-81.0,,-81.0,-68.0
19.423856,-0.696,0.344,0.416,-80.0,,-85.0,-70.0
19.473904,-0.676,0.37,0.446,-80.0,,-85.0,-70.0
19.523952,-0.648,0.368,0.43,-80.0,,-85.0,-70.0
19.574,-0.656,0.414,0.524,-80.0,,-85.0,-70.0
19.623856,-0.658,0.434,0.562,-83.0,,-75.0,-77.0
19.673904,-0.706,0.47,0.6,-83.0,,-75.0,-77.0
19.723952,-0.746,0.498,0.608,-83.0,,-75.0,-77.0
19.774,-0.794,0.472,0.582,-83.0,,-75.0,-77.0
19.824856,-0.84,0.502,0.544,-86.0,,-90.0,-76.0
19.874904,-0.986,0.658,0.562,-86.0,,-90.0,-76.0
19.924952,-0.904,0.67,0.462,-86.0,,-90.0,-76.0
19.975,-0.976,0.59,0.352,-86.0,,-90.0,-76.0
20.024856,-0.946,0.518,0.288,-89.0,,-82.0,-80.0
20.074904,-0.824,0.492,0.3,-89.0,,-82.0,-80.0
20.124952,-0.72,0.448,0.294,-89.0,,-82.0,-80.0
20.175,-0.636,0.438,0.304,-89.0,,-82.0,-80.0
20.224856,-0.546,0.414,0.312,-94.0,,-80.0,-78.0
20.274904,-0.552,0.376,0.332,-94.0,,-80.0,-78.0
20.324952,-0.596,0.406,0.36,-94.0,,-80.0,-78.0
20.375,-0.688,0.444,0.39,-94.0,,-80.0,-78.0
20.424856,-0.756,0.45,0.376,-80.0,,-79.0,-81.0
20.474904,-0.862,0.412,0.318,-80.0,,-79.0,-81.0
20.524952,-1.048,0.438,0.406,-80.0,,-79.0,-81.0
20.575,-0.98,0.422,0.384,-80.0,,-79.0,-81.0
20.624856,-1.18,0.268,0.12,-84.0,,-81.0,-74.0
20.674904,-0.926,0.29,0.176,-84.0,,-81.0,-74.0
20.724952,-0.672,0.366,0.334,-84.0,,-81.0,-74.0
20.775,-0.616,0.376,0.374,-84.0,,-81.0,-74.0
20.825856,-0.592,0.368,0.4,-87.0,,-85.0,-86.0
20.875904,-0.532,0.494,0.504,-87.0,,-85.0,-86.0
20.925952,-0.61,0.59,0.61,-87.0,,-85.0,-86.0
20.976,-0.8,0.672,0.64,-87.0,,-85.0,-86.0
