t,x,y,z
12.053856,0.902,-0.354,0.1
12.103904,0.926,-0.368,0.112
12.153952,0.91,-0.362,0.114
12.204,0.91,-0.366,0.104
12.253856,0.91,-0.362,0.108
12.303904,0.912,-0.354,0.102
12.353952,0.918,-0.37,0.108
12.404,0.912,-0.37,0.098
12.454856,0.908,-0.372,0.114
12.504904,0.918,-0.368,0.112
12.554952,0.912,-0.36,0.096
12.605,0.92,-0.366,0.098
12.654856,0.92,-0.372,0.11
12.704904,0.914,-0.36,0.104
12.754952,0.91,-0.362,0.112
12.805,0.914,-0.378,0.098
12.854856,0.918,-0.378,0.102
12.904904,0.91,-0.366,0.126
12.954952,0.914,-0.368,0.096
13.005,0.92,-0.366,0.096
13.054856,0.92,-0.366,0.096
13.104904,0.902,-0.36,0.102
13.154952,0.914,-0.36,0.108
13.205,0.888,-0.368,0.12
13.254856,0.908,-0.366,0.088
13.304904,0.926,-0.356,0.102
13.354952,0.92,-0.366,0.088
13.405,0.92,-0.354,0.096
13.455856,0.91,-0.354,0.102
13.505904,0.91,-0.362,0.096
13.555952,0.91,-0.346,0.102
13.606,0.92,-0.36,0.096
13.655856,0.918,-0.372,0.096
13.705904,0.908,-0.36,0.108
13.755952,0.918,-0.338,0.08
13.806,0.92,-0.36,0.088
13.855856,0.926,-0.362,0.088
13.905904,0.914,-0.352,0.1
13.955952,0.92,-0.37,0.092
14.006,0.918,-0.362,0.096
14.055856,0.916,-0.36,0.102
14.105904,0.92,-0.36,0.104
14.155952,0.918,-0.36,0.108
14.206,0.914,-0.354,0.082
14.255856,0.914,-0.372,0.132
14.305904,0.91,-0.366,0.102
14.355952,0.912,-0.368,0.11
14.406,0.914,-0.368,0.092
14.455856,0.92,-0.372,0.108
14.505904,0.914,-0.37,0.102
14.555952,0.91,-0.36,0.104
14.606,0.91,-0.368,0.096
14.656856,0.914,-0.378,0.092
14.706904,0.908,-0.364,0.098
14.756952,0.904,-0.366,0.112
14.807,0.906,-0.36,0.126
14.856856,0.908,-0.36,0.096
14.906904,0.91,-0.37,0.096
14.956952,0.912,-0.36,0.096
15.007,0.912,-0.366,0.096
15.056856,0.918,-0.368,0.098
15.106904,0.914,-0.368,0.108
15.156952,0.91,-0.368,0.108
15.207,0.91,-0.366,0.094
15.256856,0.896,-0.368,0.096
15.306904,0.912,-0.366,0.102
15.356952,0.914,-0.36,0.104
15.407,0.912,-0.356,0.092
15.456856,0.914,-0.368,0.114
15.506904,0.902,-0.354,0.098
15.556952,0.924,-0.368,0.088
15.607,0.91,-0.354,0.102
15.657856,0.924,-0.354,0.1
15.707904,0.896,-0.36,0.08
15.757952,0.918,-0.356,0.096
15.808,0.882,-0.356,0.082
15.857856,0.926,-0.354,0.088
15.907904,0.924,-0.344,0.098
15.957952,0.924,-0.346,0.08
16.008,0.92,-0.346,0.088
16.057856,0.918,-0.338,0.078
16.107904,0.928,-0.338,0.092
16.157952,0.942,-0.34,0.094
16.208,0.928,-0.352,0.092
16.257856,0.92,-0.33,0.098
16.307904,0.918,-0.352,0.094
16.357952,0.924,-0.362,0.102
16.408,0.912,-0.36,0.104
16.457856,0.934,-0.368,0.112
16.507904,0.924,-0.352,0.132
16.557952,0.92,-0.352,0.12
16.608,0.902,-0.37,0.092
16.658856,0.908,-0.398,0.104
16.708904,0.908,-0.386,0.098
16.758952,0.898,-0.362,0.086
16.809,0.91,-0.338,0.098
16.858856,0.934,-0.36,0.092
16.908904,0.902,-0.378,0.064
16.958952,0.888,-0.388,0.054
17.009,0.894,-0.366,0.056
17.058856,0.892,-0.346,0.032
17.108904,0.896,-0.378,0.052
17.158952,0.894,-0.41,0.048
17.209,0.87,-0.4,0.03
17.258856,0.87,-0.4,0.048
17.308904,0.88,-0.394,0.05
17.358952,0.88,-0.456,0.044
17.409,0.914,-0.468,0.024
17.458856,0.888,-0.44,0.032
17.508904,0.86,-0.442,-0.002
17.558952,0.882,-0.45,-0.004
17.609,0.894,-0.424,0.016
17.659856,0.904,-0.434,0.038
17.709904,0.864,-0.456,0.048
17.759952,0.892,-0.464,0.048
17.81,0.88,-0.424,0.014
17.859856,0.882,-0.416,0.036
17.909904,0.886,-0.436,0.048
17.959952,0.886,-0.448,0.044
18.01,0.88,-0.426,0.048
18.059856,0.89,-0.434,0.034
18.109904,0.878,-0.432,0.04
18.159952,0.898,-0.424,0.032
18.21,0.896,-0.42,0.04
18.259856,0.862,-0.458,0.034
18.309904,0.87,-0.432,0.03
18.359952,0.88,-0.424,0.038
18.41,0.872,-0.442,0.024
18.459856,0.88,-0.434,0.038
18.509904,0.894,-0.424,0.032
18.559952,0.896,-0.434,0.032
18.61,0.88,-0.424,0.028
18.660856,0.888,-0.43,0.024
18.710904,0.886,-0.424,0.012
18.760952,0.896,-0.42,0.016
18.811,0.898,-0.426,-0.002
18.860856,0.902,-0.424,0.006
18.910904,0.898,-0.424,-0.004
18.960952,0.894,-0.418,0.014
19.011,0.908,-0.41,0.022
19.060856,0.934,-0.448,0.044
19.110904,0.876,-0.41,0.03
19.160952,0.882,-0.442,0.032
19.211,0.88,-0.458,0.018
19.260856,0.854,-0.434,0.036
19.310904,0.846,-0.394,0.048
19.360952,0.902,-0.386,0.06
19.411,0.91,-0.414,0.062
19.460856,0.88,-0.42,0.056
19.510904,0.882,-0.416,0.066
19.560952,0.902,-0.416,0.072
19.611,0.908,-0.4,0.056
19.660856,0.892,-0.396,0.054
19.710904,0.902,-0.386,0.05
19.760952,0.892,-0.376,0.014
19.811,0.908,-0.338,-0.026
19.861856,0.87,-0.318,-0.024
19.911904,0.962,-0.324,0.03
19.961952,0.94,-0.324,0.064
20.012,0.94,-0.314,0.024
20.061856,0.924,-0.302,0.006
20.111904,0.926,-0.354,0.054
20.161952,0.898,-0.354,0.078
20.212,0.888,-0.32,0.114
20.261856,0.974,-0.402,0.12
20.311904,0.992,-0.434,0.12
20.361952,0.928,-0.428,0.15
20.412,0.856,-0.41,0.16
20.461856,0.83,-0.378,0.102
20.511904,0.872,-0.35,0.082
20.561952,0.946,-0.346,0.12
20.612,0.952,-0.328,0.118
20.661856,0.906,-0.354,0.132
20.711904,0.884,-0.36,0.13
20.761952,0.876,-0.388,0.13
20.812,0.894,-0.384,0.108
20.862856,0.892,-0.4,0.096
20.912904,0.892,-0.424,0.112
20.962952,0.92,-0.368,0.082
21.013,0.908,-0.356,0.096
21.062856,0.92,-0.392,0.094
21.112904,0.886,-0.362,0.006
21.162952,0.972,-0.312,0.102
21.213,0.976,-0.242,0.072
21.262856,1.042,-0.442,0.072
21.312904,0.924,-0.516,0.088
21.362952,0.744,-0.36,0.062
21.413,0.724,-0.456,-0.1
21.462856,0.914,-0.628,-0.1
21.512904,0.822,-0.626,-0.072
21.562952,0.79,-0.482,0.03
21.662856,1.006,-0.394,0.004
21.712904,1.016,-0.358,-0.072
21.762952,0.83,-0.354,0.088
21.813,0.934,-0.434,0.242
21.863856,0.966,-0.466,0.226
21.913904,0.838,-0.532,0.132
21.963952,0.732,-0.442,0.038
22.014,0.814,-0.416,0.08
22.063856,0.92,-0.41,0.152
22.113904,0.882,-0.404,0.182
22.163952,0.798,-0.418,0.204
22.214,0.758,-0.482,0.248
22.263856,1.038,-0.702,0.168
22.313904,0.92,-0.594,-0.28
22.363952,1.08,0.006,0.646
22.414,1.084,-0.456,-0.008
22.463856,0.832,-0.27,-0.21
22.513904,0.828,-0.264,-0.162
22.563952,0.994,-0.116,-0.018
22.614,0.966,-0.16,-0.05
22.663856,0.864,-0.218,-0.146
22.713904,0.902,-0.184,-0.08
22.763952,0.992,-0.272,-0.034
22.814,0.968,-0.368,-0.114
22.864856,0.91,-0.434,-0.116
22.914904,0.88,-0.432,-0.034
22.964952,0.96,-0.564,0.014
23.015,0.958,-0.546,-0.018
23.064856,1.118,-0.466,-0.064
23.114904,1.014,-0.424,-0.104
23.164952,0.814,-0.436,-0.106
23.215,0.792,-0.222,-0.016
23.264856,1.04,-0.344,0.36
23.314904,0.882,-0.452,0.1
23.364952,0.638,-0.372,-0.014
23.415,0.638,-0.496,0.128
23.464856,0.626,-0.564,0.134
23.514904,0.678,-0.468,0.184
23.564952,0.798,-0.42,0.278
23.615,0.962,-0.654,0.344
23.664856,1.106,-0.99,0.274
23.714904,1.078,-0.546,-0.08
23.764952,0.902,-0.336,0.124
23.815,0.816,-0.12,0.104
23.865856,0.944,-0.308,-0.234
23.915904,1.022,-0.296,-0.254
23.965952,0.926,-0.336,-0.116
24.016,0.804,-0.34,-0.036
24.065856,0.838,-0.35,-0.1
24.115904,0.924,-0.41,-0.17
24.165952,0.984,-0.426,-0.078
24.216,0.952,-0.52,-0.082
24.265856,0.9,-0.516,-0.158
24.315904,0.812,-0.51,-0.252
24.365952,0.936,-0.554,-0.284
24.416,0.926,-0.654,-0.2
24.465856,0.76,-0.574,0.142
24.515904,0.696,-0.544,0.3
24.565952,0.76,-0.258,0.278
24.616,0.93,-0.372,0.16
24.665856,0.93,-0.344,0.028
24.715904,0.818,-0.362,0.024
24.765952,0.78,-0.386,0.048
24.816,0.744,-0.34,0.072
24.865856,0.862,-0.378,0.014
24.915904,1.136,-0.35,-0.064
24.965952,1.096,-0.33,0.034
25.016,1.158,-0.654,0.018
25.116904,0.706,-0.362,-0.064
25.166952,0.792,-0.416,-0.088
25.217,0.896,-0.464,-0.052
25.266856,0.944,-0.388,-0.128
25.316904,0.87,-0.296,-0.206
25.366952,0.84,-0.378,-0.116
25.417,0.844,-0.416,-0.046
25.466856,0.88,-0.496,0.07
25.516904,1.046,-0.568,0.352
25.566952,0.956,-0.616,0.192
25.617,0.812,-0.538,0.222
25.666856,0.75,-0.372,0.162
25.716904,0.758,-0.506,0.096
25.766952,0.76,-0.448,0.054
25.817,0.816,-0.354,0.118
25.866856,0.914,-0.362,0.162
25.916904,0.972,-0.354,0.13
25.966952,1.11,-0.332,-0.036
26.017,0.91,-0.238,-0.08
26.067856,0.908,-0.366,0.056
26.117904,0.94,0.39,0.012
26.167952,0.896,-0.602,-0.136
26.218,0.85,-0.544,-0.024
26.267856,0.856,-0.442,0.05
26.317904,0.886,-0.49,-0.052
26.367952,0.918,-0.45,0.018
26.418,0.888,-0.464,0.008
26.467856,0.864,-0.488,-0.018
26.517904,0.834,-0.51,-0.036
26.567952,0.824,-0.498,-0.048
26.618,0.85,-0.506,-0.026
26.667856,0.846,-0.464,-0.016
26.717904,0.844,-0.382,0.016
26.767952,0.976,-0.34,0.126
26.818,1.048,-0.288,0.108
26.867856,0.912,-0.34,0.076
26.917904,0.92,-0.328,0.13
26.967952,0.966,-0.442,0.216
27.018,0.906,-0.42,0.274
27.068856,0.798,-0.408,0.248
27.118904,0.824,-0.474,0.204
27.168952,0.838,-0.528,0.168
27.219,0.87,-0.398,0.156
27.268856,0.888,-0.312,0.166
27.318904,0.846,-0.264,0.142
27.368952,0.86,-0.264,0.126
27.419,0.934,-0.4,0.146
27.468856,0.946,-0.354,0.19
27.518904,0.984,-0.28,0.184
27.568952,0.998,-0.308,0.108
27.619,1.01,-0.306,0.078
27.668856,1.116,-0.478,0.136
27.718904,1.04,-0.36,0.136
27.768952,0.978,-0.336,0.062
27.819,0.798,-0.308,-0.082
27.868856,0.864,-0.402,-0.12
27.918904,0.838,-0.384,-0.224
27.968952,0.872,-0.57,-0.288
28.019,0.824,-0.562,-0.168
28.069856,0.786,-0.64,-0.052
28.119904,0.748,-0.61,0.014
28.169952,0.748,-0.552,-0.144
28.22,0.822,-0.5,-0.168
28.269856,0.818,-0.41,-0.174
28.319904,0.774,-0.49,-0.178
28.369952,0.696,-0.522,-0.024
28.42,0.63,-0.548,0.086
28.469856,0.62,-0.562,0.108
28.519904,0.742,-0.544,0.096
28.569952,0.886,-0.492,0.07
28.62,1.056,-0.522,0.124
28.669856,1.106,-0.484,0.224
28.719904,1.022,-0.388,0.306
28.769952,0.962,-0.36,0.322
28.82,0.934,-0.386,0.318
28.869856,0.978,-0.464,0.384
28.919904,0.926,-0.378,0.268
28.969952,1.04,-0.464,0.176
29.02,1.104,-0.53,0.124
29.069856,1.048,-0.434,0.038
29.119904,1.096,-0.304,-0.024
29.169952,1.03,-0.206,-0.002
29.22,0.87,-0.24,0.028
29.270856,0.792,-0.264,0.022
29.320904,0.72,-0.228,0.038
29.370952,0.736,-0.238,0.098
29.421,0.912,-0.306,0.212
29.470856,0.99,-0.26,0.22
29.520904,1.154,-0.256,0.316
29.570952,1.212,-0.306,0.294
29.621,0.918,-0.506,0.38
29.670856,0.966,-0.544,0.408
29.720904,0.896,-0.464,0.286
29.770952,0.816,-0.494,0.248
29.821,0.764,-0.434,0.166
29.870856,0.814,-0.424,0.164
29.920904,0.882,-0.51,0.144
29.970952,0.872,-0.528,0.112
30.021,0.91,-0.468,0.126
30.070856,1.03,-0.41,0.062
30.120904,1.294,-0.434,-0.136
30.170952,1.246,-0.378,-0.144
30.221,0.974,-0.37,-0.206
30.271856,1.008,-0.412,-0.276
30.321904,1.1,-0.61,-0.356
30.371952,0.968,-0.618,-0.314
30.422,0.718,-0.586,-0.196
30.471856,0.598,-0.61,-0.076
30.521904,0.686,-0.834,-0.082
30.571952,0.68,-0.546,0.116
30.622,0.578,-0.54,0.338
30.671856,0.558,-0.506,0.398
30.721904,0.694,-0.692,0.51
30.771952,0.768,-0.48,0.51
30.822,0.784,-0.608,0.644
30.871856,0.652,-0.538,0.652
30.921904,0.646,-0.554,0.498
30.971952,0.758,-0.232,0.606
31.022,0.83,-0.552,0.376
31.071856,0.776,-0.592,0.48
31.121904,0.574,-0.392,0.552
31.171952,0.742,-0.522,0.664
31.222,0.716,-0.65,0.732
31.272856,0.51,-0.48,0.592
31.322904,0.672,-0.532,0.472
31.372952,0.656,-0.548,0.552
31.423,0.674,-0.562,0.652
31.472856,0.68,-0.552,0.59
31.522904,0.674,-0.616,0.54
31.572952,0.696,-0.596,0.504
31.623,0.704,-0.616,0.408
31.672856,0.688,-0.592,0.268
31.722904,0.696,-0.602,0.36
31.772952,0.742,-0.784,0.352
31.823,0.684,-0.624,0.28
31.872856,0.558,-0.37,0.096
31.922904,0.838,-0.712,0.51
31.972952,0.992,-0.692,0.534
32.023,0.92,-0.586,0.398
32.072856,0.728,-0.624,0.39
32.122904,0.604,-0.676,0.398
32.172952,0.632,-0.624,0.44
32.223,0.774,-0.506,0.534
32.273856,0.85,-0.442,0.624
32.323904,0.604,-0.656,0.064
32.373952,0.528,-0.826,0.534
32.424,0.466,-0.57,0.46
32.473856,0.872,-0.65,0.688
32.523904,0.912,-0.424,0.496
32.573952,0.718,-0.474,0.286
32.624,0.736,-0.396,0.432
32.673856,0.784,-0.334,0.598
32.723904,0.738,-0.424,0.568
32.773952,0.732,-0.482,0.494
32.824,0.764,-0.482,0.502
32.873856,0.794,-0.57,0.456
32.923904,0.704,-0.522,0.464
32.973952,0.694,-0.574,0.574
33.024,0.706,-0.434,0.786
33.073856,0.684,-0.584,0.652
33.123904,0.642,-0.706,0.472
33.173952,0.504,-0.702,0.376
33.224,0.536,-1.018,0.264
33.274856,0.352,-0.942,0.172
33.324904,0.248,-0.862,0.2
33.374952,0.262,-0.96,0.268
33.425,0.19,-0.634,0.418
33.474856,0.162,-0.816,0.39
33.524904,0.32,-0.894,0.39
33.574952,0.414,-1.134,0.198
33.625,0.432,-0.88,0.188
33.674856,0.44,-0.674,-0.16
33.724904,0.486,-0.848,-0.398
33.774952,0.428,-1.114,-0.05
33.825,0.262,-0.948,-0.034
33.874856,0.39,-0.986,-0.03
33.924904,0.536,-0.936,-0.03
33.974952,0.6,-0.77,-0.098
34.025,0.664,-0.916,-0.144
34.074856,0.678,-0.606,-0.03
34.124904,0.648,-0.93,-0.06
34.174952,0.462,-0.874,-0.24
34.225,0.432,-0.57,-0.1
34.274856,0.572,-0.612,-0.084
34.324904,0.7,-0.612,-0.226
34.374952,0.716,-0.656,-0.22
34.425,0.83,-0.84,-0.018
34.475856,0.674,-0.734,-0.18
34.525904,0.728,-0.956,-0.48
34.575952,0.704,-0.698,-0.212
34.626,0.672,-0.69,-0.16
34.675856,0.68,-0.8,-0.132
34.725904,0.604,-0.666,-0.114
34.775952,0.608,-0.762,-0.142
34.826,0.604,-0.722,-0.188
34.875856,0.588,-0.718,-0.084
34.925904,0.622,-0.786,-0.05
34.975952,0.622,-0.762,-0.034
35.026,0.792,-0.656,-0.014
35.075856,0.598,-0.746,-0.104
35.125904,0.6,-0.77,-0.08
35.175952,0.632,-0.832,0.068
35.226,0.614,-0.784,-0.016
35.275856,0.574,-0.754,-0.058
35.325904,0.566,-0.756,0.038
35.375952,0.568,-0.73,0.144
35.426,0.664,-0.776,0.198
35.476856,0.748,-0.712,0.402
35.526904,0.76,-0.61,-0.08
35.576952,0.518,-0.89,0.384
35.627,0.684,-0.672,0.16
35.676856,0.672,-0.894,0.354
35.726904,0.696,-0.456,0.352
35.776952,0.6,-0.888,0.022
35.827,0.636,-0.568,0.216
35.876856,0.662,-1.236,-0.056
35.926904,0.646,-0.554,0.146
35.976952,0.636,-0.832,0.082
36.027,0.662,-0.882,-0.01
36.076856,0.66,-0.722,-0.158
36.126904,0.668,-0.734,-0.094
36.176952,0.656,-0.744,0.006
36.227,0.662,-0.704,0.03
36.276856,0.668,-0.722,0.028
36.326904,0.664,-0.544,-0.008
36.376952,0.718,-0.61,-0.018
36.427,0.74,-0.548,-0.032
36.477856,0.726,-0.626,-0.008
36.527904,0.752,-0.636,-0.026
36.577952,0.824,-0.57,0.006
36.628,0.854,-0.552,-0.016
36.677856,0.926,-0.506,0.044
36.727904,0.944,-0.602,0.066
36.777952,0.934,-0.546,0.096
36.828,0.934,-0.538,0.112
36.877856,0.934,-0.574,0.116
36.927904,0.924,-0.554,0.134
36.977952,0.92,-0.514,0.126
37.028,0.902,-0.446,0.136
37.077856,0.944,-0.4,0.11
37.127904,0.96,-0.366,0.102
37.177952,0.984,-0.32,0.06
37.228,0.998,-0.3,0.032
37.277856,0.958,-0.286,0.024
37.327904,0.88,-0.312,0.08
37.377952,0.792,-0.328,0.144
37.428,0.8,-0.302,0.208
37.478856,0.818,-0.232,0.28
37.528904,0.888,-0.274,0.294
37.578952,0.966,-0.346,0.316
37.629,0.972,-0.408,0.344
37.678856,0.96,-0.456,0.39
37.728904,0.896,-0.424,0.368
37.778952,0.88,-0.44,0.35
37.829,0.87,-0.462,0.294
37.878856,0.828,-0.464,0.28
37.928904,0.818,-0.456,0.236
37.978952,0.87,-0.464,0.21
38.029,0.96,-0.468,0.166
38.078856,1.03,-0.45,0.118
38.128904,0.93,-0.436,0.084
38.178952,0.958,-0.45,0.078
38.229,0.96,-0.394,0.052
38.278856,1.186,-0.362,0.016
38.328904,1.182,-0.244,-0.044
38.378952,0.944,-0.244,-0.066
38.429,0.866,-0.35,-0.026
38.479856,0.818,-0.376,0.038
38.529904,0.886,-0.314,0.12
38.579952,0.844,-0.17,0.176
38.63,0.894,-0.18,0.27
38.679856,1.062,-0.216,0.29
38.729904,1.23,-0.17,0.294
38.779952,1.106,-0.356,0.364
38.83,0.984,-0.498,0.412
38.879856,0.914,-0.35,0.412
38.929904,0.924,-0.306,0.384
38.979952,0.844,-0.354,0.294
39.03,0.764,-0.382,0.252
39.079856,0.732,-0.36,0.24
39.129904,0.782,-0.302,0.272
