t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
8.048904,-0.172,0.644,-0.148,-100.0,-84.0,-89.0,
8.098952,-0.01,0.886,-0.27,-100.0,-84.0,-89.0,
8.149,-0.026,0.792,-0.208,-100.0,-84.0,-89.0,
8.198856,0.072,0.608,-0.204,-92.0,-84.0,-95.0,
8.248904,0.194,0.6,-0.088,-92.0,-84.0,-95.0,
8.298952,0.326,0.706,-0.032,-92.0,-84.0,-95.0,
8.349,0.396,0.84,-0.056,-92.0,-84.0,-95.0,
8.398856,0.384,1.288,-0.354,-96.0,-86.0,-96.0,
8.448904,0.224,0.774,-0.048,-96.0,-86.0,-96.0,
8.498952,-0.058,1.378,-0.272,-96.0,-86.0,-96.0,
8.549,0.038,0.928,-0.16,-96.0,-86.0,-96.0,
8.599856,-0.144,0.94,-0.256,-95.0,,-91.0,
8.649904,0.194,1.084,-0.482,-95.0,,-91.0,
8.699952,-0.052,0.682,-0.146,-95.0,,-91.0,
8.75,-0.254,1.12,0.086,-95.0,,-91.0,
8.799856,-0.132,1.086,-0.122,-94.0,-84.0,-95.0,
8.849904,-0.052,0.736,-0.064,-94.0,-84.0,-95.0,
8.899952,-0.026,0.862,-0.072,-94.0,-84.0,-95.0,
8.95,0.006,0.91,-0.22,-94.0,-84.0,-95.0,
8.999856,-0.036,0.992,-0.08,-93.0,-88.0,-96.0,
9.049904,0.088,0.996,-0.298,-93.0,-88.0,-96.0,
9.099952,-0.002,0.816,-0.154,-93.0,-88.0,-96.0,
9.199856,0.038,1.006,-0.276,-94.0,-84.0,,
9.249904,0.078,0.872,-0.222,-94.0,-84.0,,
9.299952,0.056,0.856,-0.1,-94.0,-84.0,,
9.35,-0.1,0.85,0.286,-94.0,-84.0,,
9.399856,0.022,1.054,0.254,-93.0,-93.0,-90.0,
9.449904,0.006,0.962,0.438,-93.0,-93.0,-90.0,
9.499952,-0.104,0.878,0.544,-93.0,-93.0,-90.0,
9.55,-0.078,0.84,0.472,-93.0,-93.0,-90.0,
9.600856,-0.112,0.944,0.56,-94.0,-86.0,-100.0,
9.650904,0.024,0.974,0.464,-94.0,-86.0,-100.0,
9.700952,-0.112,0.752,0.608,-94.0,-86.0,-100.0,
9.751,0.048,1.154,0.432,-94.0,-86.0,-100.0,
9.800856,-0.176,0.54,0.854,-99.0,-93.0,-100.0,
9.850904,-0.17,0.56,0.838,-99.0,-93.0,-100.0,
9.900952,-0.264,0.816,0.492,-99.0,-93.0,-100.0,
9.951,-0.242,0.966,0.32,-99.0,-93.0,-100.0,
10.000856,-0.318,0.76,0.386,-99.0,-84.0,-80.0,
10.050904,-0.296,0.808,0.358,-99.0,-84.0,-80.0,
10.100952,-0.384,0.678,0.38,-99.0,-84.0,-80.0,
10.151,-0.492,0.856,0.344,-99.0,-84.0,-80.0,
10.200856,-0.54,0.942,0.352,-92.0,-78.0,-76.0,
10.250904,-0.488,0.934,0.364,-92.0,-78.0,-76.0,
10.300952,-0.464,0.77,0.48,-92.0,-78.0,-76.0,
10.351,-0.41,0.978,0.464,-92.0,-78.0,-76.0,
10.400856,-0.338,0.83,0.308,-98.0,-97.0,-75.0,
10.450904,-0.456,0.752,0.24,-98.0,-97.0,-75.0,
10.500952,-0.558,0.79,0.148,-98.0,-97.0,-75.0,
10.551,-0.576,0.724,0.098,-98.0,-97.0,-75.0,
10.601856,-0.65,0.834,0.152,-96.0,-81.0,-77.0,
10.651904,-0.606,0.88,0.07,-96.0,-81.0,-77.0,
10.701952,-0.596,0.69,0.112,-96.0,-81.0,-77.0,
10.752,-0.592,0.94,0.076,-96.0,-81.0,-77.0,
10.801856,-0.402,0.726,-0.068,,-82.0,-77.0,
10.851904,-0.402,0.866,-0.046,,-82.0,-77.0,
10.901952,-0.434,0.79,-0.096,,-82.0,-77.0,
10.952,-0.432,0.96,-0.072,,-82.0,-77.0,
11.001856,-0.436,1.152,-0.124,-101.0,-82.0,-77.0,
11.051904,-0.388,0.672,0.046,-101.0,-82.0,-77.0,
11.101952,-0.388,0.728,0.244,-101.0,-82.0,-77.0,
11.152,-0.328,0.808,0.3,-101.0,-82.0,-77.0,
11.201856,-0.372,0.69,0.43,-91.0,-81.0,-80.0,
11.251904,-0.32,0.732,0.44,-91.0,-81.0,-80.0,
11.301952,-0.43,0.824,0.36,-91.0,-81.0,-80.0,
11.352,-0.44,0.75,0.508,-91.0,-81.0,-80.0,
11.401856,-0.558,0.556,0.636,,-84.0,-80.0,
11.451904,-0.496,0.668,0.508,,-84.0,-80.0,
11.501952,-0.414,0.914,0.486,,-84.0,-80.0,
11.552,-0.474,0.798,0.584,,-84.0,-80.0,
11.601856,-0.43,0.726,0.54,,-89.0,-84.0,
11.651904,-0.45,0.646,0.574,,-89.0,-84.0,
11.701952,-0.472,0.704,0.576,,-89.0,-84.0,
11.752,-0.474,0.594,0.588,,-89.0,-84.0,
11.802856,-0.458,0.6,0.542,,-88.0,-81.0,
11.852904,-0.554,0.764,0.478,,-88.0,-81.0,
11.902952,-0.538,0.824,0.482,,-88.0,-81.0,
11.953,-0.536,0.702,0.504,,-88.0,-81.0,
12.002856,-0.498,0.716,0.494,-90.0,-89.0,-81.0,
12.052904,-0.494,0.732,0.494,-90.0,-89.0,-81.0,
12.102952,-0.494,0.732,0.492,-90.0,-89.0,-81.0,
12.153,-0.514,0.706,0.478,-90.0,-89.0,-81.0,
12.202856,-0.512,0.68,0.498,-90.0,-102.0,-81.0,
12.252904,-0.5,0.7,0.48,-90.0,-102.0,-81.0,
12.302952,-0.484,0.752,0.454,-90.0,-102.0,-81.0,
12.353,-0.482,0.716,0.488,-90.0,-102.0,-81.0,
12.402856,-0.496,0.702,0.48,-90.0,-91.0,-81.0,
12.452904,-0.49,0.71,0.486,-90.0,-91.0,-81.0,
12.502952,-0.504,0.702,0.472,-90.0,-91.0,-81.0,
12.553,-0.5,0.71,0.476,-90.0,-91.0,-81.0,
12.602856,-0.5,0.728,0.462,-90.0,-91.0,-81.0,
12.652904,-0.496,0.72,0.478,-90.0,-91.0,-81.0,
12.702952,-0.52,0.704,0.472,-90.0,-91.0,-81.0,
12.753,-0.504,0.718,0.462,-90.0,-91.0,-81.0,
12.803856,-0.524,0.728,0.476,-90.0,-92.0,-81.0,
12.853904,-0.516,0.7,0.472,-90.0,-92.0,-81.0,
12.903952,-0.522,0.71,0.462,-90.0,-92.0,-81.0,
12.954,-0.514,0.71,0.472,-90.0,-92.0,-81.0,
13.003856,-0.51,0.718,0.47,-90.0,-92.0,-80.0,
13.053904,-0.498,0.714,0.472,-90.0,-92.0,-80.0,
13.103952,-0.518,0.67,0.448,-90.0,-92.0,-80.0,
13.154,-0.498,0.728,0.48,-90.0,-92.0,-80.0,
13.203856,-0.506,0.728,0.48,-90.0,-91.0,-80.0,
13.253904,-0.516,0.718,0.472,-90.0,-91.0,-80.0,
13.303952,-0.52,0.706,0.462,-90.0,-91.0,-80.0,
13.354,-0.506,0.718,0.482,-90.0,-91.0,-80.0,
13.403856,-0.506,0.736,0.462,-90.0,-93.0,-80.0,
13.453904,-0.48,0.71,0.454,-90.0,-93.0,-80.0,
13.503952,-0.484,0.72,0.48,-90.0,-93.0,-80.0,
13.554,-0.5,0.718,0.476,-90.0,-93.0,-80.0,
13.603856,-0.52,0.71,0.476,-90.0,-91.0,-80.0,
13.653904,-0.544,0.736,0.464,-90.0,-91.0,-80.0,
13.703952,-0.56,0.76,0.48,-90.0,-91.0,-80.0,
13.754,-0.61,0.76,0.5,-90.0,-91.0,-80.0,
13.804856,-0.528,0.608,0.518,-93.0,-85.0,-80.0,
13.854904,-0.494,0.688,0.524,-93.0,-85.0,-80.0,
13.904952,-0.494,0.83,0.448,-93.0,-85.0,-80.0,
13.955,-0.548,0.752,0.534,-93.0,-85.0,-80.0,
14.004856,-0.526,0.718,0.508,-94.0,-81.0,-80.0,
14.054904,-0.478,0.76,0.518,-94.0,-81.0,-80.0,
14.104952,-0.386,0.728,0.456,-94.0,-81.0,-80.0,
14.155,-0.442,0.838,0.454,-94.0,-81.0,-80.0,
14.204856,-0.484,0.628,0.488,,-80.0,-81.0,
14.254904,-0.506,0.738,0.418,,-80.0,-81.0,
14.304952,-0.552,0.716,0.562,,-80.0,-81.0,
14.355,-0.542,0.872,0.508,,-80.0,-81.0,
14.404856,-0.434,0.728,0.52,-99.0,-90.0,-80.0,
14.454904,-0.412,0.686,0.664,-99.0,-90.0,-80.0,
14.504952,-0.416,0.718,0.87,-99.0,-90.0,-80.0,
14.555,-0.348,0.71,0.846,-99.0,-90.0,-80.0,
14.604856,-0.26,0.782,0.732,-95.0,-86.0,-89.0,
14.654904,-0.208,0.908,0.688,-95.0,-86.0,-89.0,
14.704952,-0.114,0.792,0.79,-95.0,-86.0,-89.0,
14.755,-0.026,0.694,0.74,-95.0,-86.0,-89.0,
14.805856,0.126,0.584,0.62,-89.0,-84.0,-85.0,
14.855904,0.35,0.748,0.56,-89.0,-84.0,-85.0,
14.905952,0.608,0.44,0.612,-89.0,-84.0,-85.0,
14.956,0.748,0.51,0.572,-89.0,-84.0,-85.0,
15.005856,0.782,0.312,0.588,-104.0,-91.0,-87.0,
15.055904,0.798,0.2,0.554,-104.0,-91.0,-87.0,
15.105952,0.718,0.176,0.566,-104.0,-91.0,-87.0,
15.156,0.68,0.018,0.546,-104.0,-91.0,-87.0,
15.205856,0.624,-0.176,0.568,-89.0,-86.0,-84.0,
15.255904,0.614,-0.174,0.654,-89.0,-86.0,-84.0,
15.305952,0.59,-0.242,0.63,-89.0,-86.0,-84.0,
15.356,0.688,-0.302,0.69,-89.0,-86.0,-84.0,
15.405856,0.674,-0.176,0.736,-89.0,-85.0,-85.0,
15.455904,0.782,-0.222,0.684,-89.0,-85.0,-85.0,
15.505952,0.776,-0.25,0.656,-89.0,-85.0,-85.0,
15.556,0.742,-0.224,0.652,-89.0,-85.0,-85.0,
15.605856,0.684,-0.282,0.646,-89.0,-84.0,-86.0,
15.655904,0.816,-0.206,0.67,-89.0,-84.0,-86.0,
15.705952,0.728,-0.242,0.636,-89.0,-84.0,-86.0,
15.756,0.718,-0.244,0.684,-89.0,-84.0,-86.0,
15.806856,0.808,-0.314,0.608,-89.0,-84.0,-85.0,
15.856904,0.83,-0.274,0.668,-89.0,-84.0,-85.0,
15.906952,0.792,-0.248,0.628,-89.0,-84.0,-85.0,
15.957,0.76,-0.27,0.642,-89.0,-84.0,-85.0,
16.006856,0.742,-0.254,0.572,-89.0,-85.0,-86.0,
16.056904,0.796,-0.252,0.61,-89.0,-85.0,-86.0,
16.106952,0.802,-0.24,0.6,-89.0,-85.0,-86.0,
16.157,0.8,-0.24,0.638,-89.0,-85.0,-86.0,
16.206856,0.812,-0.24,0.644,-90.0,-84.0,-85.0,
16.256904,0.782,-0.216,0.614,-90.0,-84.0,-85.0,
16.306952,0.796,-0.272,0.624,-90.0,-84.0,-85.0,
16.357,0.782,-0.232,0.6,-90.0,-84.0,-85.0,
16.406856,0.804,-0.274,0.62,-89.0,-84.0,-86.0,
16.456904,0.774,-0.224,0.614,-89.0,-84.0,-86.0,
16.506952,0.802,-0.242,0.624,-89.0,-84.0,-86.0,
16.557,0.818,-0.24,0.608,-89.0,-84.0,-86.0,
16.606856,0.792,-0.222,0.62,-89.0,,-85.0,
16.656904,0.796,-0.232,0.596,-89.0,,-85.0,
16.706952,0.806,-0.242,0.6,-89.0,,-85.0,
16.757,0.822,-0.234,0.588,-89.0,,-85.0,
16.806856,0.824,-0.226,0.57,-89.0,-84.0,-85.0,
16.856904,0.816,-0.226,0.624,-89.0,-84.0,-85.0,
16.906952,0.806,-0.232,0.616,-89.0,-84.0,-85.0,
16.957,0.8,-0.25,0.6,-89.0,-84.0,-85.0,
17.207856,0.816,-0.232,0.576,-90.0,-84.0,-86.0,
17.257904,0.8,-0.232,0.63,-90.0,-84.0,-86.0,
17.307952,0.806,-0.238,0.592,-90.0,-84.0,-86.0,
17.358,0.792,-0.218,0.604,-90.0,-84.0,-86.0,
17.407856,0.736,-0.264,0.556,-93.0,-84.0,-84.0,
17.457904,0.7,-0.218,0.536,-93.0,-84.0,-84.0,
17.507952,0.654,-0.208,0.508,-93.0,-84.0,-84.0,
17.558,0.624,-0.148,0.56,-93.0,-84.0,-84.0,
17.607856,0.608,-0.078,0.558,-88.0,-81.0,-81.0,
17.657904,0.562,-0.03,0.54,-88.0,-81.0,-81.0,
17.707952,0.386,0.384,0.664,-88.0,-81.0,-81.0,
17.758,0.44,0.374,0.524,-88.0,-81.0,-81.0,
17.807856,-0.016,0.908,0.542,-101.0,-86.0,-81.0,
17.857904,-0.034,1.0,0.332,-101.0,-86.0,-81.0,
17.907952,-0.474,1.214,0.544,-101.0,-86.0,-81.0,
17.958,-0.532,1.222,0.51,-101.0,-86.0,-81.0,
18.007856,-0.53,1.144,0.498,-94.0,-81.0,-76.0,
18.057904,-0.446,0.992,0.358,-94.0,-81.0,-76.0,
18.107952,-0.424,1.23,0.162,-94.0,-81.0,-76.0,
18.158,-0.314,1.072,0.142,-94.0,-81.0,-76.0,
18.208856,-0.288,0.92,0.138,-99.0,-87.0,-79.0,
18.258904,-0.336,0.8,0.12,-99.0,-87.0,-79.0,
18.308952,-0.474,0.96,-0.104,-99.0,-87.0,-79.0,
18.359,-0.51,0.814,-0.078,-99.0,-87.0,-79.0,
18.408856,-0.466,0.928,0.142,,-83.0,-79.0,
18.458904,-0.434,0.696,0.206,,-83.0,-79.0,
18.508952,-0.32,0.448,0.598,,-83.0,-79.0,
18.559,-0.43,0.978,0.534,,-83.0,-79.0,
18.608856,-0.372,0.646,0.536,-88.0,-83.0,-84.0,
18.658904,-0.414,0.736,0.53,-88.0,-83.0,-84.0,
18.708952,-0.368,0.704,0.46,-88.0,-83.0,-84.0,
18.759,-0.404,0.846,0.488,-88.0,-83.0,-84.0,
18.808856,-0.424,0.67,0.544,-98.0,-86.0,-88.0,
18.858904,-0.402,0.716,0.582,-98.0,-86.0,-88.0,
18.908952,-0.4,0.642,0.606,-98.0,-86.0,-88.0,
18.959,-0.478,0.782,0.568,-98.0,-86.0,-88.0,
19.008856,-0.446,0.566,0.604,-103.0,-89.0,-96.0,
19.058904,-0.478,0.722,0.592,-103.0,-89.0,-96.0,
19.108952,-0.514,0.55,0.6,-103.0,-89.0,-96.0,
19.159,-0.668,0.838,0.568,-103.0,-89.0,-96.0,
19.209856,-0.648,0.728,0.542,-92.0,,-90.0,
19.259904,-0.514,0.632,0.528,-92.0,,-90.0,
19.309952,-0.544,0.636,0.51,-92.0,,-90.0,
19.36,-0.528,0.72,0.492,-92.0,,-90.0,
19.409856,-0.516,0.754,0.472,-86.0,-94.0,-88.0,
19.459904,-0.514,0.55,0.6,-86.0,-94.0,-88.0,
19.509952,-0.516,0.61,0.542,-86.0,-94.0,-88.0,
19.56,-0.542,0.598,0.53,-86.0,-94.0,-88.0,
19.609856,-0.556,0.614,0.55,-87.0,-89.0,-88.0,
19.659904,-0.544,0.624,0.542,-87.0,-89.0,-88.0,
19.709952,-0.552,0.648,0.574,-87.0,-89.0,-88.0,
19.76,-0.562,0.648,0.622,-87.0,-89.0,-88.0,
19.809856,-0.532,0.656,0.59,-89.0,-86.0,-93.0,
19.859904,-0.538,0.654,0.59,-89.0,-86.0,-93.0,
19.909952,-0.554,0.626,0.584,-89.0,-86.0,-93.0,
19.96,-0.538,0.632,0.536,-89.0,-86.0,-93.0,
20.009856,-0.528,0.614,0.534,-90.0,-85.0,-95.0,
20.059904,-0.554,0.63,0.556,-90.0,-85.0,-95.0,
20.109952,-0.584,0.614,0.536,-90.0,-85.0,-95.0,
20.16,-0.544,0.62,0.536,-90.0,-85.0,-95.0,
20.210856,-0.548,0.626,0.544,-90.0,-84.0,-99.0,
20.260904,-0.562,0.624,0.552,-90.0,-84.0,-99.0,
20.310952,-0.57,0.646,0.532,-90.0,-84.0,-99.0,
20.361,-0.564,0.6,0.558,-90.0,-84.0,-99.0,
20.410856,-0.564,0.626,0.556,-89.0,-85.0,-94.0,
20.460904,-0.538,0.608,0.536,-89.0,-85.0,-94.0,
20.510952,-0.544,0.632,0.558,-89.0,-85.0,-94.0,
20.561,-0.556,0.646,0.56,-89.0,-85.0,-94.0,
20.610856,-0.56,0.638,0.56,-86.0,-86.0,-91.0,
20.660904,-0.552,0.648,0.55,-86.0,-86.0,-91.0,
20.710952,-0.548,0.624,0.54,-86.0,-86.0,-91.0,
20.761,-0.56,0.638,0.552,-86.0,-86.0,-91.0,
20.810856,-0.558,0.622,0.542,-86.0,-86.0,-91.0,
20.860904,-0.56,0.644,0.55,-86.0,-86.0,-91.0,
20.910952,-0.56,0.64,0.552,-86.0,-86.0,-91.0,
20.961,-0.552,0.652,0.558,-86.0,-86.0,-91.0,
21.010856,-0.544,0.642,0.544,-86.0,,,
21.060904,-0.548,0.648,0.556,-86.0,,,
21.110952,-0.546,0.636,0.544,-86.0,,,
21.161,-0.552,0.636,0.55,-86.0,,,
21.211856,-0.56,0.64,0.558,-92.0,-95.0,-91.0,
21.261904,-0.546,0.624,0.56,-92.0,-95.0,-91.0,
21.311952,-0.546,0.638,0.56,-92.0,-95.0,-91.0,
21.362,-0.552,0.63,0.55,-92.0,-95.0,-91.0,
21.411856,-0.546,0.644,0.552,-87.0,-86.0,-91.0,
21.461904,-0.548,0.626,0.546,-87.0,-86.0,-91.0,
21.511952,-0.536,0.608,0.536,-87.0,-86.0,-91.0,
21.562,-0.544,0.654,0.542,-87.0,-86.0,-91.0,
21.611856,-0.546,0.632,0.554,-85.0,-88.0,-90.0,
21.661904,-0.546,0.636,0.558,-85.0,-88.0,-90.0,
21.711952,-0.552,0.638,0.56,-85.0,-88.0,-90.0,
21.762,-0.548,0.636,0.544,-85.0,-88.0,-90.0,
21.811856,-0.544,0.638,0.546,-86.0,-88.0,-90.0,
21.861904,-0.544,0.632,0.55,-86.0,-88.0,-90.0,
21.911952,-0.546,0.652,0.55,-86.0,-88.0,-90.0,
21.962,-0.536,0.636,0.546,-86.0,-88.0,-90.0,
22.011856,-0.528,0.632,0.536,-85.0,-89.0,-88.0,
22.061904,-0.542,0.638,0.558,-85.0,-89.0,-88.0,
