t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
4.221856,0.952,-0.264,0.134,-85.0,-87.0,-84.0,
4.271904,0.934,-0.266,0.136,-85.0,-87.0,-84.0,
4.321952,0.944,-0.154,0.126,-85.0,-87.0,-84.0,
4.372,0.952,-0.264,0.142,-85.0,-87.0,-84.0,
4.421856,0.952,-0.266,0.142,-85.0,-89.0,-86.0,
4.471904,0.902,-0.282,0.128,-85.0,-89.0,-86.0,
4.521952,0.94,-0.27,0.126,-85.0,-89.0,-86.0,
4.572,0.946,-0.264,0.126,-85.0,-89.0,-86.0,
4.621856,0.936,-0.266,0.142,-86.0,-92.0,-85.0,
4.671904,0.946,-0.262,0.114,-86.0,-92.0,-85.0,
4.721952,0.936,-0.276,0.136,-86.0,-92.0,-85.0,
4.772,0.952,-0.272,0.126,-86.0,-92.0,-85.0,
4.822856,0.952,-0.272,0.114,-87.0,-86.0,-88.0,
4.872904,0.946,-0.272,0.128,-87.0,-86.0,-88.0,
4.922952,0.928,-0.254,0.128,-87.0,-86.0,-88.0,
4.973,0.946,-0.25,0.098,-87.0,-86.0,-88.0,
5.022856,0.952,-0.254,0.094,-81.0,-95.0,-91.0,
5.072904,0.944,-0.234,0.086,-81.0,-95.0,-91.0,
5.122952,0.956,-0.226,0.088,-81.0,-95.0,-91.0,
5.173,0.94,-0.218,0.102,-81.0,-95.0,-91.0,
5.222856,0.956,-0.224,0.062,-89.0,-83.0,-85.0,
5.272904,0.95,-0.242,0.064,-89.0,-83.0,-85.0,
5.322952,0.936,-0.226,0.06,-89.0,-83.0,-85.0,
5.373,0.93,-0.202,0.06,-89.0,-83.0,-85.0,
5.422856,0.946,-0.238,0.04,-91.0,,-85.0,
5.472904,0.978,-0.232,0.024,-91.0,,-85.0,
5.522952,0.998,-0.2,0.014,-91.0,,-85.0,
5.573,0.97,-0.192,0.028,-91.0,,-85.0,
5.622856,0.952,-0.216,0.006,-101.0,-86.0,-87.0,
5.672904,0.934,-0.248,-0.034,-101.0,-86.0,-87.0,
5.722952,0.998,-0.27,-0.04,-101.0,-86.0,-87.0,
5.773,0.99,-0.226,-0.058,-101.0,-86.0,-87.0,
5.823856,0.982,-0.19,-0.042,-98.0,-84.0,-93.0,
5.873904,0.962,-0.196,0.024,-98.0,-84.0,-93.0,
5.923952,0.966,-0.208,0.038,-98.0,-84.0,-93.0,
6.023856,0.952,-0.292,-0.008,-99.0,-84.0,-88.0,
6.073904,0.934,-0.25,-0.02,-99.0,-84.0,-88.0,
6.123952,0.926,-0.224,-0.05,-99.0,-84.0,-88.0,
6.174,0.934,-0.242,-0.072,-99.0,-84.0,-88.0,
6.223856,0.93,-0.232,-0.104,-100.0,-78.0,-86.0,
6.273904,0.964,-0.208,-0.116,-100.0,-78.0,-86.0,
6.323952,1.01,-0.164,-0.116,-100.0,-78.0,-86.0,
6.374,1.014,-0.042,-0.04,-100.0,-78.0,-86.0,
6.423856,0.99,0.032,-0.024,-91.0,-84.0,-84.0,
6.473904,0.964,0.034,-0.01,-91.0,-84.0,-84.0,
6.523952,0.966,-0.024,-0.034,-91.0,-84.0,-84.0,
6.574,1.02,-0.106,-0.04,-91.0,-84.0,-84.0,
6.623856,0.976,-0.144,0.03,-86.0,-79.0,-100.0,
6.673904,0.924,-0.166,0.14,-86.0,-79.0,-100.0,
6.723952,0.91,-0.218,0.182,-86.0,-79.0,-100.0,
6.774,1.008,-0.258,0.2,-86.0,-79.0,-100.0,
6.824856,1.0,-0.25,0.194,-100.0,-90.0,-87.0,
6.874904,0.914,-0.33,0.144,-100.0,-90.0,-87.0,
6.924952,0.928,-0.362,0.12,-100.0,-90.0,-87.0,
6.975,0.934,-0.336,0.098,-100.0,-90.0,-87.0,
7.024856,0.894,-0.34,0.126,-103.0,-80.0,-88.0,
7.074904,0.912,-0.32,0.192,-103.0,-80.0,-88.0,
7.124952,0.918,-0.328,0.216,-103.0,-80.0,-88.0,
7.175,1.12,-0.362,0.126,-103.0,-80.0,-88.0,
7.224856,0.94,-0.324,0.048,-95.0,-78.0,-88.0,
7.274904,0.896,-0.272,0.158,-95.0,-78.0,-88.0,
7.324952,0.902,-0.256,0.08,-95.0,-78.0,-88.0,
7.375,0.95,-0.336,-0.014,-95.0,-78.0,-88.0,
7.424856,0.944,-0.334,0.014,-98.0,-80.0,-101.0,
7.474904,0.94,-0.232,0.096,-98.0,-80.0,-101.0,
7.524952,0.928,-0.216,0.084,-98.0,-80.0,-101.0,
7.575,0.948,-0.308,0.032,-98.0,-80.0,-101.0,
7.624856,0.948,-0.25,0.006,-89.0,-78.0,-90.0,
7.674904,0.93,-0.2,0.032,-89.0,-78.0,-90.0,
7.724952,1.006,-0.218,0.016,-89.0,-78.0,-90.0,
7.775,0.988,-0.222,0.03,-89.0,-78.0,-90.0,
7.825856,0.958,-0.184,0.074,-89.0,-80.0,-99.0,
7.875904,0.968,-0.09,0.07,-89.0,-80.0,-99.0,
7.925952,0.974,-0.132,0.024,-89.0,-80.0,-99.0,
7.976,0.96,-0.226,0.048,-89.0,-80.0,-99.0,
8.025856,0.962,-0.21,0.062,-87.0,-81.0,-88.0,
8.075904,0.978,-0.234,0.056,-87.0,-81.0,-88.0,
8.125952,0.976,-0.22,0.062,-87.0,-81.0,-88.0,
8.176,0.962,-0.194,0.054,-87.0,-81.0,-88.0,
8.225856,0.958,-0.208,0.044,-89.0,-80.0,-86.0,
8.275904,0.972,-0.194,0.056,-89.0,-80.0,-86.0,
8.325952,0.988,-0.212,0.07,-89.0,-80.0,-86.0,
8.376,0.978,-0.23,0.07,-89.0,-80.0,-86.0,
8.425856,0.952,-0.19,0.038,-91.0,-86.0,-89.0,
8.475904,0.98,-0.138,0.052,-91.0,-86.0,-89.0,
8.525952,0.966,-0.136,0.038,-91.0,-86.0,-89.0,
8.576,0.944,-0.168,0.044,-91.0,-86.0,-89.0,
8.625856,0.966,-0.222,0.044,-94.0,-80.0,,
8.675904,0.956,-0.264,0.048,-94.0,-80.0,,
8.725952,0.95,-0.28,0.062,-94.0,-80.0,,
8.776,0.926,-0.302,0.062,-94.0,-80.0,,
8.826856,0.92,-0.336,0.078,-101.0,-82.0,-97.0,
8.876904,0.92,-0.354,0.094,-101.0,-82.0,-97.0,
8.926952,0.92,-0.376,0.112,-101.0,-82.0,-97.0,
8.977,0.926,-0.378,0.108,-101.0,-82.0,-97.0,
9.026856,0.934,-0.334,0.096,-98.0,-81.0,-92.0,
9.076904,0.936,-0.318,0.096,-98.0,-81.0,-92.0,
9.126952,0.91,-0.298,0.088,-98.0,-81.0,-92.0,
9.177,0.944,-0.272,0.102,-98.0,-81.0,-92.0,
9.226856,0.946,-0.274,0.096,,-82.0,-95.0,
9.276904,0.956,-0.27,0.088,,-82.0,-95.0,
9.326952,0.946,-0.264,0.078,,-82.0,-95.0,
9.377,0.956,-0.258,0.078,,-82.0,-95.0,
9.426856,0.962,-0.242,0.088,-98.0,-80.0,-93.0,
9.476904,0.96,-0.24,0.102,-98.0,-80.0,-93.0,
9.526952,0.928,-0.242,0.066,-98.0,-80.0,-93.0,
9.577,0.952,-0.226,0.086,-98.0,-80.0,-93.0,
9.626856,0.96,-0.218,0.094,-94.0,-80.0,-97.0,
9.676904,0.944,-0.232,0.088,-94.0,-80.0,-97.0,
9.726952,0.934,-0.258,0.102,-94.0,-80.0,-97.0,
9.777,0.918,-0.282,0.092,-94.0,-80.0,-97.0,
9.826856,0.954,-0.264,0.098,-94.0,-79.0,-95.0,
9.876904,0.944,-0.244,0.096,-94.0,-79.0,-95.0,
9.926952,0.956,-0.232,0.086,-94.0,-79.0,-95.0,
9.977,0.948,-0.256,0.096,-94.0,-79.0,-95.0,
10.027856,0.968,-0.264,0.098,-94.0,-79.0,,
10.077904,0.94,-0.25,0.088,-94.0,-79.0,,
10.127952,0.944,-0.264,0.082,-94.0,-79.0,,
10.178,0.94,-0.25,0.092,-94.0,-79.0,,
10.227856,0.962,-0.24,0.07,-90.0,-87.0,-95.0,
10.277904,0.952,-0.254,0.092,-90.0,-87.0,-95.0,
10.327952,0.924,-0.258,0.07,-90.0,-87.0,-95.0,
10.378,0.95,-0.25,0.088,-90.0,-87.0,-95.0,
10.427856,0.944,-0.272,0.094,-88.0,-77.0,-96.0,
10.477904,0.946,-0.258,0.078,-88.0,-77.0,-96.0,
10.527952,0.966,-0.282,0.086,-88.0,-77.0,-96.0,
10.578,0.95,-0.288,0.102,-88.0,-77.0,-96.0,
10.627856,0.91,-0.286,0.096,-87.0,-79.0,-91.0,
10.677904,0.944,-0.25,0.062,-87.0,-79.0,-91.0,
10.727952,0.966,-0.238,0.062,-87.0,-79.0,-91.0,
10.778,0.952,-0.226,0.06,-87.0,-79.0,-91.0,
10.827856,0.952,-0.222,0.048,-89.0,-81.0,-99.0,
10.877904,0.96,-0.218,0.044,-89.0,-81.0,-99.0,
10.927952,0.958,-0.218,0.032,-89.0,-81.0,-99.0,
10.978,0.952,-0.194,0.044,-89.0,-81.0,-99.0,
11.028856,0.958,-0.218,0.034,-87.0,-79.0,-90.0,
11.078904,0.974,-0.206,0.03,-87.0,-79.0,-90.0,
11.128952,0.968,-0.196,0.02,-87.0,-79.0,-90.0,
11.179,0.962,-0.226,0.038,-87.0,-79.0,-90.0,
11.228856,0.944,-0.212,0.032,-86.0,-80.0,-92.0,
11.278904,0.944,-0.218,0.046,-86.0,-80.0,-92.0,
11.328952,0.952,-0.232,0.028,-86.0,-80.0,-92.0,
11.379,0.942,-0.234,0.008,-86.0,-80.0,-92.0,
11.428856,0.958,-0.254,0.034,-92.0,-81.0,-88.0,
11.478904,0.966,-0.264,0.028,-92.0,-81.0,-88.0,
11.528952,0.966,-0.27,0.044,-92.0,-81.0,-88.0,
11.579,0.944,-0.282,0.044,-92.0,-81.0,-88.0,
11.628856,0.936,-0.272,0.056,-91.0,-79.0,-86.0,
11.678904,0.966,-0.25,0.018,-91.0,-79.0,-86.0,
11.728952,0.96,-0.26,0.044,-91.0,-79.0,-86.0,
11.779,0.954,-0.256,0.048,-91.0,-79.0,-86.0,
11.828856,0.942,-0.282,0.062,-89.0,-80.0,,
11.878904,0.958,-0.286,0.056,-89.0,-80.0,,
11.928952,0.928,-0.276,0.048,-89.0,-80.0,,
11.979,0.944,-0.27,0.062,-89.0,-80.0,,
12.029856,0.968,-0.242,0.078,,-80.0,,
12.079904,0.95,-0.238,0.062,,-80.0,,
12.129952,0.95,-0.25,0.062,,-80.0,,
12.18,0.952,-0.244,0.07,,-80.0,,
12.229856,0.944,-0.266,0.07,-96.0,-82.0,-95.0,
12.279904,0.942,-0.282,0.066,-96.0,-82.0,-95.0,
12.329952,0.948,-0.282,0.062,-96.0,-82.0,-95.0,
12.38,0.92,-0.282,0.06,-96.0,-82.0,-95.0,
12.429856,0.914,-0.27,0.048,-97.0,-86.0,,
12.479904,0.92,-0.282,0.048,-97.0,-86.0,,
12.529952,0.936,-0.282,0.02,-97.0,-86.0,,
12.58,0.956,-0.282,0.022,-97.0,-86.0,,
12.629856,0.974,-0.292,0.008,-98.0,-86.0,-97.0,
12.679904,0.952,-0.302,0.048,-98.0,-86.0,-97.0,
12.729952,0.952,-0.328,0.066,-98.0,-86.0,-97.0,
12.78,0.934,-0.33,0.056,-98.0,-86.0,-97.0,
12.829856,0.928,-0.296,0.05,-90.0,-79.0,-91.0,
12.879904,0.96,-0.272,0.024,-90.0,-79.0,-91.0,
12.929952,0.966,-0.238,0.002,-90.0,-79.0,-91.0,
12.98,0.966,-0.192,0.012,-90.0,-79.0,-91.0,
13.030856,0.926,-0.194,0.038,-97.0,-84.0,,
13.080904,0.946,-0.206,0.018,-97.0,-84.0,,
13.130952,0.976,-0.232,0.028,-97.0,-84.0,,
13.181,0.944,-0.286,0.048,-97.0,-84.0,,
13.230856,0.95,-0.296,0.048,-98.0,-77.0,,
13.280904,0.952,-0.28,0.054,-98.0,-77.0,,
13.330952,0.926,-0.288,0.044,-98.0,-77.0,,
13.381,1.042,-0.322,0.022,-98.0,-77.0,,
13.430856,1.076,-0.296,-0.014,-98.0,-79.0,-96.0,
13.480904,1.048,-0.28,0.048,-98.0,-79.0,-96.0,
13.530952,0.866,-0.178,0.104,-98.0,-79.0,-96.0,
13.581,0.88,-0.036,0.028,-98.0,-79.0,-96.0,
13.630856,0.984,0.136,-0.064,-96.0,-74.0,,
13.680904,0.994,0.056,-0.034,-96.0,-74.0,,
13.730952,1.08,0.012,0.086,-96.0,-74.0,,
13.781,0.984,-0.104,0.102,-96.0,-74.0,,
13.830856,0.926,-0.274,0.11,,-86.0,-95.0,
13.880904,0.864,-0.296,0.078,,-86.0,-95.0,
13.930952,0.834,-0.338,0.038,,-86.0,-95.0,
13.981,0.882,-0.336,0.088,,-86.0,-95.0,
14.030856,0.94,-0.264,0.144,-101.0,-82.0,-98.0,
14.080904,1.032,-0.312,0.222,-101.0,-82.0,-98.0,
14.130952,1.02,-0.388,0.22,-101.0,-82.0,-98.0,
14.181,1.062,-0.306,0.174,-101.0,-82.0,-98.0,
14.231856,1.168,-0.22,0.108,-98.0,-80.0,-97.0,
14.281904,0.84,-0.128,0.14,-98.0,-80.0,-97.0,
14.331952,0.864,-0.144,-0.032,-98.0,-80.0,-97.0,
14.382,1.238,0.252,-0.008,-98.0,-80.0,-97.0,
14.431856,1.148,-0.08,0.194,-96.0,-77.0,-89.0,
14.481904,1.18,-0.24,0.28,-96.0,-77.0,-89.0,
14.531952,1.168,-0.592,0.184,-96.0,-77.0,-89.0,
14.582,1.15,-1.076,0.188,-96.0,-77.0,-89.0,
14.631856,0.898,-1.01,0.112,-93.0,-87.0,-87.0,
14.681904,0.486,-1.188,0.088,-93.0,-87.0,-87.0,
14.731952,0.29,-1.0,0.048,-93.0,-87.0,-87.0,
14.782,0.104,-0.894,0.12,-93.0,-87.0,-87.0,
14.831856,-0.1,-0.648,0.176,-89.0,-89.0,-93.0,
14.881904,-0.276,-0.504,0.352,-89.0,-89.0,-93.0,
14.931952,-0.256,-0.606,0.502,-89.0,-89.0,-93.0,
14.982,-0.45,-0.4,0.498,-89.0,-89.0,-93.0,
15.031856,-0.56,-0.398,0.408,-82.0,-88.0,-86.0,
15.081904,-0.632,-0.392,0.504,-82.0,-88.0,-86.0,
15.131952,-0.832,-0.392,0.464,-82.0,-88.0,-86.0,
15.182,-0.814,-0.424,0.542,-82.0,-88.0,-86.0,
15.232856,-0.77,-0.448,0.414,-81.0,-87.0,-86.0,
15.282904,-0.722,-0.482,0.404,-81.0,-87.0,-86.0,
15.332952,-0.718,-0.386,0.386,-81.0,-87.0,-86.0,
15.383,-0.704,-0.462,0.432,-81.0,-87.0,-86.0,
15.432856,-0.682,-0.448,0.456,-84.0,-85.0,-88.0,
15.482904,-0.602,-0.388,0.534,-84.0,-85.0,-88.0,
15.532952,-0.336,-0.464,0.518,-84.0,-85.0,-88.0,
15.583,-0.294,-0.454,0.508,-84.0,-85.0,-88.0,
15.632856,-0.282,-0.554,0.38,-86.0,-95.0,-86.0,
15.682904,-0.292,-0.632,0.312,-86.0,-95.0,-86.0,
15.732952,-0.308,-0.81,0.224,-86.0,-95.0,-86.0,
15.783,-0.228,-0.996,0.312,-86.0,-95.0,-86.0,
15.832856,-0.026,-0.99,0.35,-78.0,,-91.0,
15.882904,0.112,-1.104,0.254,-78.0,,-91.0,
15.932952,0.4,-1.266,0.128,-78.0,,-91.0,
15.983,0.496,-0.994,0.12,-78.0,,-91.0,
16.032856,0.62,-0.858,0.07,-86.0,,-88.0,
16.082904,0.78,-0.77,0.024,-86.0,,-88.0,
16.183,1.096,-0.562,-0.032,-86.0,,-88.0,
16.233856,0.856,-0.776,0.022,-90.0,-93.0,-91.0,
16.283904,0.752,-0.634,0.046,-90.0,-93.0,-91.0,
16.333952,0.77,-0.506,0.156,-90.0,-93.0,-91.0,
16.384,0.856,-0.368,0.048,-90.0,-93.0,-91.0,
16.433856,0.91,-0.324,0.07,-89.0,,-86.0,
16.483904,0.91,-0.264,0.124,-89.0,,-86.0,
16.533952,0.936,-0.314,0.174,-89.0,,-86.0,
16.584,0.934,-0.226,0.112,-89.0,,-86.0,
16.633856,0.934,-0.264,0.104,,-100.0,-98.0,
16.683904,0.932,-0.266,0.056,,-100.0,-98.0,
16.733952,0.934,-0.36,0.04,,-100.0,-98.0,
16.784,1.144,-0.284,0.048,,-100.0,-98.0,
16.833856,0.92,-0.202,0.438,-89.0,,-97.0,
16.883904,1.232,0.216,0.524,-89.0,,-97.0,
16.933952,1.18,-0.004,0.21,-89.0,,-97.0,
16.984,1.008,-0.212,0.078,-89.0,,-97.0,
17.033856,0.896,-0.336,0.038,-81.0,,,
17.083904,0.864,-0.35,0.054,-81.0,,,
17.133952,0.87,-0.266,0.21,-81.0,,,
17.184,0.952,-0.168,0.344,-81.0,,,
17.234856,0.966,-0.49,0.246,-83.0,-99.0,,
17.284904,0.918,-0.528,0.176,-83.0,-99.0,,
17.334952,0.92,-0.24,0.088,-83.0,-99.0,,
17.385,0.958,-0.218,0.054,-83.0,-99.0,,
17.434856,0.944,-0.1,0.02,-84.0,,,
17.484904,0.992,-0.008,0.012,-84.0,,,
17.534952,0.978,0.056,0.034,-84.0,,,
17.585,0.988,0.206,0.08,-84.0,,,
17.634856,1.01,0.102,0.134,-80.0,,,
17.684904,1.006,-0.004,0.144,-80.0,,,
17.734952,1.068,-0.09,0.204,-80.0,,,
17.785,0.966,-0.174,0.126,-80.0,,,
17.834856,0.902,-0.272,0.096,-81.0,-100.0,,
17.884904,0.952,-0.254,0.056,-81.0,-100.0,,
17.934952,0.92,-0.164,0.004,-81.0,-100.0,,
17.985,0.958,-0.248,0.078,-81.0,-100.0,,
18.034856,0.86,-0.2,-0.02,-81.0,-95.0,-90.0,
18.084904,0.984,-0.144,-0.058,-81.0,-95.0,-90.0,
18.134952,1.03,-0.196,-0.116,-81.0,-95.0,-90.0,
18.185,0.978,-0.21,-0.128,-81.0,-95.0,-90.0,
18.235856,0.95,-0.228,-0.064,-81.0,,,
18.285904,0.994,-0.114,0.006,-81.0,,,
18.335952,1.006,-0.094,0.02,-81.0,,,
18.386,0.998,-0.106,-0.008,-81.0,,,
18.435856,0.99,-0.174,-0.064,-81.0,,,
18.485904,1.074,-0.218,-0.08,-81.0,,,
18.535952,0.926,-0.152,0.016,-81.0,,,
18.586,0.838,-0.158,0.098,-81.0,,,
18.635856,0.966,-0.202,0.096,-81.0,-95.0,-92.0,
18.685904,1.038,-0.108,0.006,-81.0,-95.0,-92.0,
18.735952,1.022,-0.138,-0.008,-81.0,-95.0,-92.0,
18.786,0.962,-0.194,0.03,-81.0,-95.0,-92.0,
18.835856,0.998,-0.114,0.03,-82.0,,,
18.885904,0.974,-0.082,0.038,-82.0,,,
18.935952,0.96,-0.128,0.038,-82.0,,,
18.986,0.956,-0.074,0.054,-82.0,,,
19.035856,0.974,-0.098,0.038,-81.0,,,
19.085904,0.976,-0.126,0.038,-81.0,,,
19.135952,0.976,-0.11,0.062,-81.0,,,
19.186,0.966,-0.058,0.034,-81.0,,,
19.235856,0.934,-0.194,0.038,-79.0,,-94.0,
19.285904,0.966,-0.204,0.076,-79.0,,-94.0,
19.335952,0.966,-0.226,0.084,-79.0,,-94.0,
19.386,0.966,-0.17,0.102,-79.0,,-94.0,
19.436856,0.972,-0.242,0.118,-78.0,-101.0,,
19.486904,0.962,-0.25,0.096,-78.0,-101.0,,
19.536952,0.966,-0.176,0.064,-78.0,-101.0,,
19.587,0.946,-0.282,0.088,-78.0,-101.0,,
19.636856,0.942,-0.188,0.086,-78.0,,,
19.686904,0.986,-0.156,0.098,-78.0,,,
19.736952,0.962,-0.154,0.088,-78.0,,,
19.787,0.936,-0.19,0.076,-78.0,,,
19.836856,0.946,-0.194,0.07,-79.0,-104.0,,
19.886904,0.992,-0.154,0.062,-79.0,-104.0,,
19.936952,0.944,-0.164,0.054,-79.0,-104.0,,
19.987,0.974,-0.194,0.03,-79.0,-104.0,,
20.036856,0.952,-0.194,0.08,-80.0,-100.0,,
20.086904,0.988,-0.168,0.112,-80.0,-100.0,,
20.136952,0.96,-0.148,0.102,-80.0,-100.0,,
20.187,0.934,-0.13,0.08,-80.0,-100.0,,
20.236856,0.948,-0.226,0.092,-81.0,,,
20.286904,0.966,-0.282,0.092,-81.0,,,
20.336952,0.96,-0.306,0.192,-81.0,,,
20.387,0.946,-0.304,0.102,-81.0,,,
20.437856,0.958,-0.314,0.12,-81.0,,,
20.487904,0.968,-0.25,0.076,-81.0,,,
20.537952,0.968,-0.238,0.048,-81.0,,,
20.588,0.972,-0.194,0.03,-81.0,,,
20.637856,0.974,-0.192,0.03,-85.0,,-93.0,
20.687904,0.962,-0.212,0.052,-85.0,,-93.0,
20.737952,0.982,-0.164,0.07,-85.0,,-93.0,
20.788,0.962,-0.162,0.054,-85.0,,-93.0,
20.837856,0.96,-0.144,0.06,-84.0,,-94.0,
20.887904,0.966,-0.186,0.05,-84.0,,-94.0,
20.937952,0.96,-0.232,0.07,-84.0,,-94.0,
20.988,0.946,-0.232,0.072,-84.0,,-94.0,
21.037856,0.962,-0.23,0.07,-82.0,-95.0,-90.0,
21.087904,0.966,-0.206,0.06,-82.0,-95.0,-90.0,
21.137952,0.95,-0.208,0.06,-82.0,-95.0,-90.0,
21.188,0.974,-0.178,0.056,-82.0,-95.0,-90.0,
21.237856,0.968,-0.158,0.048,-83.0,-86.0,-90.0,
21.287904,0.968,-0.186,0.048,-83.0,-86.0,-90.0,
21.337952,0.974,-0.186,0.044,-83.0,-86.0,-90.0,
21.388,0.968,-0.202,0.072,-83.0,-86.0,-90.0,
21.438856,0.928,-0.21,0.08,-84.0,,-92.0,
21.488904,0.974,-0.212,0.066,-84.0,,-92.0,
21.538952,0.966,-0.194,0.058,-84.0,,-92.0,
21.589,0.974,-0.222,0.07,-84.0,,-92.0,
21.638856,0.968,-0.218,0.068,-84.0,-89.0,-93.0,
21.688904,0.96,-0.226,0.062,-84.0,-89.0,-93.0,
21.738952,0.928,-0.226,0.066,-84.0,-89.0,-93.0,
