t,x,y,z
13.981,0.882,-0.336,0.088
14.030856,0.94,-0.264,0.144
14.080904,1.032,-0.312,0.222
14.130952,1.02,-0.388,0.22
14.181,1.062,-0.306,0.174
14.231856,1.168,-0.22,0.108
14.281904,0.84,-0.128,0.14
14.331952,0.864,-0.144,-0.032
14.382,1.238,0.252,-0.008
14.431856,1.148,-0.08,0.194
14.481904,1.18,-0.24,0.28
14.531952,1.168,-0.592,0.184
14.582,1.15,-1.076,0.188
14.631856,0.898,-1.01,0.112
14.681904,0.486,-1.188,0.088
14.731952,0.29,-1.0,0.048
14.782,0.104,-0.894,0.12
14.831856,-0.1,-0.648,0.176
14.881904,-0.276,-0.504,0.352
14.931952,-0.256,-0.606,0.502
14.982,-0.45,-0.4,0.498
15.031856,-0.56,-0.398,0.408
15.081904,-0.632,-0.392,0.504
15.131952,-0.832,-0.392,0.464
15.182,-0.814,-0.424,0.542
15.232856,-0.77,-0.448,0.414
15.282904,-0.722,-0.482,0.404
15.332952,-0.718,-0.386,0.386
15.383,-0.704,-0.462,0.432
15.432856,-0.682,-0.448,0.456
15.482904,-0.602,-0.388,0.534
15.532952,-0.336,-0.464,0.518
15.583,-0.294,-0.454,0.508
15.632856,-0.282,-0.554,0.38
15.682904,-0.292,-0.632,0.312
15.732952,-0.308,-0.81,0.224
15.783,-0.228,-0.996,0.312
15.832856,-0.026,-0.99,0.35
15.882904,0.112,-1.104,0.254
15.932952,0.4,-1.266,0.128
15.983,0.496,-0.994,0.12
16.032856,0.62,-0.858,0.07
16.082904,0.78,-0.77,0.024
16.183,1.096,-0.562,-0.032
16.233856,0.856,-0.776,0.022
16.283904,0.752,-0.634,0.046
16.333952,0.77,-0.506,0.156
16.384,0.856,-0.368,0.048
16.433856,0.91,-0.324,0.07
16.483904,0.91,-0.264,0.124
16.533952,0.936,-0.314,0.174
16.584,0.934,-0.226,0.112
16.633856,0.934,-0.264,0.104
16.683904,0.932,-0.266,0.056
16.733952,0.934,-0.36,0.04
16.784,1.144,-0.284,0.048
16.833856,0.92,-0.202,0.438
16.883904,1.232,0.216,0.524
16.933952,1.18,-0.004,0.21
16.984,1.008,-0.212,0.078
17.033856,0.896,-0.336,0.038
17.083904,0.864,-0.35,0.054
17.133952,0.87,-0.266,0.21
17.184,0.952,-0.168,0.344
17.234856,0.966,-0.49,0.246
17.284904,0.918,-0.528,0.176
17.334952,0.92,-0.24,0.088
17.385,0.958,-0.218,0.054
17.434856,0.944,-0.1,0.02
17.484904,0.992,-0.008,0.012
17.534952,0.978,0.056,0.034
17.585,0.988,0.206,0.08
17.634856,1.01,0.102,0.134
17.684904,1.006,-0.004,0.144
17.734952,1.068,-0.09,0.204
17.785,0.966,-0.174,0.126
17.834856,0.902,-0.272,0.096
17.884904,0.952,-0.254,0.056
17.934952,0.92,-0.164,0.004
17.985,0.958,-0.248,0.078
18.034856,0.86,-0.2,-0.02
18.084904,0.984,-0.144,-0.058
18.134952,1.03,-0.196,-0.116
18.185,0.978,-0.21,-0.128
18.235856,0.95,-0.228,-0.064
18.285904,0.994,-0.114,0.006
18.335952,1.006,-0.094,0.02
18.386,0.998,-0.106,-0.008
18.435856,0.99,-0.174,-0.064
18.485904,1.074,-0.218,-0.08
18.535952,0.926,-0.152,0.016
18.586,0.838,-0.158,0.098
18.635856,0.966,-0.202,0.096
18.685904,1.038,-0.108,0.006
18.735952,1.022,-0.138,-0.008
18.786,0.962,-0.194,0.03
18.835856,0.998,-0.114,0.03
18.885904,0.974,-0.082,0.038
18.935952,0.96,-0.128,0.038
18.986,0.956,-0.074,0.054
19.035856,0.974,-0.098,0.038
19.085904,0.976,-0.126,0.038
19.135952,0.976,-0.11,0.062
19.186,0.966,-0.058,0.034
19.235856,0.934,-0.194,0.038
19.285904,0.966,-0.204,0.076
19.335952,0.966,-0.226,0.084
19.386,0.966,-0.17,0.102
19.436856,0.972,-0.242,0.118
19.486904,0.962,-0.25,0.096
19.536952,0.966,-0.176,0.064
19.587,0.946,-0.282,0.088
19.636856,0.942,-0.188,0.086
19.686904,0.986,-0.156,0.098
19.736952,0.962,-0.154,0.088
19.787,0.936,-0.19,0.076
19.836856,0.946,-0.194,0.07
19.886904,0.992,-0.154,0.062
19.936952,0.944,-0.164,0.054
19.987,0.974,-0.194,0.03
20.036856,0.952,-0.194,0.08
20.086904,0.988,-0.168,0.112
20.136952,0.96,-0.148,0.102
20.187,0.934,-0.13,0.08
20.236856,0.948,-0.226,0.092
20.286904,0.966,-0.282,0.092
20.336952,0.96,-0.306,0.192
20.387,0.946,-0.304,0.102
20.437856,0.958,-0.314,0.12
20.487904,0.968,-0.25,0.076
20.537952,0.968,-0.238,0.048
20.588,0.972,-0.194,0.03
20.637856,0.974,-0.192,0.03
20.687904,0.962,-0.212,0.052
20.737952,0.982,-0.164,0.07
20.788,0.962,-0.162,0.054
20.837856,0.96,-0.144,0.06
20.887904,0.966,-0.186,0.05
20.937952,0.96,-0.232,0.07
20.988,0.946,-0.232,0.072
21.037856,0.962,-0.23,0.07
21.087904,0.966,-0.206,0.06
21.137952,0.95,-0.208,0.06
21.188,0.974,-0.178,0.056
21.237856,0.968,-0.158,0.048
21.287904,0.968,-0.186,0.048
21.337952,0.974,-0.186,0.044
21.388,0.968,-0.202,0.072
21.438856,0.928,-0.21,0.08
21.488904,0.974,-0.212,0.066
21.538952,0.966,-0.194,0.058
21.589,0.974,-0.222,0.07
21.638856,0.968,-0.218,0.068
21.688904,0.96,-0.226,0.062
21.738952,0.928,-0.226,0.066
21.789,0.95,-0.22,0.076
21.838856,0.952,-0.212,0.078
21.888904,0.952,-0.24,0.092
21.938952,0.96,-0.25,0.08
21.989,0.95,-0.25,0.096
22.038856,0.94,-0.232,0.094
22.088904,0.96,-0.226,0.092
22.138952,0.96,-0.232,0.08
22.189,0.952,-0.222,0.088
22.238856,0.956,-0.224,0.064
22.288904,0.962,-0.238,0.096
22.338952,0.96,-0.248,0.094
22.389,0.962,-0.238,0.076
22.439856,0.942,-0.232,0.092
22.489904,0.962,-0.234,0.088
22.539952,0.966,-0.218,0.104
22.59,0.958,-0.232,0.076
22.639856,0.96,-0.224,0.096
22.689904,0.952,-0.24,0.088
22.739952,0.96,-0.212,0.092
22.79,0.976,-0.228,0.098
22.839856,0.96,-0.218,0.08
22.889904,0.962,-0.226,0.084
22.939952,0.956,-0.226,0.088
22.99,0.96,-0.218,0.096
23.039856,0.972,-0.21,0.094
23.089904,0.956,-0.21,0.102
23.139952,0.944,-0.224,0.088
23.19,0.944,-0.212,0.088
23.239856,0.962,-0.222,0.092
23.289904,0.976,-0.218,0.078
23.339952,0.974,-0.208,0.088
23.39,0.926,-0.222,0.092
23.440856,0.92,-0.232,0.088
23.490904,0.958,-0.21,0.086
23.540952,0.962,-0.218,0.104
23.591,0.952,-0.208,0.094
23.640856,0.962,-0.21,0.092
23.690904,0.934,-0.216,0.088
23.740952,0.966,-0.218,0.096
23.791,0.962,-0.218,0.082
23.840856,0.932,-0.208,0.096
23.890904,0.96,-0.194,0.062
23.940952,0.96,-0.216,0.088
23.991,0.958,-0.224,0.078
24.040856,0.958,-0.226,0.086
24.090904,0.956,-0.222,0.08
24.140952,0.968,-0.214,0.076
24.191,0.96,-0.224,0.078
24.240856,0.94,-0.23,0.096
24.290904,0.966,-0.216,0.092
24.340952,0.96,-0.232,0.082
24.391,0.96,-0.236,0.078
24.440856,0.964,-0.218,0.088
24.490904,0.956,-0.226,0.078
24.540952,0.934,-0.234,0.078
24.591,0.96,-0.222,0.088
24.641856,0.952,-0.226,0.08
24.691904,0.956,-0.21,0.092
24.741952,0.962,-0.216,0.088
24.792,0.968,-0.222,0.088
24.841856,0.926,-0.218,0.064
24.891904,0.956,-0.208,0.076
24.941952,0.968,-0.208,0.078
24.992,0.968,-0.218,0.092
25.041856,0.966,-0.202,0.09
25.091904,0.952,-0.2,0.096
25.141952,0.96,-0.208,0.072
25.192,0.966,-0.206,0.096
25.241856,0.964,-0.208,0.086
25.291904,0.966,-0.21,0.07
25.341952,0.962,-0.208,0.078
25.392,0.958,-0.212,0.084
25.441856,0.966,-0.21,0.078
25.491904,0.972,-0.218,0.062
25.541952,0.956,-0.2,0.094
25.592,0.952,-0.218,0.076
25.642856,0.974,-0.212,0.088
25.692904,0.96,-0.218,0.076
25.742952,0.966,-0.212,0.072
25.793,0.96,-0.202,0.066
25.842856,0.96,-0.206,0.072
25.892904,0.972,-0.212,0.076
25.942952,0.952,-0.2,0.072
25.993,0.96,-0.216,0.096
26.042856,0.944,-0.222,0.092
26.092904,0.972,-0.21,0.076
26.142952,0.972,-0.218,0.082
26.193,0.946,-0.218,0.088
26.242856,0.966,-0.202,0.068
26.292904,0.96,-0.218,0.08
26.342952,0.924,-0.206,0.078
26.393,0.96,-0.206,0.07
26.442856,0.966,-0.212,0.07
26.492904,0.966,-0.2,0.072
26.542952,0.966,-0.216,0.094
26.593,0.958,-0.208,0.078
26.643856,0.944,-0.212,0.082
26.693904,0.966,-0.206,0.08
26.743952,0.966,-0.206,0.08
26.794,0.962,-0.202,0.088
26.843856,0.974,-0.2,0.094
26.893904,0.96,-0.202,0.076
26.943952,0.956,-0.206,0.076
26.994,0.962,-0.212,0.086
27.043856,0.944,-0.206,0.088
27.093904,0.96,-0.2,0.08
27.143952,0.962,-0.216,0.078
27.194,0.962,-0.208,0.072
27.243856,0.962,-0.21,0.086
27.293904,0.966,-0.21,0.08
27.343952,0.96,-0.2,0.088
27.394,0.974,-0.21,0.076
27.443856,0.952,-0.204,0.07
27.493904,0.966,-0.206,0.088
27.543952,0.96,-0.208,0.08
27.594,0.952,-0.202,0.076
27.644856,0.976,-0.2,0.064
27.694904,0.96,-0.192,0.072
27.744952,0.962,-0.202,0.07
27.795,0.966,-0.212,0.076
27.844856,0.944,-0.216,0.08
27.894904,0.96,-0.208,0.072
27.944952,0.972,-0.2,0.078
27.995,0.952,-0.194,0.07
28.044856,0.974,-0.208,0.076
28.094904,0.966,-0.208,0.082
28.144952,0.96,-0.21,0.072
28.195,0.966,-0.194,0.076
28.244856,0.96,-0.2,0.082
28.294904,0.958,-0.202,0.08
28.344952,0.966,-0.208,0.062
28.395,0.968,-0.208,0.072
28.444856,0.94,-0.212,0.092
28.494904,0.964,-0.208,0.07
28.544952,0.974,-0.192,0.078
28.595,0.958,-0.206,0.078
28.645856,0.95,-0.208,0.08
28.695904,0.96,-0.218,0.078
28.745952,0.96,-0.222,0.078
28.796,0.96,-0.218,0.08
28.845856,0.956,-0.216,0.086
28.895904,0.96,-0.224,0.088
28.945952,0.958,-0.224,0.086
28.996,0.96,-0.232,0.076
29.045856,0.958,-0.222,0.086
29.095904,0.96,-0.222,0.086
29.145952,0.928,-0.218,0.07
29.196,0.956,-0.21,0.072
29.245856,0.96,-0.196,0.078
29.295904,0.966,-0.2,0.07
29.345952,0.966,-0.21,0.072
29.396,0.96,-0.208,0.078
29.445856,0.966,-0.196,0.07
29.495904,0.958,-0.206,0.08
29.545952,0.92,-0.208,0.078
29.596,0.966,-0.208,0.07
29.645856,0.952,-0.2,0.088
29.695904,0.958,-0.224,0.082
29.745952,0.968,-0.216,0.088
29.796,0.956,-0.218,0.094
29.846856,0.956,-0.212,0.078
29.896904,0.96,-0.224,0.088
29.946952,0.972,-0.218,0.088
29.997,0.968,-0.216,0.088
30.046856,0.95,-0.218,0.096
30.096904,0.962,-0.228,0.092
30.146952,0.952,-0.21,0.088
30.197,0.944,-0.216,0.096
30.246856,0.94,-0.222,0.082
30.296904,0.95,-0.226,0.082
30.346952,0.956,-0.232,0.072
30.397,0.966,-0.226,0.088
30.446856,0.962,-0.224,0.07
30.496904,0.962,-0.226,0.092
30.546952,0.92,-0.242,0.08
30.597,0.966,-0.24,0.07
30.646856,0.928,-0.226,0.078
30.696904,0.962,-0.21,0.082
30.746952,0.96,-0.218,0.086
30.797,0.96,-0.208,0.088
30.847856,0.962,-0.224,0.082
30.897904,0.952,-0.212,0.078
30.947952,0.928,-0.226,0.08
30.998,0.952,-0.218,0.086
31.047856,0.96,-0.222,0.07
31.097904,0.952,-0.19,0.072
31.147952,0.962,-0.208,0.07
31.198,0.972,-0.218,0.082
31.247856,0.96,-0.208,0.064
31.297904,0.966,-0.218,0.08
31.347952,0.926,-0.226,0.07
31.398,0.966,-0.226,0.092
31.447856,0.972,-0.212,0.092
31.497904,0.966,-0.212,0.078
31.547952,0.968,-0.212,0.076
31.598,0.952,-0.2,0.076
31.647856,0.962,-0.19,0.082
31.697904,0.964,-0.206,0.08
31.747952,0.946,-0.2,0.08
31.798,0.974,-0.208,0.076
31.848856,0.972,-0.2,0.072
31.898904,0.966,-0.184,0.078
31.948952,0.966,-0.2,0.096
31.999,0.974,-0.192,0.088
32.048856,0.966,-0.216,0.088
32.098904,0.952,-0.208,0.076
32.148952,0.944,-0.208,0.078
32.199,0.966,-0.202,0.08
32.248856,0.944,-0.2,0.076
32.298904,0.96,-0.194,0.078
32.348952,0.974,-0.19,0.078
32.399,0.96,-0.184,0.082
32.448856,0.966,-0.2,0.092
32.498904,0.974,-0.2,0.082
32.548952,0.968,-0.184,0.088
32.599,0.958,-0.19,0.07
32.648856,0.966,-0.186,0.08
32.698904,0.966,-0.2,0.104
32.748952,0.968,-0.2,0.11
32.799,0.972,-0.192,0.082
32.849856,0.972,-0.194,0.082
32.899904,0.978,-0.184,0.102
32.949952,0.952,-0.178,0.096
33.0,0.966,-0.168,0.094
33.049856,0.95,-0.17,0.078
33.099904,0.962,-0.194,0.088
33.149952,0.968,-0.194,0.088
33.2,0.952,-0.178,0.096
33.249856,0.984,-0.174,0.08
33.299904,0.972,-0.164,0.066
33.349952,0.926,-0.186,0.08
33.4,0.966,-0.184,0.07
33.449856,0.936,-0.18,0.062
33.499904,0.972,-0.178,0.07
33.549952,0.966,-0.178,0.078
33.6,0.972,-0.174,0.076
33.649856,0.966,-0.178,0.07
33.699904,0.966,-0.196,0.084
33.749952,0.958,-0.186,0.07
33.8,0.96,-0.208,0.078
33.850856,0.96,-0.2,0.07
33.900904,0.956,-0.208,0.082
33.950952,0.966,-0.21,0.072
34.001,0.97,-0.196,0.076
34.050856,0.966,-0.192,0.076
34.100904,0.966,-0.176,0.07
34.150952,0.96,-0.2,0.088
34.201,0.96,-0.218,0.082
34.250856,0.962,-0.21,0.088
34.300904,0.974,-0.194,0.08
34.350952,0.966,-0.186,0.076
34.401,0.97,-0.226,0.084
34.450856,0.952,-0.226,0.086
34.500904,0.96,-0.218,0.092
34.550952,0.958,-0.216,0.096
34.601,0.958,-0.212,0.098
34.650856,0.972,-0.21,0.088
34.700904,0.96,-0.192,0.088
34.750952,0.978,-0.176,0.066
34.801,0.952,-0.168,0.082
34.850856,0.966,-0.164,0.076
34.900904,0.966,-0.186,0.072
34.950952,0.96,-0.206,0.082
35.001,0.974,-0.2,0.096
35.251856,0.92,-0.272,0.096
35.301904,0.944,-0.272,0.108
35.351952,0.956,-0.288,0.11
35.402,0.962,-0.298,0.12
35.451856,0.946,-0.286,0.112
35.501904,0.944,-0.266,0.112
35.551952,0.958,-0.282,0.112
35.602,0.95,-0.264,0.112
35.651856,0.95,-0.28,0.116
35.701904,0.948,-0.27,0.096
35.751952,0.944,-0.26,0.098
35.802,0.96,-0.258,0.092
35.851856,0.956,-0.25,0.102
35.901904,0.956,-0.24,0.108
35.951952,0.92,-0.238,0.082
36.002,0.962,-0.232,0.096
36.051856,0.936,-0.232,0.124
36.101904,0.946,-0.222,0.092
36.151952,0.96,-0.238,0.096
36.202,0.944,-0.222,0.092
36.252856,0.962,-0.218,0.096
36.302904,0.962,-0.212,0.088
36.352952,0.96,-0.216,0.126
36.403,0.968,-0.226,0.102
36.452856,0.958,-0.24,0.102
36.502904,0.958,-0.238,0.104
36.552952,0.952,-0.228,0.096
36.603,0.94,-0.242,0.108
36.652856,0.96,-0.232,0.102
36.702904,0.96,-0.224,0.11
36.752952,0.944,-0.224,0.092
36.803,0.946,-0.21,0.112
36.852856,0.97,-0.232,0.108
36.902904,0.954,-0.228,0.108
36.952952,0.958,-0.238,0.114
37.003,0.92,-0.238,0.102
37.052856,0.966,-0.238,0.11
37.102904,0.952,-0.238,0.114
37.152952,0.94,-0.234,0.13
37.203,0.966,-0.234,0.11
37.253856,0.96,-0.232,0.12
37.303904,0.952,-0.232,0.12
37.353952,0.952,-0.232,0.114
37.404,0.96,-0.234,0.108
37.453856,0.966,-0.232,0.108
37.503904,0.958,-0.234,0.13
37.553952,0.92,-0.232,0.088
37.604,0.95,-0.232,0.112
37.653856,0.938,-0.238,0.112
37.703904,0.944,-0.232,0.12
37.753952,0.966,-0.242,0.112
37.804,0.944,-0.242,0.102
37.853856,0.944,-0.234,0.124
37.903904,0.962,-0.246,0.126
37.953952,0.94,-0.238,0.11
38.004,0.954,-0.238,0.12
38.053856,0.958,-0.242,0.098
38.103904,0.968,-0.242,0.118
38.153952,0.956,-0.238,0.102
38.204,0.944,-0.242,0.108
38.254856,0.914,-0.264,0.102
38.304904,0.96,-0.26,0.112
38.354952,0.96,-0.25,0.112
38.405,0.958,-0.242,0.104
38.454856,0.96,-0.234,0.096
38.504904,0.962,-0.24,0.12
38.554952,0.96,-0.244,0.118
38.605,0.952,-0.23,0.118
38.654856,0.96,-0.234,0.11
38.704904,0.96,-0.24,0.118
38.754952,0.96,-0.242,0.12
38.805,0.944,-0.234,0.118
38.854856,0.962,-0.228,0.114
38.904904,0.962,-0.226,0.096
38.954952,0.958,-0.224,0.112
39.005,0.952,-0.216,0.12
39.054856,0.956,-0.232,0.114
39.104904,0.95,-0.218,0.112
39.154952,0.96,-0.23,0.108
39.205,0.95,-0.218,0.108
39.255856,0.952,-0.228,0.108
39.305904,0.952,-0.228,0.112
39.355952,0.952,-0.226,0.104
39.406,0.956,-0.226,0.104
39.455856,0.96,-0.232,0.092
39.505904,0.96,-0.222,0.12
39.555952,0.952,-0.228,0.114
